"obs_beta","true_beta","sim","ts_length","method"
2.72318289067308,2.69,2,3650,"Eke"
2.61688563257756,2.69,2,3650,"AWC"
1.79600041269694,2.69,3,3650,"original"
2.81449808866999,2.69,3,3650,"Eke"
2.69863765355144,2.69,3,3650,"AWC"
1.91239410343912,2.69,4,3650,"original"
2.86088468127843,2.69,4,3650,"Eke"
2.5918043504925,2.69,4,3650,"AWC"
2.10402603043518,2.69,5,3650,"original"
2.52997132287286,2.69,5,3650,"Eke"
2.55252624061972,2.69,5,3650,"AWC"
1.84031327197145,2.69,6,3650,"original"
2.72667528768286,2.69,6,3650,"Eke"
2.59317257645006,2.69,6,3650,"AWC"
1.80506133193693,2.69,7,3650,"original"
2.78768492269503,2.69,7,3650,"Eke"
2.72354088171551,2.69,7,3650,"AWC"
1.80579354036355,2.69,8,3650,"original"
2.71628889650707,2.69,8,3650,"Eke"
2.6659481949471,2.69,8,3650,"AWC"
1.86379570089928,2.69,9,3650,"original"
2.73315279101685,2.69,9,3650,"Eke"
2.58148117718529,2.69,9,3650,"AWC"
1.79439879814389,2.69,10,3650,"original"
2.66102713637213,2.69,10,3650,"Eke"
2.65849892468144,2.69,10,3650,"AWC"
1.78381978022743,2.096,1,1825,"original"
2.00577797506004,2.096,1,1825,"Eke"
1.87160900730614,2.096,1,1825,"AWC"
1.85767459323275,2.096,2,1825,"original"
2.17435232344715,2.096,2,1825,"Eke"
2.0110538520054,2.096,2,1825,"AWC"
1.81297125890781,2.096,3,1825,"original"
2.20830855454849,2.096,3,1825,"Eke"
2.04457072933592,2.096,3,1825,"AWC"
1.90791848234934,2.096,4,1825,"original"
1.79973771572749,2.096,4,1825,"Eke"
2.01543333986451,2.096,4,1825,"AWC"
1.81442358893713,2.096,5,1825,"original"
2.27302018452326,2.096,5,1825,"Eke"
2.10459804448671,2.096,5,1825,"AWC"
1.89717469615111,2.096,6,1825,"original"
2.23391238931089,2.096,6,1825,"Eke"
1.94692935138342,2.096,6,1825,"AWC"
1.7964161442966,2.096,7,1825,"original"
2.05402950623614,2.096,7,1825,"Eke"
2.16518042165161,2.096,7,1825,"AWC"
1.8085940100393,2.096,8,1825,"original"
2.2873453257118,2.096,8,1825,"Eke"
1.97078475459591,2.096,8,1825,"AWC"
1.81866210623444,2.096,9,1825,"original"
1.90144487723528,2.096,9,1825,"Eke"
1.97239902770362,2.096,9,1825,"AWC"
1.83989900273325,2.096,10,1825,"original"
2.00135835539007,2.096,10,1825,"Eke"
1.93602407109877,2.096,10,1825,"AWC"
1.81450500594865,2.096,1,3650,"original"
2.1412036161304,2.096,1,3650,"Eke"
2.06481306960766,2.096,1,3650,"AWC"
1.80441252528716,2.096,2,3650,"original"
2.13622712954123,2.096,2,3650,"Eke"
2.15816722461288,2.096,2,3650,"AWC"
1.88142818270711,2.096,3,3650,"original"
2.01619299237663,2.096,3,3650,"Eke"
1.97689630090975,2.096,3,3650,"AWC"
1.78272608818718,2.096,4,3650,"original"
2.23810926525262,2.096,4,3650,"Eke"
2.12679570648896,2.096,4,3650,"AWC"
1.79386518477578,2.096,5,3650,"original"
1.9900023878856,2.096,5,3650,"Eke"
2.02842359332187,2.096,5,3650,"AWC"
1.82551533047139,2.096,6,3650,"original"
2.10374530712859,2.096,6,3650,"Eke"
2.06430994940084,2.096,6,3650,"AWC"
1.84332683449457,2.096,7,3650,"original"
2.14330304675614,2.096,7,3650,"Eke"
2.04138355302931,2.096,7,3650,"AWC"
1.83976354074241,2.096,8,3650,"original"
2.06672217060103,2.096,8,3650,"Eke"
2.0488397952981,2.096,8,3650,"AWC"
1.78612411695298,2.096,9,3650,"original"
2.01409686549864,2.096,9,3650,"Eke"
2.04123582722362,2.096,9,3650,"AWC"
1.86575378650922,2.096,10,3650,"original"
1.88449236535481,2.096,10,3650,"Eke"
2.00532275327105,2.096,10,3650,"AWC"
1.68246420981181,1.95,1,1825,"original"
1.95496383360571,1.95,1,1825,"Eke"
1.85244508783238,1.95,1,1825,"AWC"
1.75138608066809,1.95,2,1825,"original"
1.9941237611522,1.95,2,1825,"Eke"
1.8779916779635,1.95,2,1825,"AWC"
1.80504758515855,1.95,3,1825,"original"
1.94854500631112,1.95,3,1825,"Eke"
1.85362568515144,1.95,3,1825,"AWC"
1.79578115705932,1.95,4,1825,"original"
2.08532635504532,1.95,4,1825,"Eke"
1.8212143544806,1.95,4,1825,"AWC"
1.75961706739536,1.95,5,1825,"original"
2.01131420695366,1.95,5,1825,"Eke"
2.00140304002942,1.95,5,1825,"AWC"
1.8288513164772,1.95,6,1825,"original"
1.88158855342271,1.95,6,1825,"Eke"
1.9788317500223,1.95,6,1825,"AWC"
1.74294053449395,1.95,7,1825,"original"
2.0193771394532,1.95,7,1825,"Eke"
1.83427510751125,1.95,7,1825,"AWC"
1.78757124690397,1.95,8,1825,"original"
1.94067681441429,1.95,8,1825,"Eke"
2.02780385370263,1.95,8,1825,"AWC"
1.7798877417222,1.95,9,1825,"original"
2.10088102692552,1.95,9,1825,"Eke"
1.98000139665714,1.95,9,1825,"AWC"
1.86917761179635,1.95,10,1825,"original"
2.09827736205768,1.95,10,1825,"Eke"
2.02417773565622,1.95,10,1825,"AWC"
1.79407208001372,1.95,1,3650,"original"
2.01098145307312,1.95,1,3650,"Eke"
1.92983693616624,1.95,1,3650,"AWC"
1.77094939763121,1.95,2,3650,"original"
1.68036849246229,1.95,2,3650,"Eke"
1.87684063695846,1.95,2,3650,"AWC"
1.85109870280165,1.95,3,3650,"original"
2.07464404232453,1.95,3,3650,"Eke"
1.93445350953133,1.95,3,3650,"AWC"
1.77146555617341,1.95,4,3650,"original"
1.92545095579558,1.95,4,3650,"Eke"
1.91873690819955,1.95,4,3650,"AWC"
1.78920573502089,1.95,5,3650,"original"
1.92940652563353,1.95,5,3650,"Eke"
1.96634355626112,1.95,5,3650,"AWC"
1.82355579499602,1.95,6,3650,"original"
2.12334472166042,1.95,6,3650,"Eke"
1.95417905008681,1.95,6,3650,"AWC"
1.86010758572229,1.95,7,3650,"original"
2.13786761079379,1.95,7,3650,"Eke"
1.92574106800521,1.95,7,3650,"AWC"
1.79518853328852,1.95,8,3650,"original"
1.97441952706539,1.95,8,3650,"Eke"
1.89935016660266,1.95,8,3650,"AWC"
1.79896798341025,1.95,9,3650,"original"
2.05585828109679,1.95,9,3650,"Eke"
1.98469032064946,1.95,9,3650,"AWC"
1.7511141820925,1.95,10,3650,"original"
1.96071950392132,1.95,10,3650,"Eke"
1.90440035835227,1.95,10,3650,"AWC"
1.82243312804972,1.998,1,1825,"original"
1.87155079621139,1.998,1,1825,"Eke"
1.84479258106388,1.998,1,1825,"AWC"
1.74896899077128,1.998,2,1825,"original"
1.95614411738954,1.998,2,1825,"Eke"
1.86562557249191,1.998,2,1825,"AWC"
1.85216438437555,1.998,3,1825,"original"
2.1510759082524,1.998,3,1825,"Eke"
1.95023087917261,1.998,3,1825,"AWC"
1.85244979864455,1.998,4,1825,"original"
2.25488293903881,1.998,4,1825,"Eke"
2.01817192133095,1.998,4,1825,"AWC"
1.79780812236688,1.998,5,1825,"original"
1.79923084381912,1.998,5,1825,"Eke"
1.883185971859,1.998,5,1825,"AWC"
1.84282083283663,1.998,6,1825,"original"
2.06366388735624,1.998,6,1825,"Eke"
2.04662240478307,1.998,6,1825,"AWC"
1.79788407368203,1.998,7,1825,"original"
1.97698882737831,1.998,7,1825,"Eke"
1.89525702583233,1.998,7,1825,"AWC"
1.84616665264358,1.998,8,1825,"original"
1.88713575338648,1.998,8,1825,"Eke"
1.8268121155924,1.998,8,1825,"AWC"
1.81385488626266,1.998,9,1825,"original"
2.06309099750533,1.998,9,1825,"Eke"
2.00132513619777,1.998,9,1825,"AWC"
1.86662492473581,1.998,10,1825,"original"
1.99168228581247,1.998,10,1825,"Eke"
1.94479183795022,1.998,10,1825,"AWC"
1.83204198010077,1.998,1,3650,"original"
1.89711986370958,1.998,1,3650,"Eke"
2.01199301025437,1.998,1,3650,"AWC"
1.78742600558479,1.998,2,3650,"original"
1.91896593976736,1.998,2,3650,"Eke"
1.81654047003308,1.998,2,3650,"AWC"
1.78918348953242,1.998,3,3650,"original"
2.13129937311455,1.998,3,3650,"Eke"
1.85352625034186,1.998,3,3650,"AWC"
1.83023932491867,1.998,4,3650,"original"
1.99037293129693,1.998,4,3650,"Eke"
2.06385425502455,1.998,4,3650,"AWC"
1.79787217768303,1.998,5,3650,"original"
1.94944371046542,1.998,5,3650,"Eke"
2.00947285525245,1.998,5,3650,"AWC"
1.80575452258531,1.998,6,3650,"original"
2.01024429467115,1.998,6,3650,"Eke"
2.02356072617398,1.998,6,3650,"AWC"
1.77911217337781,1.998,7,3650,"original"
2.01649415537535,1.998,7,3650,"Eke"
1.83302798410599,1.998,7,3650,"AWC"
1.76805055763293,1.998,8,3650,"original"
1.99985445517236,1.998,8,3650,"Eke"
1.86390341566008,1.998,8,3650,"AWC"
1.82540038194896,1.998,9,3650,"original"
1.97933101668942,1.998,9,3650,"Eke"
1.95365755255726,1.998,9,3650,"AWC"
1.83636321221379,1.998,10,3650,"original"
2.0133492856975,1.998,10,3650,"Eke"
1.99711848512853,1.998,10,3650,"AWC"
1.77010305509264,1.988,1,1825,"original"
1.97214875648401,1.988,1,1825,"Eke"
1.81274473822388,1.988,1,1825,"AWC"
1.75326400753879,1.988,2,1825,"original"
2.05495463395303,1.988,2,1825,"Eke"
1.96110189063958,1.988,2,1825,"AWC"
1.73668919013388,1.988,3,1825,"original"
1.8176517672654,1.988,3,1825,"Eke"
1.78122532263248,1.988,3,1825,"AWC"
1.70075469574443,1.988,4,1825,"original"
2.09688642022667,1.988,4,1825,"Eke"
1.87950462058487,1.988,4,1825,"AWC"
1.74977280475101,1.988,5,1825,"original"
2.08730560240508,1.988,5,1825,"Eke"
2.06310279195311,1.988,5,1825,"AWC"
1.7904411058691,1.988,6,1825,"original"
2.25034153661879,1.988,6,1825,"Eke"
1.92863472245256,1.988,6,1825,"AWC"
1.85436316080779,1.988,7,1825,"original"
2.22783423366539,1.988,7,1825,"Eke"
2.19178902280336,1.988,7,1825,"AWC"
1.74521737253309,1.988,8,1825,"original"
2.11320976916214,1.988,8,1825,"Eke"
1.99553711241205,1.988,8,1825,"AWC"
1.79588142035634,1.988,9,1825,"original"
1.98544483784878,1.988,9,1825,"Eke"
1.99680692933426,1.988,9,1825,"AWC"
1.79245292884943,1.988,10,1825,"original"
1.95584816714266,1.988,10,1825,"Eke"
1.91607304404186,1.988,10,1825,"AWC"
1.7939886838247,1.988,1,3650,"original"
1.95576497005607,1.988,1,3650,"Eke"
1.9303309114256,1.988,1,3650,"AWC"
1.72274403600813,1.988,2,3650,"original"
1.93927898953219,1.988,2,3650,"Eke"
1.91273529777626,1.988,2,3650,"AWC"
1.74626984792306,1.988,3,3650,"original"
1.96268550053277,1.988,3,3650,"Eke"
1.88266657341556,1.988,3,3650,"AWC"
1.77408599683603,1.988,4,3650,"original"
1.89813957034741,1.988,4,3650,"Eke"
1.8792301709343,1.988,4,3650,"AWC"
1.79735794061862,1.988,5,3650,"original"
1.94772936408228,1.988,5,3650,"Eke"
1.87912217975691,1.988,5,3650,"AWC"
1.77773881202082,1.988,6,3650,"original"
1.92702328573725,1.988,6,3650,"Eke"
1.85335487524122,1.988,6,3650,"AWC"
1.80421533732804,1.988,7,3650,"original"
2.05554976228061,1.988,7,3650,"Eke"
2.13868391123345,1.988,7,3650,"AWC"
1.81032366640578,1.988,8,3650,"original"
1.87252282828151,1.988,8,3650,"Eke"
1.77307255526812,1.988,8,3650,"AWC"
1.81756891398753,1.988,9,3650,"original"
2.16705112039279,1.988,9,3650,"Eke"
2.08822477856587,1.988,9,3650,"AWC"
1.80855719831273,1.988,10,3650,"original"
1.972833939747,1.988,10,3650,"Eke"
1.82049490928293,1.988,10,3650,"AWC"
1.261431872061,1.283,1,1825,"original"
1.24408160251277,1.283,1,1825,"Eke"
1.27622469071289,1.283,1,1825,"AWC"
1.1653910774421,1.283,2,1825,"original"
1.50183397857691,1.283,2,1825,"Eke"
1.22752562823034,1.283,2,1825,"AWC"
1.19973656775142,1.283,3,1825,"original"
1.43616409804985,1.283,3,1825,"Eke"
1.26270609411654,1.283,3,1825,"AWC"
1.21665215422376,1.283,4,1825,"original"
1.32712211293016,1.283,4,1825,"Eke"
1.26264487068935,1.283,4,1825,"AWC"
1.13916172612101,1.283,5,1825,"original"
1.48818559778815,1.283,5,1825,"Eke"
1.26422507016951,1.283,5,1825,"AWC"
1.17729636198587,1.283,6,1825,"original"
1.32264279663414,1.283,6,1825,"Eke"
1.25587592369326,1.283,6,1825,"AWC"
1.15708341018486,1.283,7,1825,"original"
1.24636691533286,1.283,7,1825,"Eke"
1.11255912894331,1.283,7,1825,"AWC"
1.19983190316642,1.283,8,1825,"original"
1.02697135810512,1.283,8,1825,"Eke"
1.16736523991595,1.283,8,1825,"AWC"
1.21700528515951,1.283,9,1825,"original"
1.36801992160411,1.283,9,1825,"Eke"
1.22417926510202,1.283,9,1825,"AWC"
1.18578376579182,1.283,10,1825,"original"
1.21822367138289,1.283,10,1825,"Eke"
1.22325003769191,1.283,10,1825,"AWC"
1.17700789407736,1.283,1,3650,"original"
1.33341036195383,1.283,1,3650,"Eke"
1.21452767860274,1.283,1,3650,"AWC"
1.16819353869378,1.283,2,3650,"original"
1.16049408983119,1.283,2,3650,"Eke"
1.26934801654028,1.283,2,3650,"AWC"
1.1789229248676,1.283,3,3650,"original"
1.13572304251072,1.283,3,3650,"Eke"
1.23272954088597,1.283,3,3650,"AWC"
1.19416801456699,1.283,4,3650,"original"
1.28084790677316,1.283,4,3650,"Eke"
1.25074098034784,1.283,4,3650,"AWC"
1.16856969251483,1.283,5,3650,"original"
1.40426561618961,1.283,5,3650,"Eke"
1.27512996871759,1.283,5,3650,"AWC"
1.11115142789167,1.283,6,3650,"original"
1.10226363166132,1.283,6,3650,"Eke"
1.10846980081669,1.283,6,3650,"AWC"
1.19819299059585,1.283,7,3650,"original"
1.34957331261988,1.283,7,3650,"Eke"
1.23429017081627,1.283,7,3650,"AWC"
1.15133602678647,1.283,8,3650,"original"
1.25090762259257,1.283,8,3650,"Eke"
1.1268584178723,1.283,8,3650,"AWC"
1.10956624048093,1.283,9,3650,"original"
1.42977333511661,1.283,9,3650,"Eke"
1.21222238092317,1.283,9,3650,"AWC"
1.15875933707389,1.283,10,3650,"original"
1.38910456066532,1.283,10,3650,"Eke"
1.28476354221422,1.283,10,3650,"AWC"
-0.0812895020818993,-0.074,1,1825,"original"
0.137028900293321,-0.074,1,1825,"Eke"
-0.166010083654744,-0.074,1,1825,"AWC"
-0.0718056055997776,-0.074,2,1825,"original"
0.211359921734123,-0.074,2,1825,"Eke"
0.0356136925191394,-0.074,2,1825,"AWC"
0.0188579271816355,-0.074,3,1825,"original"
0.032996874070227,-0.074,3,1825,"Eke"
-0.083781322366959,-0.074,3,1825,"AWC"
-0.0695611624852321,-0.074,4,1825,"original"
-0.0615139504347164,-0.074,4,1825,"Eke"
-0.161360564283712,-0.074,4,1825,"AWC"
-0.0745498762418088,-0.074,5,1825,"original"
-0.246448944559393,-0.074,5,1825,"Eke"
-0.211446906585808,-0.074,5,1825,"AWC"
-0.113211333068041,-0.074,6,1825,"original"
0.143634455915116,-0.074,6,1825,"Eke"
-0.0953913713298418,-0.074,6,1825,"AWC"
-0.102583158943433,-0.074,7,1825,"original"
-0.0689630833979402,-0.074,7,1825,"Eke"
-0.0999988296525978,-0.074,7,1825,"AWC"
-0.083504599111506,-0.074,8,1825,"original"
-0.0580884792037285,-0.074,8,1825,"Eke"
-0.122329569191878,-0.074,8,1825,"AWC"
-0.0547432125050606,-0.074,9,1825,"original"
0.0560601285776022,-0.074,9,1825,"Eke"
-0.183415748492961,-0.074,9,1825,"AWC"
-0.0610759149193311,-0.074,10,1825,"original"
0.0134544705518061,-0.074,10,1825,"Eke"
-0.0516502415184501,-0.074,10,1825,"AWC"
-0.0880594715597339,-0.074,1,3650,"original"
-0.126482935251149,-0.074,1,3650,"Eke"
-0.133283633480437,-0.074,1,3650,"AWC"
-0.0144324014952349,-0.074,2,3650,"original"
-0.0786201469477775,-0.074,2,3650,"Eke"
-0.00923803919454591,-0.074,2,3650,"AWC"
-0.107985920893685,-0.074,3,3650,"original"
-0.187863104289934,-0.074,3,3650,"Eke"
-0.127302587825256,-0.074,3,3650,"AWC"
-0.111926195336348,-0.074,4,3650,"original"
-0.0905039332574106,-0.074,4,3650,"Eke"
-0.140874683359515,-0.074,4,3650,"AWC"
-0.0629452510777474,-0.074,5,3650,"original"
-0.0887236155647596,-0.074,5,3650,"Eke"
-0.0552230703343204,-0.074,5,3650,"AWC"
-0.0770829539437325,-0.074,6,3650,"original"
-0.0669468441093322,-0.074,6,3650,"Eke"
-0.0455474971961505,-0.074,6,3650,"AWC"
-0.0448654019308663,-0.074,7,3650,"original"
-0.105104651270225,-0.074,7,3650,"Eke"
-0.0553256267302871,-0.074,7,3650,"AWC"
-0.0698284536457986,-0.074,8,3650,"original"
-0.100000689077087,-0.074,8,3650,"Eke"
-0.111627246026526,-0.074,8,3650,"AWC"
-0.0935889104583237,-0.074,9,3650,"original"
-0.144204879734733,-0.074,9,3650,"Eke"
-0.0524796957531783,-0.074,9,3650,"AWC"
-0.00705708467275089,-0.074,10,3650,"original"
-0.112485653961847,-0.074,10,3650,"Eke"
-0.0781552822705958,-0.074,10,3650,"AWC"
1.42905424981372,1.466,1,1825,"original"
1.92862585373507,1.466,1,1825,"Eke"
1.53181454072773,1.466,1,1825,"AWC"
1.34098864011343,1.466,2,1825,"original"
1.50504063501574,1.466,2,1825,"Eke"
1.42090490209302,1.466,2,1825,"AWC"
1.36586508889883,1.466,3,1825,"original"
1.33067550329017,1.466,3,1825,"Eke"
1.44515549280104,1.466,3,1825,"AWC"
1.37944565246096,1.466,4,1825,"original"
1.65302789269942,1.466,4,1825,"Eke"
1.38989569650117,1.466,4,1825,"AWC"
1.35017216595099,1.466,5,1825,"original"
1.27424323913597,1.466,5,1825,"Eke"
1.31917455896953,1.466,5,1825,"AWC"
1.37369368764044,1.466,6,1825,"original"
1.46989858441343,1.466,6,1825,"Eke"
1.34508764423793,1.466,6,1825,"AWC"
1.3504088858936,1.466,7,1825,"original"
1.62596698226202,1.466,7,1825,"Eke"
1.41350411731818,1.466,7,1825,"AWC"
1.27674513406601,1.466,8,1825,"original"
1.49071907145726,1.466,8,1825,"Eke"
1.32848816132657,1.466,8,1825,"AWC"
1.28512521257638,1.466,9,1825,"original"
1.29018982741896,1.466,9,1825,"Eke"
1.31812794451728,1.466,9,1825,"AWC"
1.34847260712458,1.466,10,1825,"original"
1.41863695091767,1.466,10,1825,"Eke"
1.49232230170652,1.466,10,1825,"AWC"
1.34740702111942,1.466,1,3650,"original"
1.4758885011286,1.466,1,3650,"Eke"
1.4818365514708,1.466,1,3650,"AWC"
1.37733102121825,1.466,2,3650,"original"
1.50683457325374,1.466,2,3650,"Eke"
1.48421536351427,1.466,2,3650,"AWC"
1.34763142701781,1.466,3,3650,"original"
1.54775362772695,1.466,3,3650,"Eke"
1.47359448122378,1.466,3,3650,"AWC"
1.32858541640943,1.466,4,3650,"original"
1.49839049808651,1.466,4,3650,"Eke"
1.35205312437026,1.466,4,3650,"AWC"
1.33995276580094,1.466,5,3650,"original"
1.30956644846622,1.466,5,3650,"Eke"
1.35183361607622,1.466,5,3650,"AWC"
1.34971628886267,1.466,6,3650,"original"
1.46327158215379,1.466,6,3650,"Eke"
1.37587345578132,1.466,6,3650,"AWC"
1.35273975444811,1.466,7,3650,"original"
1.6265637974579,1.466,7,3650,"Eke"
1.52529320355046,1.466,7,3650,"AWC"
1.38961711099528,1.466,8,3650,"original"
1.64197541987851,1.466,8,3650,"Eke"
1.48229868648124,1.466,8,3650,"AWC"
1.38405623216696,1.466,9,3650,"original"
1.41755264720903,1.466,9,3650,"Eke"
1.37169318180885,1.466,9,3650,"AWC"
1.35802571282552,1.466,10,3650,"original"
1.47045723920124,1.466,10,3650,"Eke"
1.37388682151473,1.466,10,3650,"AWC"
1.14949904446928,1.247,1,1825,"original"
1.26006736749551,1.247,1,1825,"Eke"
1.18952828768065,1.247,1,1825,"AWC"
1.06874026266488,1.247,2,1825,"original"
1.24175267340114,1.247,2,1825,"Eke"
1.13921628650873,1.247,2,1825,"AWC"
1.14825601626324,1.247,3,1825,"original"
1.38226315633913,1.247,3,1825,"Eke"
1.19677021021985,1.247,3,1825,"AWC"
1.16238130210807,1.247,4,1825,"original"
1.21610096807601,1.247,4,1825,"Eke"
1.14180489773477,1.247,4,1825,"AWC"
1.11347092201222,1.247,5,1825,"original"
1.51405835897585,1.247,5,1825,"Eke"
1.35411184106514,1.247,5,1825,"AWC"
1.12362741598101,1.247,6,1825,"original"
1.19712418433805,1.247,6,1825,"Eke"
1.28397047678451,1.247,6,1825,"AWC"
1.13869846405903,1.247,7,1825,"original"
1.14467444423841,1.247,7,1825,"Eke"
1.09437874895768,1.247,7,1825,"AWC"
1.14814027049891,1.247,8,1825,"original"
1.54402699583326,1.247,8,1825,"Eke"
1.22028621791939,1.247,8,1825,"AWC"
1.10992573087776,1.247,9,1825,"original"
1.23828778100157,1.247,9,1825,"Eke"
1.22962267140512,1.247,9,1825,"AWC"
1.11585247477839,1.247,10,1825,"original"
1.10020325502786,1.247,10,1825,"Eke"
1.23001513680428,1.247,10,1825,"AWC"
1.10054560599726,1.247,1,3650,"original"
1.11972807700706,1.247,1,3650,"Eke"
1.07111342743235,1.247,1,3650,"AWC"
1.15819020973523,1.247,2,3650,"original"
1.21978946012909,1.247,2,3650,"Eke"
1.16583229297422,1.247,2,3650,"AWC"
1.09925067480665,1.247,3,3650,"original"
1.23357864827767,1.247,3,3650,"Eke"
1.25615838795097,1.247,3,3650,"AWC"
1.08507816830799,1.247,4,3650,"original"
1.51056696613317,1.247,4,3650,"Eke"
1.21414117754686,1.247,4,3650,"AWC"
1.15885584815534,1.247,5,3650,"original"
1.23367182997258,1.247,5,3650,"Eke"
1.14474368321082,1.247,5,3650,"AWC"
1.11331985614382,1.247,6,3650,"original"
1.28761007268118,1.247,6,3650,"Eke"
1.29434557637414,1.247,6,3650,"AWC"
1.09684268094246,1.247,7,3650,"original"
1.32254570942152,1.247,7,3650,"Eke"
1.04562432017158,1.247,7,3650,"AWC"
1.10939639054054,1.247,8,3650,"original"
1.1659574192026,1.247,8,3650,"Eke"
1.16693239062455,1.247,8,3650,"AWC"
1.09359761890011,1.247,9,3650,"original"
1.34724785219868,1.247,9,3650,"Eke"
1.18701598353025,1.247,9,3650,"AWC"
1.16445840397894,1.247,10,3650,"original"
1.12500774101444,1.247,10,3650,"Eke"
1.1899399565084,1.247,10,3650,"AWC"
-0.74120210299084,-0.83,1,1825,"original"
-1.02447109851423,-0.83,1,1825,"Eke"
-1.00014595373955,-0.83,1,1825,"AWC"
-0.741967226780866,-0.83,2,1825,"original"
-0.689081368875034,-0.83,2,1825,"Eke"
-0.824697180438984,-0.83,2,1825,"AWC"
-0.813141630629497,-0.83,3,1825,"original"
-0.837338318982541,-0.83,3,1825,"Eke"
-0.834796286090011,-0.83,3,1825,"AWC"
-0.734390300323365,-0.83,4,1825,"original"
-0.932083132413533,-0.83,4,1825,"Eke"
-0.916278778432871,-0.83,4,1825,"AWC"
-0.816871895788275,-0.83,5,1825,"original"
-0.694945571222388,-0.83,5,1825,"Eke"
-0.889576941401239,-0.83,5,1825,"AWC"
-0.693761227656898,-0.83,6,1825,"original"
-0.713784271832903,-0.83,6,1825,"Eke"
-0.837283370427369,-0.83,6,1825,"AWC"
-0.801729371931991,-0.83,7,1825,"original"
-0.983797987965108,-0.83,7,1825,"Eke"
-0.81935964956428,-0.83,7,1825,"AWC"
-0.70819554642557,-0.83,8,1825,"original"
-0.811048787729176,-0.83,8,1825,"Eke"
-0.744493091933467,-0.83,8,1825,"AWC"
-0.726119714435154,-0.83,9,1825,"original"
-0.701880686136248,-0.83,9,1825,"Eke"
-0.812941786021327,-0.83,9,1825,"AWC"
-0.802794047681496,-0.83,10,1825,"original"
-0.528345535446698,-0.83,10,1825,"Eke"
-0.832992840481577,-0.83,10,1825,"AWC"
-0.750145538067264,-0.83,1,3650,"original"
-0.668496044431675,-0.83,1,3650,"Eke"
-0.892065725921672,-0.83,1,3650,"AWC"
-0.737288080402097,-0.83,2,3650,"original"
-0.763998979473032,-0.83,2,3650,"Eke"
-0.846426401133307,-0.83,2,3650,"AWC"
-0.70627181136666,-0.83,3,3650,"original"
-0.809730163471695,-0.83,3,3650,"Eke"
-0.765561645430014,-0.83,3,3650,"AWC"
-0.768399890375661,-0.83,4,3650,"original"
-0.920603888601409,-0.83,4,3650,"Eke"
-0.969400336246904,-0.83,4,3650,"AWC"
-0.700891598628703,-0.83,5,3650,"original"
-0.777700138126903,-0.83,5,3650,"Eke"
-0.752704382214006,-0.83,5,3650,"AWC"
-0.720354886036718,-0.83,6,3650,"original"
-0.812043478215139,-0.83,6,3650,"Eke"
-0.84476277241555,-0.83,6,3650,"AWC"
-0.753380173212281,-0.83,7,3650,"original"
-0.903696740693329,-0.83,7,3650,"Eke"
-0.950605990139085,-0.83,7,3650,"AWC"
-0.764733941538755,-0.83,8,3650,"original"
-0.849898255986265,-0.83,8,3650,"Eke"
-0.849099303388079,-0.83,8,3650,"AWC"
-0.800336256758753,-0.83,9,3650,"original"
-0.963102256870954,-0.83,9,3650,"Eke"
-0.795665610372892,-0.83,9,3650,"AWC"
-0.732720866214075,-0.83,10,3650,"original"
-0.795755921681235,-0.83,10,3650,"Eke"
-0.811466427401065,-0.83,10,3650,"AWC"
-0.759565210996541,-0.917,1,1825,"original"
-1.25745456820738,-0.917,1,1825,"Eke"
-1.01947023923645,-0.917,1,1825,"AWC"
-0.884676064207847,-0.917,2,1825,"original"
-1.0111913028307,-0.917,2,1825,"Eke"
-0.929289962539143,-0.917,2,1825,"AWC"
-0.814475669795624,-0.917,3,1825,"original"
-1.00851207301419,-0.917,3,1825,"Eke"
-0.86123505274179,-0.917,3,1825,"AWC"
-0.8372884736747,-0.917,4,1825,"original"
-0.864597373147518,-0.917,4,1825,"Eke"
-0.949487111323893,-0.917,4,1825,"AWC"
-0.792497879840314,-0.917,5,1825,"original"
-1.04240810531661,-0.917,5,1825,"Eke"
-0.804542123901644,-0.917,5,1825,"AWC"
-0.910533517542975,-0.917,6,1825,"original"
-1.15293410556243,-0.917,6,1825,"Eke"
-1.10413406249648,-0.917,6,1825,"AWC"
-0.800458803474536,-0.917,7,1825,"original"
-0.734641071894368,-0.917,7,1825,"Eke"
-0.892687279662417,-0.917,7,1825,"AWC"
-0.876054240355209,-0.917,8,1825,"original"
-1.0558968010178,-0.917,8,1825,"Eke"
-1.01109593569911,-0.917,8,1825,"AWC"
-0.819253423417859,-0.917,9,1825,"original"
-1.02211502641845,-0.917,9,1825,"Eke"
-0.859882135023307,-0.917,9,1825,"AWC"
-0.787176108495743,-0.917,10,1825,"original"
-0.981069549968243,-0.917,10,1825,"Eke"
-0.927586871530353,-0.917,10,1825,"AWC"
-0.883812794550239,-0.917,1,3650,"original"
-0.873243144194547,-0.917,1,3650,"Eke"
-0.898541422538625,-0.917,1,3650,"AWC"
-0.845844108372643,-0.917,2,3650,"original"
-1.04613170000428,-0.917,2,3650,"Eke"
-1.04856651074214,-0.917,2,3650,"AWC"
-0.810353724201964,-0.917,3,3650,"original"
-0.804440218790471,-0.917,3,3650,"Eke"
-0.878081160705739,-0.917,3,3650,"AWC"
-0.777848221405801,-0.917,4,3650,"original"
-0.824344829482597,-0.917,4,3650,"Eke"
-0.806829532834512,-0.917,4,3650,"AWC"
-0.867387330394287,-0.917,5,3650,"original"
-0.818746054815576,-0.917,5,3650,"Eke"
