"time_window_width","Time series type","time_series_type","ts_type","term","estimate","std.error","statistic","p.value","conf.low","conf.high","simulation_num"
"6 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-6.0207476372327e-07,3.34270577263399e-07,-1.80115991258437,0.0762459520172167,-1.26946750459002e-06,6.5317977143482e-08,60
"6 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-2.9733234176989e-08,3.84638498562538e-07,-0.0773017633131039,0.938617357521936,-7.97688774566192e-07,7.38222306212214e-07,60
"6 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-1.43298712114495e-07,3.59811513171305e-07,-0.398260497146101,0.691723604717352,-8.61685576841714e-07,5.75088152612724e-07,60
"6 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-5.94011094103356e-07,4.3123557927219e-07,-1.37746309130125,0.173022528189503,-1.4550007078645e-06,2.66978519657789e-07,60
"6 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",-1.3316564812557e-07,5.4460769804649e-07,-0.244516646759191,0.807589297948061,-1.22051000033272e-06,9.54178704081577e-07,60
"6 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-1.24895743079177e-07,4.0129956341395e-07,-0.311228205724073,0.756608058336291,-9.26116172732567e-07,6.76324686574212e-07,60
"7 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-8.94656408661436e-07,3.43043255740916e-07,-2.6079988272299,0.0116540233396535,-1.58185462688778e-06,-2.07458190435088e-07,60
"7 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-3.24400329528944e-07,3.71394955599373e-07,-0.873464554749843,0.386140187917944,-1.06839382736031e-06,4.19593168302417e-07,60
"7 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-2.53628075043364e-07,3.61132132805495e-07,-0.702313784910323,0.485392594238828,-9.77062668363709e-07,4.6980651827698e-07,60
"7 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.03435434064125e-06,4.711966074813e-07,-2.19516508442244,0.0323133136824995,-1.97827457133077e-06,-9.04341099517372e-08,60
"7 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",-1.75428949762633e-07,5.41865649234313e-07,-0.323749900017696,0.747333417154953,-1.26091628245375e-06,9.10058382928482e-07,60
"7 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-1.74392800391052e-07,4.63464005531865e-07,-0.37628121776344,0.708129714681141,-1.10282276799282e-06,7.54037167210715e-07,60
"8 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-5.01870135712417e-07,3.25285715020814e-07,-1.54285943875619,0.129299094895,-1.15555625361012e-06,1.51815982185289e-07,60
"8 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",1.17286500420596e-07,4.33335202319613e-07,0.270659987447984,0.787789409194292,-7.53533191537287e-07,9.88106192378479e-07,60
"8 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",3.64909810263883e-07,3.59899622593063e-07,1.01392106953245,0.315600995515214,-3.58335559151296e-07,1.08815517967906e-06,60
"8 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-6.66846425748861e-07,3.99135628636744e-07,-1.6707263844786,0.101151911913271,-1.46893950131327e-06,1.35246649815553e-07,60
"8 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",3.04965950906827e-08,6.3717844913182e-07,0.0478619374717327,0.962020824189709,-1.24996143791703e-06,1.3109546280984e-06,60
"8 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",4.46561413487343e-07,3.92749497700617e-07,1.13701332809277,0.261062546004445,-3.42698251486764e-07,1.23582107846145e-06,60
"9 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-4.88973046173821e-07,3.79650999155231e-07,-1.28795406112942,0.204650158598466,-1.25461225459922e-06,2.76666162251582e-07,60
"9 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-1.18192485046524e-08,3.78921885883636e-07,-0.0311917810635039,0.975260926004466,-7.75988059882877e-07,7.52349562873573e-07,60
"9 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",1.34053289305785e-08,3.4416653477701e-07,0.0389501231991191,0.969110434211621,-6.8067263698949e-07,7.07483294850647e-07,60
"9 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",1.85752570090394e-08,4.92072938399719e-07,0.037748991174862,0.970062526972929,-9.73784399312788e-07,1.01093491333087e-06,60
"9 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",6.02171843747743e-07,7.15202698537544e-07,0.84195969195736,0.404469021957057,-8.4017185925961e-07,2.0445155467551e-06,60
"9 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",8.06868211570814e-07,5.46129155810768e-07,1.4774311222644,0.146847533826309,-2.94506196723638e-07,1.90824261986527e-06,60
"10 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-7.13024223809184e-07,3.43741835551519e-07,-2.07430155443595,0.0446986456338003,-1.40830771341601e-06,-1.77407342023572e-08,61
"10 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",1.92933683038395e-07,3.63745363333161e-07,0.530408638808363,0.598836006594469,-5.42810760581063e-07,9.28678126657853e-07,61
"10 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-1.97494319078517e-07,3.72668040953649e-07,-0.529947023557839,0.599153005986936,-9.51286581703351e-07,5.56297943546316e-07,61
"10 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-4.47826639725826e-08,4.69902087758112e-07,-0.0953021174820468,0.924562867180804,-9.95249350187232e-07,9.05684022242067e-07,61
"10 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",2.70903855221661e-07,6.04470030657812e-07,0.448167554190985,0.656512230591762,-9.51752187224237e-07,1.49355989766756e-06,61
"10 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-4.94254380382676e-07,5.38579373308319e-07,-0.917700166173522,0.364416544717437,-1.5836339884925e-06,5.9512522772715e-07,61
"5 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-7.74326009812903e-07,3.85213157417351e-07,-2.01012347294767,0.0477884802377414,-1.5409246237751e-06,-7.72739585070145e-09,61
"5 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",7.93256214796413e-07,4.27133562573224e-07,1.8571619846905,0.0669683836950551,-5.67666640706572e-08,1.64327909366348e-06,61
"5 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",5.14102037543591e-07,3.79239545035145e-07,1.35561294773716,0.179037075244816,-2.40608708924029e-07,1.26881278401121e-06,61
"5 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-4.00336887530721e-07,4.56179687430031e-07,-0.877585956941857,0.382796402996482,-1.30816339700451e-06,5.0748962194307e-07,61
"5 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.07077966741218e-06,5.2027204692301e-07,2.05811492995824,0.0428350442481382,3.54052977295196e-08,2.10615403709484e-06,61
"5 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",4.87010270784093e-07,4.63962455193805e-07,1.04967603592118,0.297027766546308,-4.36304440132503e-07,1.41032498170069e-06,61
"6 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-3.08751431510507e-07,3.57016455519161e-07,-0.864810085746694,0.390275492718807,-1.02155778358054e-06,4.04054920559522e-07,61
"6 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",3.67659632014659e-07,4.3931171348026e-07,0.836899223792673,0.405669342354719,-5.09454503949002e-07,1.24477376797832e-06,61
"6 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",1.55873630818794e-07,4.19095768679856e-07,0.371928428935928,0.711137630760026,-6.80878069060876e-07,9.92625330698464e-07,61
"6 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",1.86902917707117e-07,4.62687466878272e-07,0.403950681802863,0.687554921672607,-7.36882415757216e-07,1.11068825117145e-06,61
"6 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",4.90180503963307e-07,5.53007693402527e-07,0.886390026415981,0.378625820224404,-6.13934980091068e-07,1.59429598801768e-06,61
"6 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-1.56365376550924e-07,4.85763681319405e-07,-0.321895980626244,0.748548830625382,-1.12622385869254e-06,8.1349310559069e-07,61
"7 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-5.65053828819864e-07,3.36888284852778e-07,-1.67727360738233,0.0990628527464567,-1.23992215873977e-06,1.09814501100041e-07,61
"7 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",4.89402067980992e-07,3.91721159240493e-07,1.24936337094961,0.216729080591061,-2.95309708643856e-07,1.27411384460584e-06,61
"7 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",4.35730617527627e-07,3.71111336823491e-07,1.17412370437735,0.245314574735233,-3.07694723623259e-07,1.17915595867851e-06,61
"7 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-3.44639024227405e-07,3.94602007146718e-07,-0.873383860156758,0.386183776298475,-1.13512183268281e-06,4.45843784227999e-07,61
"7 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",2.79854600297909e-07,5.26521760799877e-07,0.531515734264737,0.597163613344091,-7.74895230295884e-07,1.3346044308917e-06,61
"7 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",2.33104264814254e-07,5.38130392091837e-07,0.433174316559456,0.666552088426617,-8.44900448673685e-07,1.31110897830219e-06,61
"8 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-4.57855796478921e-07,3.95347587990128e-07,-1.158109497535,0.25243302656355,-1.25233651936266e-06,3.36624926404813e-07,61
"8 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",1.33673235399924e-07,3.70123493225506e-07,0.361158472365547,0.719533538937048,-6.10117771265825e-07,8.77464242065673e-07,61
"8 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",2.03013789318571e-07,4.12912897439445e-07,0.491662504556045,0.62515328838942,-6.26765744467024e-07,1.03279332310417e-06,61
"8 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",1.21352671089609e-07,5.22488046121025e-07,0.232259229642739,0.817304017667227,-9.28626368091242e-07,1.17133171027046e-06,61
"8 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",4.3327820084769e-08,5.0444123033225e-07,0.0858927016259776,0.931901729115795,-9.70384784977928e-07,1.05704042514747e-06,61
"8 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-3.15909461352231e-07,5.1585718162814e-07,-0.612397137430873,0.543106678329186,-1.35256327944742e-06,7.2074435674296e-07,61
"9 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-7.77436352297478e-07,3.90904721234561e-07,-1.98881290009025,0.0531092046951528,-1.56577085425255e-06,1.08981496575887e-08,61
"9 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",4.24386050841708e-07,3.42211227438581e-07,1.24012895198734,0.221652470839542,-2.65748662021856e-07,1.11452076370527e-06,61
"9 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",2.20616647438047e-07,3.80256485612865e-07,0.580178526297784,0.564822297337397,-5.46243640803206e-07,9.874769356793e-07,61
"9 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",1.16600736294769e-07,6.1813555891423e-07,0.188632953748173,0.851267975390923,-1.12998842343289e-06,1.36318989602243e-06,61
"9 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",8.75366441166025e-07,5.97985114364314e-07,1.46385991914963,0.150504871527543,-3.30585474226845e-07,2.0813183565589e-06,61
"9 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",5.2252814708332e-07,5.61270668577157e-07,0.930973550440377,0.357064865467086,-6.09382031891617e-07,1.65443832605826e-06,61
"10 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-6.73240578152107e-07,4.16090275535195e-07,-1.61801565125778,0.113719773630433,-1.51486260039274e-06,1.68381444088526e-07,62
"10 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",4.81225686175396e-07,3.38179878424986e-07,1.42298734157875,0.162690315663006,-2.02807683253958e-07,1.16525905560475e-06,62
"10 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-1.31577465104507e-08,3.19680578648295e-07,-0.0411590424607137,0.967379099814871,-6.59772750254454e-07,6.33457257233553e-07,62
"10 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",1.44346674455304e-07,6.27920377140172e-07,0.229880538536945,0.819386075133679,-1.12574217089218e-06,1.41443551980279e-06,62
"10 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",9.81431673095352e-07,4.75310313969028e-07,2.06482300983543,0.0456336856711004,2.00258168303761e-08,1.94283752936033e-06,62
"10 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",8.31898126388938e-07,5.50870580437537e-07,1.5101516688878,0.139065098182107,-2.82342794777448e-07,1.94613904755532e-06,62
"5 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-3.93102627714279e-07,3.68817569424354e-07,-1.06584571968149,0.289699596128663,-1.12707298174166e-06,3.408677263131e-07,62
"5 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",5.4671368099736e-07,3.43904981191288e-07,1.5897230656664,0.115841630882849,-1.3767904245862e-07,1.23110640445334e-06,62
"5 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",3.67675635861895e-07,3.724593003595e-07,0.987156544371459,0.326542174716481,-3.73541993689569e-07,1.10889326541336e-06,62
"5 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",1.28587580129194e-07,4.97300351344222e-07,0.258571263385633,0.796630160381917,-8.61071658457925e-07,1.11824681871631e-06,62
"5 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",8.58725208441784e-07,3.86286104583917e-07,2.22302898875109,0.0290355778040862,8.99913615704605e-08,1.62745905531311e-06,62
"5 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",4.88206289288657e-07,4.63104073955823e-07,1.0542042636732,0.294962935494055,-4.33400188524739e-07,1.40981276710205e-06,62
"6 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-5.55693367464666e-07,3.82316062895162e-07,-1.45349207474196,0.15082581503182,-1.31901201543508e-06,2.07625280505749e-07,62
"6 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",3.22064553357557e-07,3.6292950419562e-07,0.887402511050639,0.378084672418311,-4.02547581307422e-07,1.04667668802254e-06,62
"6 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-1.1439183680991e-07,3.53627562566372e-07,-0.323481110973753,0.747353675112159,-8.20432045790761e-07,5.9164837217094e-07,62
"6 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.11331613476803e-07,4.99604472838151e-07,-0.222839505107611,0.824348635562298,-1.10882412749488e-06,8.86160900541277e-07,62
"6 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",7.82561184451964e-07,4.43683553143728e-07,1.76378226983424,0.0823966079757148,-1.03281611029141e-07,1.66840397993307e-06,62
"6 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",4.31670005759378e-08,4.1208143151515e-07,0.104753568772125,0.916889053802088,-7.79580123298145e-07,8.65914124450021e-07,62
"7 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-7.32413832287392e-07,4.11275553887066e-07,-1.78083483291231,0.0803636165709017,-1.55629776850067e-06,9.14701039258908e-08,62
"7 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",2.98486800348746e-07,3.42650529156914e-07,0.871111453069015,0.387412517092873,-3.87924691993154e-07,9.84898292690647e-07,62
"7 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-3.04772005116709e-08,3.65606414907413e-07,-0.0833606831526439,0.933862022847593,-7.6287485792619e-07,7.01920456902848e-07,62
"7 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-4.51094728821617e-07,5.68379469084235e-07,-0.793650638979649,0.430749000066576,-1.58969562504829e-06,6.87506167405058e-07,62
"7 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",3.09746247036852e-07,4.19011639508212e-07,0.739230650968066,0.46285440944703,-5.29634930897204e-07,1.14912742497091e-06,62
"7 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",4.78350849899972e-07,4.66338590839737e-07,1.02575866397547,0.309415920048913,-4.55837604040327e-07,1.41253930384027e-06,62
"8 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-7.15303810630145e-07,4.09602734245248e-07,-1.74633553642701,0.0870194424435892,-1.53843132242982e-06,1.07823701169533e-07,62
"8 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",3.66134831797808e-07,3.05948051305668e-07,1.19672222207426,0.237173011806156,-2.48690795954008e-07,9.80960459549625e-07,62
"8 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",2.39730665349179e-08,3.96197400759735e-07,0.0605078844256624,0.951997257081688,-7.72215419046815e-07,8.20161552116651e-07,62
"8 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.45861413677131e-07,5.34224637232431e-07,-0.27303385787816,0.785974650703312,-1.21942601572378e-06,9.27703188369514e-07,62
"8 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",6.20098795986854e-07,4.53890671176397e-07,1.36618537318619,0.178118236245701,-2.92028657173203e-07,1.53222624914691e-06,62
"8 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",3.16200180012745e-07,4.96801546540203e-07,0.636471810957128,0.527431125838169,-6.82159905681956e-07,1.31456026570745e-06,62
"9 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-9.64948631721176e-07,3.69740237635691e-07,-2.6098015133315,0.0124164874287938,-1.71060088470172e-06,-2.19296378740635e-07,62
"9 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",1.04068709679953e-06,3.5601851082156e-07,2.92312636890146,0.00550690386901509,3.22707343244987e-07,1.75866685035408e-06,62
"9 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-5.31003555887286e-07,4.04620087657747e-07,-1.3123509486668,0.196364042106798,-1.34699773031754e-06,2.8499061854297e-07,62
"9 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",8.72206388672924e-09,6.5518927917264e-07,0.0133122811437685,0.989440224713147,-1.31259304443844e-06,1.33003717221189e-06,62
"9 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.56109404261386e-06,4.86650095256242e-07,3.20783671436842,0.00252687047081782,5.79670591757121e-07,2.5425174934706e-06,62
"9 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",4.20882404762999e-07,6.05191280532936e-07,0.69545351742736,0.49051272059607,-7.99602129728471e-07,1.64136693925447e-06,62
"10 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-8.40007759052749e-07,3.46508653405726e-07,-2.42420427541008,0.0200782228638275,-1.54088766601068e-06,-1.39127852094822e-07,63
"10 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-1.11789715909042e-07,3.91506203124186e-07,-0.285537534314832,0.776743435113513,-9.03685758106401e-07,6.80106326288317e-07,63
"10 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",4.66347780428821e-07,3.62145038312885e-07,1.28773759431134,0.205426400694198,-2.66159700303016e-07,1.19885526116066e-06,63
"10 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-4.3721148107538e-07,5.67746800466634e-07,-0.770081805332999,0.445891163602556,-1.58558777925916e-06,7.11164817108403e-07,63
"10 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",8.05818620216293e-07,6.1907073226174e-07,1.30165840221889,0.200669776006691,-4.46370128790036e-07,2.05800736922262e-06,63
"10 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",2.4300244714751e-07,6.0756712133199e-07,0.399959837548102,0.691368389223959,-9.85918052483579e-07,1.4719229467786e-06,63
"5 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-5.58241552913728e-07,3.47116953889372e-07,-1.60822324193258,0.111725961993291,-1.24902630574623e-06,1.32543199918778e-07,63
"5 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-2.63937748000079e-07,3.79800698019326e-07,-0.694937501106563,0.489108003503569,-1.01976522449525e-06,4.91889728495088e-07,63
"5 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",7.52587957140552e-07,4.24519795620902e-07,1.77279826501334,0.0800686750506566,-9.22333597230192e-08,1.59740927400412e-06,63
"5 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-3.89036144357817e-07,4.84051479595639e-07,-0.803708202034225,0.423947207388728,-1.35232928790519e-06,5.74256999189556e-07,63
"5 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.94118609126972e-07,4.99833412920228e-07,0.388366611973484,0.698776353660308,-8.00581582646343e-07,1.18881880090029e-06,63
"5 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",8.54235445597641e-07,5.59274907175217e-07,1.5273981268214,0.130606313911791,-2.58757089597234e-07,1.96722798079252e-06,63
"6 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-4.65343639802188e-07,4.00218695329003e-07,-1.16272339406746,0.249128699431382,-1.26440604669559e-06,3.33718767091216e-07,63
"6 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",1.60440907955582e-07,3.57616433032422e-07,0.448639640508457,0.655161176696822,-5.53563337869593e-07,8.74445153780758e-07,63
"6 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",5.34978588458635e-07,3.21350814701771e-07,1.66478055751973,0.100697307228025,-1.06619014176258e-07,1.17657619109353e-06,63
"6 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.30632208102906e-07,5.66343902853454e-07,-0.230658805444416,0.818293379843389,-1.2613742934307e-06,1.00010987722488e-06,63
"6 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",3.76639984337297e-07,5.01400193551146e-07,0.751176384017246,0.455216641606443,-6.24437801762724e-07,1.37771777043732e-06,63
"6 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",3.2592399948093e-07,4.99172662211193e-07,0.652928383612153,0.516070462981681,-6.7070637680364e-07,1.3225543757655e-06,63
"7 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-9.24157781235428e-07,3.34429326447845e-07,-2.76338738307255,0.00772702433713273,-1.59410022555262e-06,-2.54215336918237e-07,63
"7 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",2.6562728393068e-07,3.57699511308208e-07,0.742598956759004,0.4608282623986,-4.50930942233906e-07,9.82185510095267e-07,63
"7 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",5.96488906963463e-07,3.25383799556942e-07,1.83318563424384,0.0720922012900217,-5.53331695624376e-08,1.24831098348936e-06,63
"7 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-7.92191371175379e-07,4.43697993106938e-07,-1.78542924124619,0.079607312949587,-1.68102525783828e-06,9.6642515487522e-08,63
"7 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",5.30740286551388e-07,5.19848275456916e-07,1.02095228859786,0.311667498593224,-5.10640946466752e-07,1.57212151956953e-06,63
"7 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-1.39103280628714e-07,5.49179475556757e-07,-0.253292933949674,0.800969434778476,-1.23924196801953e-06,9.61035406762101e-07,63
"8 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-8.8725027743238e-07,3.83726727933261e-07,-2.31219306043934,0.0250108548383623,-1.65837800771169e-06,-1.1612254715307e-07,63
"8 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",1.85615480158546e-07,3.66760268114039e-07,0.506094842587562,0.615059566031194,-5.51416872606306e-07,9.22647832923399e-07,63
"8 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",6.50957520891334e-08,3.44875521792579e-07,0.188751442116801,0.851067238796307,-6.2795755639726e-07,7.58149060575526e-07,63
"8 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-4.09214048919918e-07,5.83182967260804e-07,-0.701690673241,0.486191690070808,-1.58116409864278e-06,7.62736000802946e-07,63
"8 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",3.75818656149642e-07,5.49016231495632e-07,0.684531047699328,0.496865044670698,-7.27470767445995e-07,1.47910807974528e-06,63
"8 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-3.78698171118433e-07,5.70694288115504e-07,-0.663574489888337,0.510072840817138,-1.52555128048645e-06,7.68154938249583e-07,63
"9 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-9.93283474031906e-07,3.71415677818548e-07,-2.6743175728763,0.0105452034055252,-1.74231457415949e-06,-2.44252373904326e-07,63
"9 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",3.27973062908847e-07,3.72259880034004e-07,0.881032527273389,0.38319831972064,-4.22760533241215e-07,1.07870665905891e-06,63
"9 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",6.07216230895626e-07,2.99121903330328e-07,2.02999587838629,0.0485728312133323,3.97942183117541e-09,1.21045303996008e-06,63
"9 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.75350170145364e-07,6.5813206912438e-07,-0.266436143096112,0.791176854136322,-1.50259998001017e-06,1.15189963971944e-06,63
"9 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.29676135841995e-06,5.7336575059424e-07,2.26166518853974,0.0288304341689955,1.40459121892142e-07,2.45306359494776e-06,63
"9 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",7.68085255646795e-07,5.4615262140038e-07,1.40635643875033,0.166804295244111,-3.33336475519179e-07,1.86950698681277e-06,63
