"time_window_width","Time series type","time_series_type","ts_type","term","estimate","std.error","statistic","p.value","conf.low","conf.high","simulation_num"
"10 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.21100465079958e-06,6.5117626154122e-07,1.85971866961695,0.0704804227232452,-1.06123660763333e-07,2.52813296236248e-06,24
"10 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",4.20723401419679e-07,7.00452892344408e-07,0.600644819970009,0.551551469235512,-9.96076303838841e-07,1.8375231066782e-06,24
"5 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",5.30879711965024e-09,3.67357669848642e-07,0.0144513033356227,0.988505908804994,-7.25756264163399e-07,7.36373858402699e-07,24
"5 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",1.15543390592887e-06,3.72652089919804e-07,3.10057004155678,0.00266697804383065,4.13832612925443e-07,1.89703519893229e-06,24
"5 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-3.2847203001673e-07,3.91224918692247e-07,-0.839598947619999,0.403635365986855,-1.10703443018942e-06,4.50090370155956e-07,24
"5 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.86225779902531e-07,4.24531613053726e-07,-0.438661749034372,0.662089034504275,-1.0310706142069e-06,6.58619054401836e-07,24
"5 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.32793847396055e-06,4.71858052112144e-07,2.81427532711671,0.00615106899954046,3.88911024427804e-07,2.26696592349331e-06,24
"5 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-6.97199979348835e-08,5.69946199764264e-07,-0.122327331884519,0.902946560603649,-1.20394908216872e-06,1.06450908629896e-06,24
"6 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-8.3585526727439e-08,3.43365765992461e-07,-0.243429995083652,0.808427348522446,-7.69137397794292e-07,6.01966344339414e-07,24
"6 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",1.45488578279897e-06,4.04814524240495e-07,3.59395648051067,0.000622028207627662,6.4664750742529e-07,2.26312405817265e-06,24
"6 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-1.44857119564171e-07,3.75457745738099e-07,-0.385814705405535,0.700874736682882,-8.94482695524902e-07,6.04768456396561e-07,24
"6 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-2.29781761408084e-07,4.27277725923017e-07,-0.537780809686961,0.592537203514159,-1.08286926599684e-06,6.2330574318067e-07,24
"6 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.37925229199664e-06,5.09923748824428e-07,2.70482066225853,0.00868569280123153,3.61156678715015e-07,2.39734790527827e-06,24
"6 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-1.05292964982802e-07,5.85153841976592e-07,-0.179940653943469,0.857750494264311,-1.27359030548651e-06,1.06300437552091e-06,24
"7 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",9.1168755990066e-08,3.70047652303046e-07,0.246370313181732,0.80629644213206,-6.50125769017456e-07,8.32463280997588e-07,24
"7 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",2.98496930330752e-07,3.48505739948661e-07,0.856505061795321,0.395368823937701,-3.99643958686613e-07,9.96637819348117e-07,24
"7 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-1.02645100705855e-07,3.91952100775371e-07,-0.261881746526679,0.794373495928587,-8.87819508817043e-07,6.82529307405333e-07,24
"7 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-8.37279368403678e-08,4.83340274404968e-07,-0.173227726457192,0.863097058565126,-1.0519748555875e-06,8.84518981906768e-07,24
"7 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",4.13485938063343e-07,4.97475705772416e-07,0.831168101809787,0.40940865912237,-5.83077652377544e-07,1.41004952850423e-06,24
"7 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-3.44374753015965e-07,6.00971386127273e-07,-0.573030199050165,0.568918166604978,-1.54826510456856e-06,8.59515598536635e-07,24
"8 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-8.21879441572084e-08,3.29889824799943e-07,-0.249137554354852,0.804295761245439,-7.45126367056076e-07,5.8075047874166e-07,24
"8 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",5.80410654605355e-07,3.81880537465915e-07,1.51987492857543,0.134969348144939,-1.87007017027754e-07,1.34782832623846e-06,24
"8 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-5.86737442968172e-08,3.55735185529292e-07,-0.164936578341323,0.869672467297029,-7.73550364112058e-07,6.56202875518423e-07,24
"8 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.38032579902313e-07,4.44943618392614e-07,-0.310224878381141,0.757705621584378,-1.03218025734279e-06,7.56115097538165e-07,24
"8 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",7.65364617429082e-07,5.29774239435023e-07,1.44469957286958,0.154907037324499,-2.99256575408516e-07,1.82998581026668e-06,24
"8 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",2.49373858389635e-08,6.27951795738069e-07,0.0397122613681726,0.968483892184187,-1.2369789929871e-06,1.28685376466502e-06,24
"9 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",1.72300086432181e-07,3.37789214816126e-07,0.510081668906961,0.612602669375045,-5.08916788070791e-07,8.53516960935154e-07,24
"9 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",7.54658581962471e-07,2.83996102501444e-07,2.65728499551727,0.0110122480075894,1.81925857436705e-07,1.32739130648824e-06,24
"9 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",1.88748907574785e-07,4.13730246101708e-07,0.456212494380662,0.650533121531585,-6.45617652323137e-07,1.02311546747271e-06,24
"9 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",2.53266577223438e-07,4.46635109935479e-07,0.567054787206552,0.573625450688098,-6.47458964884704e-07,1.15399211933158e-06,24
"9 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.50356766699034e-06,5.40774049063414e-07,2.78039907720133,0.00802391160502655,4.12992860699312e-07,2.59414247328137e-06,24
"9 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",9.75684579026805e-07,7.45189343229168e-07,1.30931096625566,0.197382448251098,-5.27132956411164e-07,2.47850211446477e-06,24
"10 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-6.33621155661889e-07,3.47260435953298e-07,-1.8246281178634,0.0757246546394106,-1.33602168635263e-06,6.87793750288546e-08,25
"10 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-3.01617742047695e-07,3.22922997856921e-07,-0.934023727171437,0.356038882328706,-9.5479115768394e-07,3.51555673588549e-07,25
"10 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-9.17508880120795e-08,3.53068120420768e-07,-0.259867381690353,0.796333092720112,-8.05898569341613e-07,6.22396793317454e-07,25
"10 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-6.62483877951152e-08,6.44346824799563e-07,-0.102814796698537,0.918636820040404,-1.36956285967171e-06,1.23706608408148e-06,25
"10 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",2.73440957905954e-07,5.19302674932665e-07,0.526554110165926,0.601485400334863,-7.76947847431148e-07,1.32382976324306e-06,25
"10 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",2.86993554407212e-07,5.4424557538331e-07,0.5273236336466,0.600956032808684,-8.13847029190792e-07,1.38783413800522e-06,25
"5 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-1.09577849685963e-06,4.41446889187721e-07,-2.48224310488607,0.0151493061327077,-1.97428580345867e-06,-2.17271190260577e-07,25
"5 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-2.68117279779486e-07,3.88728129291967e-07,-0.689729555378042,0.492360211201196,-1.0417109106961e-06,5.05476351137126e-07,25
"5 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-2.09666479520313e-07,3.86496261325906e-07,-0.542479968114145,0.58899595911744,-9.78818551636598e-07,5.59485592595971e-07,25
"5 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-5.4022087133252e-07,5.31733600324275e-07,-1.01596150967904,0.3127105143031,-1.59840445918979e-06,5.17962716524752e-07,25
"5 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.94597253285569e-07,4.45383031851784e-07,0.436921120403904,0.663345644287479,-6.9174322685007e-07,1.08093773342121e-06,25
"5 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-9.75026360019888e-08,4.80059806865275e-07,-0.203105185244871,0.839568521506893,-1.05285209765905e-06,8.5784682565507e-07,25
"6 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-6.82789538733378e-07,3.68007553732978e-07,-1.85536827113283,0.0680100882322982,-1.41754032642232e-06,5.19612489555667e-08,25
"6 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-4.17847440419059e-07,3.61578398009483e-07,-1.15562058662614,0.252002807264413,-1.13976200454657e-06,3.04067123708452e-07,25
"6 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-3.06884696438188e-07,3.47670940170998e-07,-0.882687222254614,0.380609026933534,-1.0010321250873e-06,3.87262732210924e-07,25
"6 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-4.78532818370351e-07,4.4105715897962e-07,-1.08496780661588,0.281883173502829,-1.35913184871325e-06,4.0206621197255e-07,25
"6 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",-4.90472107035794e-08,4.23329417405391e-07,-0.115860624579771,0.908114807364777,-8.94251662990994e-07,7.96157241583836e-07,25
"6 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-4.0695114962373e-07,4.79278330204567e-07,-0.849091486047438,0.398899724620416,-1.36386121048504e-06,5.49958911237585e-07,25
"7 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-4.08711264784716e-07,2.80632335349189e-07,-1.45639405479115,0.150867931547117,-9.70885385981582e-07,1.5346285641215e-07,25
"7 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-5.88729795776809e-07,3.19427145617397e-07,-1.84308003829448,0.0706121645253427,-1.22861926058293e-06,5.115966902931e-08,25
"7 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",2.75819980103486e-07,3.52606043583222e-07,0.782232707359671,0.437372984423839,-4.30534804114273e-07,9.82174764321245e-07,25
"7 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.85462990633411e-07,4.41013282007143e-07,-0.420538333424633,0.675701670619825,-1.06891875470286e-06,6.97992773436037e-07,25
"7 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",-3.56501692719274e-07,4.03301896543909e-07,-0.883957392152906,0.380498628785344,-1.1644124738646e-06,4.51409088426056e-07,25
"7 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",5.01112064366566e-07,4.53852648469276e-07,1.10412942627235,0.274258803360773,-4.08064041404037e-07,1.41028817013717e-06,25
"8 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-7.44265491603516e-07,3.83327600311111e-07,-1.94159118988423,0.0579481236585245,-1.5145911448969e-06,2.60601616898677e-08,25
"8 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-3.15460485599226e-07,3.41779870188284e-07,-0.922993169332765,0.360533556814119,-1.00229284927885e-06,3.71371878080397e-07,25
"8 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-3.01692686546308e-07,3.27745895109226e-07,-0.920507902763404,0.361817223318683,-9.60322721428566e-07,3.5693734833595e-07,25
"8 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-6.27547910356494e-07,5.0318282657048e-07,-1.24715685277585,0.218268254228485,-1.63873165838123e-06,3.83635837668239e-07,25
"8 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",-5.2671630713696e-08,4.32079495558411e-07,-0.121902638878117,0.903474697745502,-9.20967885459173e-07,8.15624624031781e-07,25
"8 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-1.23421236122315e-07,5.15712197162195e-07,-0.23932192568154,0.811854200915886,-1.15978369702497e-06,9.12941224780345e-07,25
"9 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-9.19699312258923e-07,3.9849985544513e-07,-2.30790375377077,0.0258804474062871,-1.72335086212853e-06,-1.16047762389315e-07,25
"9 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-7.52117719929581e-07,3.50440272127786e-07,-2.14620801246075,0.0375418267028098,-1.45884788302496e-06,-4.53875568341992e-08,25
"9 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-3.04382102616692e-07,3.8892316431689e-07,-0.782627856973532,0.438134640348171,-1.08872041419357e-06,4.79956208960181e-07,25
"9 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",2.74502341935123e-07,6.83375740872794e-07,0.401685815748353,0.689904789846866,-1.10365618382458e-06,1.65266086769482e-06,25
"9 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",4.32404890258179e-08,5.43145181307319e-07,0.0796112908923182,0.936915773079856,-1.05211616116483e-06,1.13859713921647e-06,25
"9 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",6.0748125217863e-07,6.05223547405159e-07,1.00373036505792,0.321123731208279,-6.13068354662346e-07,1.82803085901961e-06,25
"10 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-6.69764625110839e-07,3.78870847306267e-07,-1.76779139876503,0.0849190884843802,-1.43610324782386e-06,9.65739976021813e-08,26
"10 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",4.25459076048798e-08,3.04618070247696e-07,0.139669677410418,0.889639797060242,-5.73602297164256e-07,6.58694112374015e-07,26
"10 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-2.15125898341794e-07,4.27682669620965e-07,-0.503003543567593,0.61779078979757,-1.0801957508412e-06,6.49943954157615e-07,26
"10 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-5.34733223158483e-07,4.17285014124366e-07,-1.28145800845633,0.207599743058646,-1.37877183229525e-06,3.09305385978283e-07,26
"10 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",6.87287850588537e-07,4.5582902776618e-07,1.5077755226705,0.139670669680731,-2.347133849633e-07,1.60928908614037e-06,26
"10 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-2.63048801914828e-07,7.95688624815271e-07,-0.330592638515974,0.742721753714905,-1.87248095850521e-06,1.34638335467556e-06,26
"5 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-8.05784789640881e-07,3.28359217520983e-07,-2.45397341278957,0.0163006676794545,-1.45924045746112e-06,-1.5232912182064e-07,26
"5 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",2.34941884940389e-07,3.345903559807e-07,0.702177695025798,0.484606372503928,-4.30914143601305e-07,9.00797913482083e-07,26
"5 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-1.71914344933289e-07,3.56431209161705e-07,-0.482321246048056,0.630894826283248,-8.8123505647949e-07,5.37406366612913e-07,26
"5 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-7.39311523800138e-07,4.66296512366476e-07,-1.58549657609082,0.116798718462282,-1.66727115651918e-06,1.88648108918906e-07,26
"5 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",5.58062002969293e-07,4.06330793878675e-07,1.37341794266256,0.173459312280242,-2.50562046857939e-07,1.36668605279652e-06,26
"5 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",3.12424805411535e-07,5.00171547198926e-07,0.62463530195027,0.533987912241975,-6.82948295021289e-07,1.30779790584436e-06,26
"6 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-1.12451757449763e-06,3.48811243462398e-07,-3.22385701600485,0.00196722655330875,-1.82094169212516e-06,-4.28093456870091e-07,26
"6 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-3.80859458908186e-07,3.39802088947296e-07,-1.12082730299889,0.266423165708602,-1.05929621918603e-06,2.97577301369654e-07,26
"6 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",2.67364027690238e-07,4.10753165842754e-07,0.650911666479014,0.517363332079031,-5.52731128203423e-07,1.0874591835839e-06,26
"6 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.07248710270151e-06,4.45381711624514e-07,-2.40801782989619,0.018841350551016,-1.96172038098309e-06,-1.83253824419928e-07,26
"6 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",4.2093603356277e-08,4.11444418699878e-07,0.102306900867166,0.918823280697391,-7.79381683396417e-07,8.63568890108971e-07,26
"6 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",2.95435306940112e-07,5.47419534197596e-07,0.539687184114025,0.591229031049365,-7.97523057278256e-07,1.38839367115848e-06,26
"7 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-9.84576961166751e-07,3.15956311272651e-07,-3.11618070612655,0.00288890897415656,-1.6175135092851e-06,-3.51640413048403e-07,26
"7 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",5.57658158046127e-08,3.80352252821472e-07,0.146616236372834,0.883961483878086,-7.06171304552881e-07,8.17702936162106e-07,26
"7 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-2.18132701760263e-07,3.62103017270291e-07,-0.602405092906028,0.54933615021782,-9.43512210373784e-07,5.07246806853259e-07,26
"7 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-8.86807094724912e-07,4.3773718427178e-07,-2.02588933859984,0.0475505917504541,-1.76370004641196e-06,-9.91414303786794e-09,26
"7 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",2.10818718676127e-07,4.77360754839925e-07,0.441633956161355,0.660454793114672,-7.45449782999167e-07,1.16708722035142e-06,26
"7 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-3.40742608525943e-07,5.88354493934486e-07,-0.579145076716088,0.564813743567539,-1.51935828789264e-06,8.37873070840753e-07,26
"8 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-3.50297168603422e-07,3.25615965294862e-07,-1.07579850480062,0.287285984177013,-1.00464694927391e-06,3.04052612067067e-07,26
"8 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",1.97261955668013e-07,3.39377246258968e-07,0.581246850937934,0.56373838939309,-4.84742154459121e-07,8.79266065795146e-07,26
"8 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-4.33786746703408e-07,3.90424429978077e-07,-1.11106455794215,0.271962800546943,-1.21837401315765e-06,3.50800519750835e-07,26
"8 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-3.60608788528913e-07,4.03058722963194e-07,-0.894680521681309,0.375331716452207,-1.17058561730468e-06,4.49368040246856e-07,26
"8 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",4.27858857698144e-07,4.44582250355593e-07,0.96238402985258,0.340582153229363,-4.65562623483647e-07,1.32128033887994e-06,26
"8 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-2.9362806020326e-07,5.96476743844052e-07,-0.492270760316564,0.624726400645693,-1.49229295415575e-06,9.05036833749227e-07,26
"9 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-5.16990892177174e-07,2.77020622231028e-07,-1.86625417275259,0.0688355136749714,-1.07565622005573e-06,4.16744357013784e-08,26
"9 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",1.25409497322463e-07,4.06091436484217e-07,0.308820837021855,0.758949150509249,-6.93551934808479e-07,9.44370929453406e-07,26
"9 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-1.44917447819066e-07,3.54975989380104e-07,-0.408245774797715,0.685119090948654,-8.60794756515101e-07,5.70959860876969e-07,26
"9 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",2.45368403766794e-08,5.20931404142484e-07,0.0471018644327463,0.962650127345294,-1.02602145869026e-06,1.07509513944362e-06,26
"9 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.02761237817916e-06,5.69172749858054e-07,1.80544901075366,0.0780087393454502,-1.20233866472625e-07,2.17545862283095e-06,26
"9 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",5.54384695405653e-07,7.39126087664338e-07,0.750054293385214,0.457306517671138,-9.36205119832798e-07,2.0449745106441e-06,26
"10 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-1.18657098821665e-06,3.6406265821366e-07,-3.25924936668535,0.00232005919610373,-1.92295722130987e-06,-4.50184755123438e-07,27
"10 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",8.98025305818483e-08,2.71149906067995e-07,0.331191450087868,0.742272909332175,-4.58649922390705e-07,6.38254983554402e-07,27
"10 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",3.97291631645585e-07,3.20619284497272e-07,1.23913828910365,0.222699976448618,-2.5122208389573e-07,1.0458053471869e-06,27
"10 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.08290609150272e-06,4.54879766492385e-07,-2.38064247142295,0.0222641221465107,-2.00298726489531e-06,-1.62824918110136e-07,27
"10 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",2.98378782159422e-07,4.82285362992198e-07,0.618676835449076,0.539726258104246,-6.77135442431529e-07,1.27389300675037e-06,27
"10 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",4.01417171043077e-07,4.4892716500814e-07,0.894169928513457,0.37671616580987,-5.06623729376732e-07,1.30945807146289e-06,27
"5 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-1.30362770262241e-06,3.82486160379441e-07,-3.40830031949171,0.00102603997552006,-2.06479941952959e-06,-5.42455985715219e-07,27
"5 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",5.01255935074969e-07,3.54339681855019e-07,1.41461981466717,0.161060460381465,-2.03902504483641e-07,1.20641437463358e-06,27
"5 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-1.34135583128434e-07,3.65194917038039e-07,-0.367298603760312,0.714366154744765,-8.60896629153887e-07,5.92625462897018e-07,27
"5 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.09777543403894e-06,4.77176075923251e-07,-2.30056679165011,0.0240207543221547,-2.04738608823154e-06,-1.48164779846348e-07,27
"5 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",8.00056668049337e-07,4.46066783071358e-07,1.79358046465735,0.076658951354524,-8.76445203776142e-08,1.68775785647629e-06,27
"5 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",1.97657256747091e-07,4.36186756749591e-07,0.453148229946293,0.651668700043512,-6.7038205269588e-07,1.06569656619006e-06,27
"6 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-9.27486440733671e-07,3.89586783205527e-07,-2.38069277685012,0.0201750602234004,-1.70532155017591e-06,-1.49651331291428e-07,27
"6 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",4.16012843872794e-07,3.19843152750392e-07,1.30067766120807,0.197892003049047,-2.22574614554167e-07,1.05460030229975e-06,27
"6 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",4.34035036942076e-07,3.73560674609214e-07,1.16188631845717,0.249466193564613,-3.11802914302503e-07,1.17987298818666e-06,27
"6 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-6.64034967308491e-07,4.28927177749275e-07,-1.54812984990344,0.126373118795387,-1.52041570872433e-06,1.92345774107345e-07,27
"6 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",5.01381761832353e-07,4.6338258441517e-07,1.08200389633793,0.283188304527012,-4.23791418573141e-07,1.42655494223785e-06,27
"6 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",7.33377331081863e-07,4.35802143940628e-07,1.68282176046793,0.0971349327007791,-1.36729723213127e-07,1.60348438537685e-06,27
"7 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-1.14231958772788e-06,3.32989477946778e-07,-3.43049754836536,0.00113812759303624,-1.80937766889876e-06,-4.75261506557003e-07,27
"7 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-6.97139234045301e-08,3.23272453973014e-07,-0.215650676535371,0.830043590832062,-7.17306466485147e-07,5.77878619676087e-07,27
"7 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",1.43601822128822e-07,3.41034887260943e-07,0.421076633191914,0.675310876123249,-5.39573150579993e-07,8.26776794837637e-07,27
"7 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.06331875532224e-06,4.39372996209614e-07,-2.4200821727673,0.0187869561457385,-1.94348863209153e-06,-1.83148878552953e-07,27
"7 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",-4.05945525789339e-07,4.72278822204569e-07,-0.859546324551267,0.393703896614942,-1.35203369307905e-06,5.40142641500368e-07,27
"7 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-1.00954152057368e-07,3.82630741307671e-07,-0.263842240464917,0.792869993364095,-8.67455633327842e-07,6.65547329213106e-07,27
"8 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-1.12285009197088e-06,3.79346866357691e-07,-2.95995615504078,0.00473029058342432,-1.88517616088587e-06,-3.60524023055888e-07,27
"8 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",6.8370110811349e-07,3.67745635613585e-07,1.85916851731695,0.0690135384871216,-5.53114147779233e-08,1.4227136310049e-06,27
"8 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",3.00460702304392e-07,4.07023242690675e-07,0.738190527691149,0.463919643319003,-5.17483127142834e-07,1.11840453175162e-06,27
