"sim","N_stable","N_inc","N_dec","lambda","base_col"
1,111922,191678,NA,0.9,2
2,184866,180485,NA,0.9,2
3,179839,167453,NA,0.9,2
4,NA,171949,NA,0.9,2
5,176311,186257,NA,0.9,2
6,NA,NA,NA,0.9,2
7,NA,178684,NA,0.9,2
8,193195,176075,NA,0.9,2
9,188709,65385,NA,0.9,2
10,186459,190093,NA,0.9,2
11,NA,NA,NA,0.9,2
12,NA,NA,NA,0.9,2
13,180700,NA,194126,0.9,2
14,NA,158159,NA,0.9,2
15,NA,188013,190803,0.9,2
16,197179,150660,NA,0.9,2
17,190818,173726,NA,0.9,2
18,184987,NA,NA,0.9,2
19,197130,182038,NA,0.9,2
20,NA,153713,NA,0.9,2
21,NA,73017,NA,0.9,2
22,NA,192055,NA,0.9,2
23,NA,176262,NA,0.9,2
24,NA,NA,NA,0.9,2
25,188315,NA,NA,0.9,2
26,NA,193034,NA,0.9,2
27,NA,61683,NA,0.9,2
28,182995,NA,NA,0.9,2
29,196080,176382,NA,0.9,2
30,143398,NA,NA,0.9,2
31,NA,NA,NA,0.9,2
32,NA,174532,181372,0.9,2
33,169531,NA,NA,0.9,2
34,NA,NA,NA,0.9,2
35,188737,159276,NA,0.9,2
36,NA,181587,NA,0.9,2
37,NA,NA,20800,0.9,2
38,NA,180967,110782,0.9,2
39,NA,185842,NA,0.9,2
40,156355,168403,NA,0.9,2
41,NA,NA,NA,0.9,2
42,NA,NA,NA,0.9,2
43,NA,178636,NA,0.9,2
44,NA,175215,NA,0.9,2
45,NA,NA,194215,0.9,2
46,NA,175984,143875,0.9,2
47,NA,186927,NA,0.9,2
48,NA,NA,NA,0.9,2
49,89328,154047,NA,0.9,2
50,NA,NA,NA,0.9,2
51,NA,NA,NA,0.9,2
52,186762,182825,NA,0.9,2
53,75307,NA,198941,0.9,2
54,171335,NA,NA,0.9,2
55,77676,NA,NA,0.9,2
56,NA,NA,NA,0.9,2
57,180707,190717,NA,0.9,2
58,NA,144990,NA,0.9,2
59,NA,164069,NA,0.9,2
60,111181,NA,NA,0.9,2
61,129400,147192,NA,0.9,2
62,NA,181190,NA,0.9,2
63,NA,176762,NA,0.9,2
64,NA,NA,186676,0.9,2
65,162946,NA,NA,0.9,2
66,199998,191289,NA,0.9,2
67,85371,NA,NA,0.9,2
68,NA,180531,NA,0.9,2
69,NA,193492,NA,0.9,2
70,NA,198214,NA,0.9,2
71,NA,59790,NA,0.9,2
72,NA,NA,193859,0.9,2
73,NA,NA,NA,0.9,2
74,196610,171885,NA,0.9,2
75,NA,188502,NA,0.9,2
76,NA,NA,NA,0.9,2
77,NA,145170,NA,0.9,2
78,NA,NA,NA,0.9,2
79,188775,NA,NA,0.9,2
80,NA,115754,NA,0.9,2
81,NA,NA,NA,0.9,2
82,NA,NA,NA,0.9,2
83,NA,160092,NA,0.9,2
84,NA,NA,NA,0.9,2
85,167347,NA,77801,0.9,2
86,NA,NA,NA,0.9,2
87,172959,NA,NA,0.9,2
88,NA,179355,NA,0.9,2
89,NA,NA,NA,0.9,2
90,198689,NA,NA,0.9,2
91,144221,NA,NA,0.9,2
92,NA,174806,NA,0.9,2
93,158285,196501,NA,0.9,2
94,NA,NA,NA,0.9,2
95,165794,179324,NA,0.9,2
96,NA,196150,NA,0.9,2
97,NA,194671,NA,0.9,2
98,174772,172875,NA,0.9,2
99,NA,NA,NA,0.9,2
100,NA,193202,NA,0.9,2
101,NA,NA,NA,0.9,2
102,190839,43909,NA,0.9,2
103,199618,195507,NA,0.9,2
104,NA,50397,NA,0.9,2
105,176657,165298,NA,0.9,2
106,NA,190229,NA,0.9,2
107,184503,NA,NA,0.9,2
108,NA,186942,194835,0.9,2
109,NA,181999,NA,0.9,2
110,197739,NA,NA,0.9,2
111,NA,NA,NA,0.9,2
112,NA,NA,180784,0.9,2
113,NA,192380,NA,0.9,2
114,NA,NA,193726,0.9,2
115,189154,183432,NA,0.9,2
116,NA,176079,NA,0.9,2
117,183427,175576,NA,0.9,2
118,NA,169229,NA,0.9,2
119,194704,NA,NA,0.9,2
120,75693,187256,NA,0.9,2
121,NA,189180,150841,0.9,2
