"sim","N_stable","N_inc","N_dec","lambda","base_col"
1,2,2,2,0.9,0.6
2,2,2,2,0.9,0.6
3,2,2,2,0.9,0.6
4,2,2,2,0.9,0.6
5,2,2,2,0.9,0.6
6,2,2,2,0.9,0.6
7,2,2,2,0.9,0.6
8,2,2,2,0.9,0.6
9,2,2,2,0.9,0.6
10,2,2,2,0.9,0.6
11,2,2,2,0.9,0.6
12,2,2,2,0.9,0.6
13,2,2,2,0.9,0.6
14,2,2,2,0.9,0.6
15,2,2,2,0.9,0.6
16,2,2,2,0.9,0.6
17,2,2,2,0.9,0.6
18,2,2,2,0.9,0.6
19,2,2,2,0.9,0.6
20,2,2,2,0.9,0.6
21,2,2,2,0.9,0.6
22,2,2,2,0.9,0.6
23,2,2,2,0.9,0.6
24,2,2,2,0.9,0.6
25,2,2,2,0.9,0.6
26,2,2,2,0.9,0.6
27,2,2,2,0.9,0.6
28,2,2,2,0.9,0.6
29,2,2,2,0.9,0.6
30,2,2,2,0.9,0.6
31,2,2,2,0.9,0.6
32,2,2,2,0.9,0.6
33,2,2,2,0.9,0.6
34,2,2,2,0.9,0.6
35,2,2,2,0.9,0.6
36,2,2,2,0.9,0.6
37,2,2,2,0.9,0.6
38,2,2,2,0.9,0.6
39,2,2,2,0.9,0.6
40,2,2,2,0.9,0.6
41,2,2,2,0.9,0.6
42,2,2,2,0.9,0.6
43,2,2,2,0.9,0.6
44,2,2,2,0.9,0.6
45,2,2,2,0.9,0.6
46,2,2,2,0.9,0.6
47,2,2,2,0.9,0.6
48,2,2,2,0.9,0.6
49,2,2,2,0.9,0.6
50,2,2,2,0.9,0.6
51,2,2,2,0.9,0.6
52,2,2,2,0.9,0.6
53,2,2,2,0.9,0.6
54,2,2,2,0.9,0.6
55,2,2,2,0.9,0.6
56,2,2,2,0.9,0.6
57,2,2,2,0.9,0.6
58,2,2,2,0.9,0.6
59,2,2,2,0.9,0.6
60,2,2,2,0.9,0.6
61,2,2,2,0.9,0.6
62,2,2,2,0.9,0.6
63,2,2,2,0.9,0.6
64,2,2,2,0.9,0.6
65,2,2,2,0.9,0.6
66,2,2,2,0.9,0.6
67,2,2,2,0.9,0.6
68,2,2,2,0.9,0.6
69,2,2,2,0.9,0.6
70,2,2,2,0.9,0.6
71,2,2,2,0.9,0.6
72,2,2,2,0.9,0.6
73,2,2,2,0.9,0.6
