"sim","N_stable","N_inc","N_dec","lambda","base_col"
1,NA,189750,NA,0.9,2
2,39157,NA,NA,0.9,2
3,171892,NA,NA,0.9,2
4,NA,195002,NA,0.9,2
5,196992,183546,NA,0.9,2
6,NA,183405,199651,0.9,2
7,65181,66363,NA,0.9,2
8,NA,84962,NA,0.9,2
9,174248,156744,NA,0.9,2
10,98484,178866,NA,0.9,2
11,177630,180957,NA,0.9,2
12,168101,97419,NA,0.9,2
13,NA,184176,NA,0.9,2
14,NA,199319,NA,0.9,2
15,NA,193016,NA,0.9,2
16,175279,NA,NA,0.9,2
17,168233,171116,NA,0.9,2
18,NA,137337,NA,0.9,2
19,NA,176911,NA,0.9,2
20,NA,167294,191895,0.9,2
21,NA,186862,NA,0.9,2
22,195764,185495,187280,0.9,2
23,NA,NA,NA,0.9,2
24,134256,179113,NA,0.9,2
25,185943,NA,NA,0.9,2
26,141074,178311,NA,0.9,2
27,172139,NA,NA,0.9,2
28,NA,199396,NA,0.9,2
29,NA,NA,NA,0.9,2
30,172646,197984,NA,0.9,2
31,167528,188522,NA,0.9,2
32,193135,NA,NA,0.9,2
33,187498,NA,NA,0.9,2
34,NA,177241,NA,0.9,2
35,NA,186968,NA,0.9,2
36,NA,179116,NA,0.9,2
37,NA,149486,NA,0.9,2
38,NA,179223,NA,0.9,2
39,NA,NA,NA,0.9,2
40,NA,170853,NA,0.9,2
41,185780,148630,NA,0.9,2
42,196829,176398,NA,0.9,2
43,NA,179574,NA,0.9,2
44,188938,147783,NA,0.9,2
45,NA,NA,NA,0.9,2
46,186330,102587,NA,0.9,2
47,NA,166272,NA,0.9,2
48,189367,NA,178722,0.9,2
49,NA,147953,NA,0.9,2
50,177120,NA,199169,0.9,2
51,172515,NA,NA,0.9,2
52,142519,177760,NA,0.9,2
53,198712,183431,NA,0.9,2
54,NA,145054,NA,0.9,2
55,NA,176372,NA,0.9,2
56,59767,199609,NA,0.9,2
57,183410,178455,NA,0.9,2
58,NA,NA,185863,0.9,2
59,NA,NA,178145,0.9,2
60,138984,175103,NA,0.9,2
61,NA,NA,NA,0.9,2
62,NA,166034,NA,0.9,2
63,179086,193302,NA,0.9,2
64,174751,NA,188615,0.9,2
65,NA,162447,NA,0.9,2
66,NA,183574,NA,0.9,2
67,187856,150578,187631,0.9,2
68,NA,NA,NA,0.9,2
69,NA,186580,NA,0.9,2
70,NA,156920,NA,0.9,2
71,170782,152784,NA,0.9,2
72,NA,170226,199531,0.9,2
73,NA,192174,NA,0.9,2
74,NA,176971,NA,0.9,2
75,NA,180733,NA,0.9,2
76,23126,NA,NA,0.9,2
77,NA,112797,NA,0.9,2
78,193311,NA,NA,0.9,2
79,174725,175243,NA,0.9,2
80,NA,189408,185810,0.9,2
81,194867,NA,NA,0.9,2
82,192029,179266,NA,0.9,2
83,NA,NA,NA,0.9,2
84,NA,178493,NA,0.9,2
85,132102,178465,NA,0.9,2
86,129824,NA,NA,0.9,2
87,NA,178852,NA,0.9,2
88,NA,29841,NA,0.9,2
89,187481,NA,NA,0.9,2
90,167276,147490,82896,0.9,2
91,169668,176239,NA,0.9,2
92,127820,149541,NA,0.9,2
93,188051,172956,NA,0.9,2
94,NA,NA,NA,0.9,2
95,NA,181608,NA,0.9,2
96,NA,196109,NA,0.9,2
97,NA,185406,NA,0.9,2
98,123120,NA,NA,0.9,2
99,NA,180844,NA,0.9,2
100,190345,148135,NA,0.9,2
101,178311,NA,179749,0.9,2
102,195042,NA,195036,0.9,2
103,NA,150242,NA,0.9,2
104,114281,175019,NA,0.9,2
105,NA,NA,NA,0.9,2
106,NA,94127,NA,0.9,2
107,NA,NA,196570,0.9,2
108,179282,184883,NA,0.9,2
109,NA,195488,NA,0.9,2
110,NA,155322,NA,0.9,2
111,NA,163543,NA,0.9,2
112,NA,NA,NA,0.9,2
113,133118,168192,NA,0.9,2
114,NA,NA,NA,0.9,2
115,NA,183878,NA,0.9,2
116,NA,NA,179283,0.9,2
117,199780,193031,NA,0.9,2
118,NA,185732,185668,0.9,2
119,163032,138685,NA,0.9,2
120,NA,190180,NA,0.9,2
121,NA,172126,NA,0.9,2
122,NA,185214,NA,0.9,2
123,NA,178776,NA,0.9,2
124,NA,167212,NA,0.9,2
125,NA,163876,190236,0.9,2
126,176826,163167,NA,0.9,2
127,NA,192735,NA,0.9,2
128,194597,NA,NA,0.9,2
129,172423,92214,NA,0.9,2
130,NA,163388,NA,0.9,2
131,NA,183394,NA,0.9,2
132,193629,NA,192914,0.9,2
133,NA,NA,186134,0.9,2
134,NA,NA,NA,0.9,2
135,181982,NA,NA,0.9,2
136,106882,188625,NA,0.9,2
137,184241,193142,NA,0.9,2
138,183422,188798,NA,0.9,2
139,178247,126965,NA,0.9,2
140,NA,NA,NA,0.9,2
141,NA,192464,92563,0.9,2
142,NA,174808,NA,0.9,2
143,NA,171436,NA,0.9,2
144,NA,NA,NA,0.9,2
145,NA,NA,NA,0.9,2
146,187075,NA,NA,0.9,2
147,188580,163606,NA,0.9,2
148,NA,177470,NA,0.9,2
149,NA,193543,NA,0.9,2
150,198538,NA,NA,0.9,2
151,NA,NA,160240,0.9,2
152,NA,NA,195189,0.9,2
153,184928,161748,NA,0.9,2
154,NA,170555,NA,0.9,2
155,NA,113454,NA,0.9,2
156,181432,109316,NA,0.9,2
157,NA,164292,NA,0.9,2
158,177273,159915,NA,0.9,2
159,NA,153476,NA,0.9,2
160,NA,141383,NA,0.9,2
161,NA,193901,NA,0.9,2
162,176523,NA,NA,0.9,2
163,189050,NA,NA,0.9,2
164,NA,179662,NA,0.9,2
165,NA,NA,NA,0.9,2
166,NA,173889,NA,0.9,2
167,NA,193929,195088,0.9,2
168,NA,NA,181483,0.9,2
169,NA,119795,NA,0.9,2
170,NA,NA,189972,0.9,2
171,NA,NA,NA,0.9,2
172,NA,NA,NA,0.9,2
173,191661,NA,NA,0.9,2
174,NA,196935,180339,0.9,2
175,NA,182538,187545,0.9,2
176,NA,NA,NA,0.9,2
177,180436,NA,NA,0.9,2
178,NA,NA,NA,0.9,2
179,NA,173249,NA,0.9,2
180,175458,NA,NA,0.9,2
181,NA,164515,NA,0.9,2
182,NA,188290,194851,0.9,2
183,122883,NA,NA,0.9,2
184,NA,163695,NA,0.9,2
185,168824,184911,NA,0.9,2
186,NA,NA,NA,0.9,2
187,175885,197184,NA,0.9,2
188,168783,135957,NA,0.9,2
189,NA,NA,NA,0.9,2
190,180687,NA,NA,0.9,2
191,NA,136729,NA,0.9,2
192,159483,187193,79623,0.9,2
193,NA,NA,NA,0.9,2
194,NA,185924,NA,0.9,2
195,67786,NA,NA,0.9,2
196,NA,198254,NA,0.9,2
197,72001,NA,NA,0.9,2
198,NA,NA,NA,0.9,2
199,173889,NA,NA,0.9,2
200,NA,NA,NA,0.9,2
201,170865,NA,NA,0.9,2
202,NA,NA,NA,0.9,2
203,NA,188435,NA,0.9,2
204,198268,182546,180987,0.9,2
205,151425,183854,NA,0.9,2
206,NA,147490,NA,0.9,2
207,NA,NA,NA,0.9,2
208,193720,191355,NA,0.9,2
209,NA,190498,NA,0.9,2
210,NA,170077,NA,0.9,2
211,188923,182706,NA,0.9,2
212,NA,196151,NA,0.9,2
213,NA,192237,166497,0.9,2
214,NA,NA,NA,0.9,2
215,187119,173574,NA,0.9,2
216,NA,NA,NA,0.9,2
217,NA,85731,NA,0.9,2
218,158228,NA,NA,0.9,2
219,151599,NA,NA,0.9,2
220,NA,176899,NA,0.9,2
221,185777,152481,NA,0.9,2
222,NA,NA,NA,0.9,2
223,NA,187495,NA,0.9,2
224,162890,149372,NA,0.9,2
225,172571,172813,NA,0.9,2
226,NA,NA,NA,0.9,2
227,NA,183960,NA,0.9,2
228,199742,158080,NA,0.9,2
229,190859,164287,195769,0.9,2
230,NA,183554,NA,0.9,2
231,NA,179876,NA,0.9,2
232,NA,NA,82412,0.9,2
233,184843,178213,NA,0.9,2
234,163981,32903,NA,0.9,2
235,NA,175590,NA,0.9,2
236,NA,179037,NA,0.9,2
237,NA,165666,NA,0.9,2
238,NA,175594,NA,0.9,2
239,NA,NA,NA,0.9,2
240,NA,99300,199924,0.9,2
241,NA,182689,NA,0.9,2
242,197608,194999,NA,0.9,2
243,175137,98970,NA,0.9,2
244,187416,179912,NA,0.9,2
245,NA,170184,NA,0.9,2
246,NA,175883,196855,0.9,2
247,47630,93645,NA,0.9,2
248,NA,88946,NA,0.9,2
249,170199,177176,NA,0.9,2
250,NA,NA,NA,0.9,2
251,NA,176396,NA,0.9,2
252,NA,NA,NA,0.9,2
253,173496,182312,NA,0.9,2
254,NA,132823,192797,0.9,2
255,176810,187462,188070,0.9,2
256,187071,101230,NA,0.9,2
257,171389,NA,175786,0.9,2
258,NA,191455,NA,0.9,2
259,NA,141131,NA,0.9,2
260,176464,NA,NA,0.9,2
261,175720,174648,NA,0.9,2
262,176919,184592,NA,0.9,2
263,NA,161912,NA,0.9,2
264,181305,168198,NA,0.9,2
265,NA,159486,NA,0.9,2
266,NA,NA,NA,0.9,2
267,NA,192149,NA,0.9,2
268,143333,192898,NA,0.9,2
269,NA,153178,NA,0.9,2
270,NA,NA,NA,0.9,2
271,NA,178609,197609,0.9,2
272,101067,180702,NA,0.9,2
273,NA,104357,161434,0.9,2
274,186223,190242,NA,0.9,2
275,175832,NA,NA,0.9,2
276,NA,NA,NA,0.9,2
277,NA,NA,NA,0.9,2
278,NA,NA,NA,0.9,2
279,177167,178234,NA,0.9,2
280,199166,185048,NA,0.9,2
281,NA,NA,NA,0.9,2
282,199221,175403,184860,0.9,2
283,NA,NA,NA,0.9,2
284,NA,197529,NA,0.9,2
285,NA,184814,NA,0.9,2
286,NA,170489,NA,0.9,2
287,165794,180657,NA,0.9,2
288,NA,NA,NA,0.9,2
289,174457,184770,NA,0.9,2
290,NA,187920,NA,0.9,2
291,184622,110728,NA,0.9,2
292,192983,NA,NA,0.9,2
293,187442,NA,NA,0.9,2
294,NA,72116,NA,0.9,2
295,111015,184872,NA,0.9,2
296,NA,183512,NA,0.9,2
297,NA,193294,NA,0.9,2
298,NA,180351,NA,0.9,2
299,NA,131662,NA,0.9,2
300,54054,144963,170116,0.9,2
301,53022,187276,NA,0.9,2
302,NA,NA,187303,0.9,2
303,NA,185712,NA,0.9,2
304,NA,NA,186939,0.9,2
305,198992,188963,NA,0.9,2
306,141898,187500,NA,0.9,2
307,NA,124017,NA,0.9,2
308,NA,178558,NA,0.9,2
309,NA,92959,NA,0.9,2
310,NA,NA,NA,0.9,2
311,NA,140180,194463,0.9,2
312,174897,198875,NA,0.9,2
313,NA,NA,187299,0.9,2
314,NA,170354,182918,0.9,2
315,NA,NA,171286,0.9,2
316,NA,NA,NA,0.9,2
317,190241,NA,NA,0.9,2
318,79793,163975,NA,0.9,2
319,NA,167648,NA,0.9,2
320,NA,180025,198082,0.9,2
321,20604,154477,192042,0.9,2
322,NA,NA,185383,0.9,2
323,NA,NA,NA,0.9,2
324,NA,160904,NA,0.9,2
325,190574,NA,NA,0.9,2
326,198484,198743,NA,0.9,2
327,NA,NA,199125,0.9,2
328,193601,176030,NA,0.9,2
329,NA,168898,NA,0.9,2
330,197383,147915,NA,0.9,2
331,178217,NA,NA,0.9,2
332,NA,186598,NA,0.9,2
333,NA,177749,NA,0.9,2
334,NA,NA,NA,0.9,2
335,NA,187818,NA,0.9,2
336,NA,NA,NA,0.9,2
337,52525,181056,172178,0.9,2
338,198491,190620,NA,0.9,2
339,NA,NA,NA,0.9,2
340,NA,NA,NA,0.9,2
341,184149,194304,NA,0.9,2
342,NA,179318,NA,0.9,2
343,NA,NA,NA,0.9,2
344,NA,82006,NA,0.9,2
345,NA,186311,NA,0.9,2
346,172862,162485,NA,0.9,2
347,72877,164907,NA,0.9,2
348,188910,NA,189230,0.9,2
349,NA,193201,NA,0.9,2
350,NA,177184,NA,0.9,2
351,NA,NA,NA,0.9,2
352,192361,NA,NA,0.9,2
353,NA,114931,NA,0.9,2
354,196107,187249,NA,0.9,2
355,110373,NA,160903,0.9,2
356,65040,NA,NA,0.9,2
357,NA,173936,NA,0.9,2
358,91144,171186,NA,0.9,2
359,NA,191176,NA,0.9,2
360,195191,NA,NA,0.9,2
361,NA,NA,NA,0.9,2
362,NA,101201,NA,0.9,2
363,NA,NA,NA,0.9,2
364,184944,NA,NA,0.9,2
365,162079,144643,NA,0.9,2
366,194068,55954,172639,0.9,2
367,NA,186336,NA,0.9,2
368,151334,NA,NA,0.9,2
369,194918,198973,NA,0.9,2
370,187103,166857,NA,0.9,2
371,119572,NA,NA,0.9,2
372,NA,148967,NA,0.9,2
373,NA,NA,NA,0.9,2
374,NA,NA,NA,0.9,2
375,162969,175213,NA,0.9,2
376,65292,146913,NA,0.9,2
377,NA,NA,NA,0.9,2
378,162621,NA,NA,0.9,2
379,NA,177670,NA,0.9,2
380,NA,NA,NA,0.9,2
381,174033,NA,NA,0.9,2
382,NA,NA,NA,0.9,2
383,33022,199158,193105,0.9,2
384,NA,NA,NA,0.9,2
385,NA,179442,NA,0.9,2
386,190182,186777,NA,0.9,2
387,NA,181562,NA,0.9,2
388,NA,150665,NA,0.9,2
389,NA,182599,NA,0.9,2
390,187643,179811,NA,0.9,2
391,NA,177906,185988,0.9,2
392,NA,174995,NA,0.9,2
393,NA,177038,NA,0.9,2
394,171643,171882,NA,0.9,2
395,NA,NA,NA,0.9,2
396,176094,NA,NA,0.9,2
397,72008,179730,182709,0.9,2
398,NA,NA,NA,0.9,2
399,51578,157962,NA,0.9,2
400,NA,NA,NA,0.9,2
401,183082,184441,NA,0.9,2
402,170740,NA,192404,0.9,2
403,NA,NA,NA,0.9,2
404,NA,NA,NA,0.9,2
405,NA,177669,NA,0.9,2
406,180658,176063,NA,0.9,2
407,146354,180785,NA,0.9,2
408,NA,109954,NA,0.9,2
409,190485,177919,NA,0.9,2
410,NA,160099,NA,0.9,2
411,NA,NA,NA,0.9,2
412,NA,NA,NA,0.9,2
413,190697,NA,NA,0.9,2
414,171568,NA,NA,0.9,2
415,132698,187661,NA,0.9,2
416,NA,176905,NA,0.9,2
417,NA,182418,NA,0.9,2
418,174458,180111,NA,0.9,2
419,NA,180571,NA,0.9,2
420,NA,NA,NA,0.9,2
421,NA,NA,NA,0.9,2
422,189518,25248,NA,0.9,2
423,NA,186108,NA,0.9,2
424,170030,NA,NA,0.9,2
425,NA,NA,NA,0.9,2
426,NA,NA,NA,0.9,2
427,NA,82242,NA,0.9,2
428,NA,185931,NA,0.9,2
429,187556,NA,NA,0.9,2
430,NA,NA,NA,0.9,2
431,NA,188260,NA,0.9,2
432,187927,126748,101729,0.9,2
433,176822,174029,NA,0.9,2
434,NA,185612,NA,0.9,2
435,NA,188846,NA,0.9,2
436,NA,182288,NA,0.9,2
437,NA,184434,NA,0.9,2
438,181312,NA,NA,0.9,2
439,NA,174786,NA,0.9,2
440,NA,NA,NA,0.9,2
441,NA,172267,39116,0.9,2
442,97150,171994,NA,0.9,2
443,97259,164839,NA,0.9,2
444,195176,NA,NA,0.9,2
445,NA,167969,NA,0.9,2
446,NA,180789,NA,0.9,2
447,NA,NA,NA,0.9,2
448,NA,132737,NA,0.9,2
449,165633,153344,NA,0.9,2
450,195919,167672,185840,0.9,2
451,NA,197560,NA,0.9,2
452,NA,198883,193531,0.9,2
453,195638,172885,NA,0.9,2
454,172321,185596,183675,0.9,2
455,NA,172058,NA,0.9,2
456,NA,184953,NA,0.9,2
457,NA,193850,199919,0.9,2
458,NA,131629,NA,0.9,2
459,NA,91096,192373,0.9,2
460,181176,179587,NA,0.9,2
461,NA,100530,180621,0.9,2
462,NA,172469,NA,0.9,2
463,NA,NA,NA,0.9,2
464,NA,197489,NA,0.9,2
465,164461,175059,NA,0.9,2
466,159824,177977,186796,0.9,2
467,176834,NA,NA,0.9,2
468,NA,NA,NA,0.9,2
469,182338,58693,NA,0.9,2
470,NA,NA,NA,0.9,2
471,174914,NA,NA,0.9,2
472,195246,NA,NA,0.9,2
473,NA,188756,NA,0.9,2
474,158932,NA,NA,0.9,2
475,NA,NA,NA,0.9,2
476,NA,NA,NA,0.9,2
477,NA,180773,NA,0.9,2
478,NA,166158,NA,0.9,2
479,NA,NA,NA,0.9,2
480,NA,194157,NA,0.9,2
481,NA,NA,NA,0.9,2
482,NA,173845,48842,0.9,2
483,175024,NA,NA,0.9,2
484,174607,NA,NA,0.9,2
485,NA,142618,NA,0.9,2
486,145573,168222,NA,0.9,2
487,NA,NA,197534,0.9,2
488,NA,194367,NA,0.9,2
489,195975,187672,NA,0.9,2
490,NA,198662,NA,0.9,2
491,NA,169110,NA,0.9,2
492,NA,128213,NA,0.9,2
493,NA,198167,NA,0.9,2
494,179746,NA,NA,0.9,2
495,NA,178545,189012,0.9,2
496,144320,192520,NA,0.9,2
497,195526,NA,NA,0.9,2
498,180900,129702,NA,0.9,2
499,188540,159661,NA,0.9,2
500,NA,199241,NA,0.9,2
