"sim","N_stable","N_inc","N_dec","lambda","base_col"
1,2,112,17,0.5,0
2,46,2,2,0.5,0
3,2,2,142,0.5,0
4,2,146,14,0.5,0
5,144,2,2,0.5,0
6,104,2,108,0.5,0
7,2,120,2,0.5,0
8,149,2,2,0.5,0
9,100,2,2,0.5,0
10,76,162,126,0.5,0
11,68,2,208,0.5,0
12,2,2,2,0.5,0
13,40,46,4,0.5,0
14,2,188,78,0.5,0
15,146,2,2,0.5,0
16,2,152,48,0.5,0
17,2,2,2,0.5,0
18,20,2,41,0.5,0
19,138,134,144,0.5,0
20,2,40,8,0.5,0
21,2,2,23,0.5,0
22,2,22,2,0.5,0
23,2,2,2,0.5,0
24,2,2,10,0.5,0
25,172,2,74,0.5,0
26,2,2,2,0.5,0
27,2,4,2,0.5,0
28,80,2,174,0.5,0
29,2,160,86,0.5,0
30,46,24,2,0.5,0
31,2,2,2,0.5,0
32,2,126,2,0.5,0
33,2,160,2,0.5,0
34,2,2,2,0.5,0
35,2,128,138,0.5,0
36,42,151,172,0.5,0
37,2,40,2,0.5,0
38,98,24,2,0.5,0
39,142,158,2,0.5,0
40,196,2,14,0.5,0
41,2,2,2,0.5,0
42,100,2,56,0.5,0
43,2,2,2,0.5,0
44,94,2,62,0.5,0
45,70,2,2,0.5,0
46,146,26,2,0.5,0
47,2,162,2,0.5,0
48,2,66,2,0.5,0
49,2,30,2,0.5,0
50,2,118,2,0.5,0
51,113,2,2,0.5,0
52,2,2,2,0.5,0
53,166,2,4,0.5,0
54,132,2,160,0.5,0
55,2,2,2,0.5,0
56,2,2,2,0.5,0
57,159,2,112,0.5,0
58,2,2,2,0.5,0
59,4,204,2,0.5,0
60,2,2,2,0.5,0
61,2,2,2,0.5,0
62,2,2,2,0.5,0
63,2,2,2,0.5,0
64,112,2,2,0.5,0
65,2,2,2,0.5,0
66,2,2,2,0.5,0
67,46,154,2,0.5,0
68,2,108,234,0.5,0
69,2,2,50,0.5,0
70,112,2,10,0.5,0
71,110,2,2,0.5,0
72,64,46,18,0.5,0
73,2,112,238,0.5,0
74,132,2,34,0.5,0
75,146,38,56,0.5,0
76,128,126,2,0.5,0
77,148,84,2,0.5,0
78,2,2,2,0.5,0
79,2,2,2,0.5,0
80,2,2,4,0.5,0
81,2,2,71,0.5,0
82,2,164,15,0.5,0
83,2,2,2,0.5,0
84,60,2,11,0.5,0
85,2,154,2,0.5,0
86,58,2,2,0.5,0
87,2,96,3,0.5,0
88,3,174,2,0.5,0
89,134,2,2,0.5,0
90,NA,2,2,0.5,0
91,2,3,2,0.5,0
92,2,2,2,0.5,0
93,2,153,2,0.5,0
94,2,2,2,0.5,0
95,8,2,2,0.5,0
96,52,2,162,0.5,0
97,166,2,3,0.5,0
98,2,132,2,0.5,0
99,2,116,2,0.5,0
100,2,92,6,0.5,0
101,2,144,216,0.5,0
102,62,92,2,0.5,0
103,2,122,142,0.5,0
104,152,130,2,0.5,0
105,56,124,3,0.5,0
106,162,2,2,0.5,0
107,2,2,2,0.5,0
108,92,2,2,0.5,0
109,2,2,2,0.5,0
110,118,2,2,0.5,0
111,160,82,2,0.5,0
112,39,2,5,0.5,0
113,2,2,5,0.5,0
114,2,113,9,0.5,0
115,2,122,2,0.5,0
116,128,170,4,0.5,0
117,2,73,2,0.5,0
118,72,3,138,0.5,0
119,2,2,3,0.5,0
120,90,15,2,0.5,0
121,2,2,2,0.5,0
122,2,2,2,0.5,0
123,52,30,2,0.5,0
124,2,2,140,0.5,0
125,108,2,46,0.5,0
126,2,118,120,0.5,0
127,2,2,2,0.5,0
128,4,2,28,0.5,0
129,2,42,178,0.5,0
130,126,2,150,0.5,0
131,14,2,13,0.5,0
132,2,2,2,0.5,0
133,2,94,2,0.5,0
134,20,2,2,0.5,0
135,2,2,2,0.5,0
136,2,2,2,0.5,0
137,2,78,3,0.5,0
138,68,91,162,0.5,0
139,2,12,2,0.5,0
140,2,126,2,0.5,0
141,2,2,2,0.5,0
142,2,2,2,0.5,0
143,2,2,182,0.5,0
144,2,2,2,0.5,0
145,176,50,2,0.5,0
146,2,2,2,0.5,0
147,2,2,2,0.5,0
148,2,16,13,0.5,0
149,2,2,160,0.5,0
150,2,62,56,0.5,0
151,2,10,58,0.5,0
152,2,2,2,0.5,0
153,2,2,2,0.5,0
154,116,2,48,0.5,0
155,2,2,9,0.5,0
156,80,2,94,0.5,0
157,144,194,2,0.5,0
158,100,2,110,0.5,0
159,2,70,2,0.5,0
160,8,2,2,0.5,0
161,58,2,140,0.5,0
162,148,2,2,0.5,0
163,4,2,2,0.5,0
164,124,192,134,0.5,0
165,2,2,72,0.5,0
166,140,2,2,0.5,0
167,148,2,2,0.5,0
168,2,2,138,0.5,0
169,148,46,162,0.5,0
170,2,2,146,0.5,0
171,2,2,200,0.5,0
172,4,2,2,0.5,0
173,2,2,2,0.5,0
174,2,138,2,0.5,0
175,2,2,2,0.5,0
176,2,2,4,0.5,0
177,175,2,2,0.5,0
178,106,4,216,0.5,0
179,150,2,13,0.5,0
180,2,2,2,0.5,0
181,2,2,2,0.5,0
182,2,24,2,0.5,0
183,2,2,15,0.5,0
184,106,86,2,0.5,0
185,2,70,2,0.5,0
186,2,2,12,0.5,0
187,2,2,172,0.5,0
188,34,134,2,0.5,0
189,2,36,2,0.5,0
190,122,2,2,0.5,0
191,92,2,2,0.5,0
192,134,4,168,0.5,0
193,2,2,150,0.5,0
194,206,2,2,0.5,0
195,2,74,2,0.5,0
196,2,2,2,0.5,0
197,3,117,2,0.5,0
198,2,2,2,0.5,0
199,22,118,2,0.5,0
200,2,2,29,0.5,0
201,2,3,2,0.5,0
202,118,192,182,0.5,0
203,2,144,2,0.5,0
204,2,96,2,0.5,0
205,2,2,2,0.5,0
206,2,2,44,0.5,0
207,4,156,122,0.5,0
208,121431,156,2,0.5,0
209,2,68,2,0.5,0
210,18,2,8,0.5,0
211,2,2,2,0.5,0
212,2,2,2,0.5,0
213,2,2,2,0.5,0
214,144,2,3,0.5,0
215,2,2,2,0.5,0
216,100,2,2,0.5,0
217,2,132,12,0.5,0
218,114,40,14,0.5,0
219,2,138,2,0.5,0
220,180,92,12,0.5,0
221,152,168,208,0.5,0
222,60,2,145,0.5,0
223,2,2,174,0.5,0
224,2,2,2,0.5,0
225,5,3,2,0.5,0
226,2,136,2,0.5,0
227,40,100,2,0.5,0
228,120,180,236,0.5,0
229,182,2,2,0.5,0
230,2,146,2,0.5,0
231,164,2,2,0.5,0
232,2,58,2,0.5,0
233,92,2,2,0.5,0
234,2,46,2,0.5,0
235,2,2,2,0.5,0
236,2,2,3,0.5,0
237,2,2,2,0.5,0
238,136,40,74,0.5,0
239,2,40,12,0.5,0
240,85,174,12,0.5,0
241,2,2,162,0.5,0
242,92,12,276,0.5,0
243,2,2,42,0.5,0
244,2,2,173,0.5,0
245,2,2,74,0.5,0
246,2,154,2,0.5,0
247,2,2,2,0.5,0
248,66,2,2,0.5,0
249,2,200,2,0.5,0
250,2,136,2,0.5,0
251,182,2,6,0.5,0
252,2,2,2,0.5,0
253,130,2,2,0.5,0
254,2,2,2,0.5,0
255,8,2,2,0.5,0
256,60,2,78,0.5,0
257,2,138,2,0.5,0
258,60,26,2,0.5,0
259,2,2,6,0.5,0
260,2,2,2,0.5,0
261,2,2,2,0.5,0
262,2,134,13,0.5,0
263,132,2,2,0.5,0
264,2,2,174,0.5,0
265,118,2,2,0.5,0
266,220,146,2,0.5,0
267,2,80,2,0.5,0
268,2,2,2,0.5,0
269,2,2,2,0.5,0
270,30,88,2,0.5,0
271,2,2,2,0.5,0
272,2,2,2,0.5,0
273,14,124,202,0.5,0
274,2,2,2,0.5,0
275,2,60,2,0.5,0
276,2,2,172,0.5,0
277,2,2,32,0.5,0
278,106,2,4,0.5,0
279,2,148,2,0.5,0
280,114,2,232,0.5,0
281,74,18,136,0.5,0
282,2,2,6,0.5,0
283,2,10,2,0.5,0
284,2,2,174,0.5,0
285,2,2,2,0.5,0
286,2,50,74,0.5,0
287,152,12,100,0.5,0
288,2,2,3,0.5,0
289,2,34,2,0.5,0
290,2,30,2,0.5,0
291,157612,150,2,0.5,0
292,162,2,2,0.5,0
293,128,154,2,0.5,0
294,2,2,170,0.5,0
295,2,64,2,0.5,0
296,150,222,2,0.5,0
297,2,2,100,0.5,0
298,2,2,332,0.5,0
299,2,82,2,0.5,0
300,2,2,176,0.5,0
301,2,2,152,0.5,0
302,94,38,196,0.5,0
303,112,104,2,0.5,0
304,288,54,2,0.5,0
305,40,2,3,0.5,0
306,2,36,126,0.5,0
307,2,120,3,0.5,0
308,2,2,16,0.5,0
309,2,2,186,0.5,0
310,206,184,5,0.5,0
311,2,2,2,0.5,0
312,2,68,2,0.5,0
313,28,2,2,0.5,0
314,2,2,2,0.5,0
315,2,2,2,0.5,0
316,2,2,2,0.5,0
317,2,2,184,0.5,0
318,2,2,88,0.5,0
319,114,2,208,0.5,0
320,236,92,159,0.5,0
321,182,2,2,0.5,0
322,166,2,2,0.5,0
323,2,2,2,0.5,0
324,2,2,2,0.5,0
325,2,42,7,0.5,0
326,2,64,2,0.5,0
327,66,2,2,0.5,0
328,2,2,2,0.5,0
329,2,154,2,0.5,0
330,4,196,2,0.5,0
331,2,6,2,0.5,0
332,2,2,2,0.5,0
333,146,128,2,0.5,0
334,118,2,2,0.5,0
335,158,122,2,0.5,0
336,152,2,2,0.5,0
337,28,2,280,0.5,0
338,76,2,2,0.5,0
339,172,2,4,0.5,0
340,132,2,202,0.5,0
341,2,2,2,0.5,0
342,2,34,2,0.5,0
343,2,18,2,0.5,0
344,2,2,2,0.5,0
345,2,2,2,0.5,0
346,2,2,2,0.5,0
347,2,2,30,0.5,0
348,2,2,3,0.5,0
349,150,12,2,0.5,0
350,2,2,134,0.5,0
351,2,2,2,0.5,0
352,130,34,2,0.5,0
353,170,182,2,0.5,0
354,NA,2,18,0.5,0
355,2,132,2,0.5,0
356,2,134,2,0.5,0
357,2,43,2,0.5,0
358,2,2,102,0.5,0
359,138,2,2,0.5,0
360,2,2,2,0.5,0
361,2,2,2,0.5,0
362,2,2,2,0.5,0
363,2,88,166,0.5,0
364,2,2,2,0.5,0
365,10,2,2,0.5,0
366,2,56,4,0.5,0
367,2,2,2,0.5,0
368,106,70,80,0.5,0
369,2,2,4,0.5,0
370,2,2,2,0.5,0
371,28,2,2,0.5,0
372,58,2,2,0.5,0
373,2,88,19,0.5,0
374,2,2,2,0.5,0
375,2,36,164,0.5,0
376,170,2,2,0.5,0
377,176,166,2,0.5,0
378,28,2,2,0.5,0
379,2,15,3,0.5,0
380,2,2,92,0.5,0
381,8,2,4,0.5,0
382,162,2,184,0.5,0
383,2,2,2,0.5,0
384,128,80,156,0.5,0
385,2,158,2,0.5,0
386,2,2,2,0.5,0
387,2,2,3,0.5,0
388,210,2,2,0.5,0
389,120,8,2,0.5,0
390,122,30,2,0.5,0
391,2,6,68,0.5,0
392,2,2,3,0.5,0
393,119,2,204,0.5,0
394,2,118,26,0.5,0
395,36,80,2,0.5,0
396,154,6,3,0.5,0
397,104,2,52,0.5,0
398,2,100,37,0.5,0
399,2,2,2,0.5,0
400,2,150,2,0.5,0
401,10,2,74,0.5,0
402,102,2,2,0.5,0
403,2,2,198,0.5,0
404,2,180,32,0.5,0
405,110,56,264,0.5,0
406,2,160,76,0.5,0
407,2,238,2,0.5,0
408,2,162,2,0.5,0
409,2,2,2,0.5,0
410,132,108,2,0.5,0
411,2,40,20,0.5,0
412,2,2,2,0.5,0
413,2,2,2,0.5,0
414,140,200,2,0.5,0
415,2,2,2,0.5,0
416,166,2,46,0.5,0
417,134,2,2,0.5,0
418,2,2,2,0.5,0
419,126,3,2,0.5,0
420,100,2,2,0.5,0
421,138,2,2,0.5,0
422,2,35,3,0.5,0
423,2,2,2,0.5,0
424,32,2,2,0.5,0
425,35,2,60,0.5,0
426,2,96,17,0.5,0
427,2,136,68,0.5,0
428,70,80,2,0.5,0
429,2,2,2,0.5,0
430,156,2,2,0.5,0
431,26,2,2,0.5,0
432,146,81,2,0.5,0
433,2,146,3,0.5,0
434,142,40,2,0.5,0
435,2,134,2,0.5,0
436,2,2,3,0.5,0
437,2,112,78,0.5,0
438,2,160,112,0.5,0
439,16,358,2,0.5,0
440,65,10,2,0.5,0
441,2,2,194,0.5,0
442,2,2,2,0.5,0
443,2,2,2,0.5,0
444,2,2,2,0.5,0
445,2,2,206,0.5,0
446,12,2,2,0.5,0
447,70,2,2,0.5,0
448,110,2,2,0.5,0
449,208,2,70,0.5,0
450,2,112,2,0.5,0
451,2,2,2,0.5,0
452,2,2,2,0.5,0
453,110,2,46,0.5,0
454,274,2,2,0.5,0
455,2,2,2,0.5,0
456,30,32,2,0.5,0
457,2,48,2,0.5,0
458,2,64,2,0.5,0
459,2,120,2,0.5,0
460,2,192,2,0.5,0
461,2,94,5,0.5,0
462,128,2,170,0.5,0
463,132,2,2,0.5,0
464,2,2,2,0.5,0
465,2,2,2,0.5,0
466,2,64,258,0.5,0
467,2,2,2,0.5,0
468,186,2,200,0.5,0
469,20,38,2,0.5,0
470,16,2,2,0.5,0
471,2,2,2,0.5,0
472,2,2,108,0.5,0
473,175,2,2,0.5,0
474,2,128,2,0.5,0
475,2,2,2,0.5,0
476,2,2,32,0.5,0
477,2,2,2,0.5,0
478,78,2,2,0.5,0
479,160,136,162,0.5,0
480,96,2,12,0.5,0
481,110,130,2,0.5,0
482,2,122,2,0.5,0
483,40,2,2,0.5,0
484,43,2,2,0.5,0
485,2,2,2,0.5,0
486,8,142,200,0.5,0
487,180,2,3,0.5,0
488,18,130,2,0.5,0
489,196,2,2,0.5,0
490,2,2,124,0.5,0
491,2,2,5,0.5,0
492,2,78,2,0.5,0
493,90,138,170,0.5,0
494,2,62,138,0.5,0
495,2,2,184,0.5,0
496,112,142,139,0.5,0
497,2,168,2,0.5,0
498,78,2,5,0.5,0
499,2,2,14,0.5,0
500,2,2,2,0.5,0
