"sim","N_stable","N_inc","N_dec","lambda","base_col"
1,NA,116457,NA,0.5,1.9
2,180087,169565,NA,0.5,1.9
3,185767,179826,NA,0.5,1.9
4,NA,167469,NA,0.5,1.9
5,181651,130493,NA,0.5,1.9
6,185312,NA,194608,0.5,1.9
7,NA,188367,NA,0.5,1.9
8,NA,122254,NA,0.5,1.9
9,NA,184308,198935,0.5,1.9
10,NA,180935,NA,0.5,1.9
11,NA,180132,NA,0.5,1.9
12,NA,NA,44690,0.5,1.9
13,NA,189840,NA,0.5,1.9
14,NA,175228,NA,0.5,1.9
15,62071,176346,NA,0.5,1.9
16,NA,NA,NA,0.5,1.9
17,NA,NA,147246,0.5,1.9
18,NA,NA,NA,0.5,1.9
19,NA,182671,NA,0.5,1.9
20,180949,180812,NA,0.5,1.9
21,NA,NA,NA,0.5,1.9
22,NA,NA,197927,0.5,1.9
23,197137,158077,NA,0.5,1.9
24,186579,NA,NA,0.5,1.9
25,188279,137293,NA,0.5,1.9
26,81942,NA,NA,0.5,1.9
27,173821,177810,NA,0.5,1.9
28,NA,NA,183551,0.5,1.9
29,141359,185357,170866,0.5,1.9
30,141357,158378,NA,0.5,1.9
31,170228,NA,NA,0.5,1.9
32,185235,NA,NA,0.5,1.9
33,NA,NA,NA,0.5,1.9
34,191090,43257,NA,0.5,1.9
35,NA,NA,40788,0.5,1.9
36,160742,NA,NA,0.5,1.9
37,120544,196956,NA,0.5,1.9
38,NA,152408,NA,0.5,1.9
39,188250,NA,NA,0.5,1.9
40,113708,192723,65635,0.5,1.9
41,178838,189254,199648,0.5,1.9
42,174198,189214,NA,0.5,1.9
43,163275,185118,NA,0.5,1.9
44,179003,182753,196673,0.5,1.9
45,15819,186455,191929,0.5,1.9
46,NA,NA,NA,0.5,1.9
47,179624,NA,NA,0.5,1.9
48,184068,186758,NA,0.5,1.9
49,33374,185346,NA,0.5,1.9
50,183196,159480,184067,0.5,1.9
51,62432,NA,NA,0.5,1.9
52,NA,172790,NA,0.5,1.9
53,49332,160351,NA,0.5,1.9
54,NA,142201,NA,0.5,1.9
55,NA,187655,NA,0.5,1.9
56,NA,185497,NA,0.5,1.9
57,139409,197491,NA,0.5,1.9
58,NA,181443,NA,0.5,1.9
59,NA,152673,138175,0.5,1.9
60,161036,NA,165411,0.5,1.9
61,171177,106186,190384,0.5,1.9
62,153157,171268,191671,0.5,1.9
63,165999,NA,NA,0.5,1.9
64,156135,NA,NA,0.5,1.9
65,108205,NA,94146,0.5,1.9
66,191395,NA,133475,0.5,1.9
67,NA,105782,NA,0.5,1.9
68,66568,95731,166954,0.5,1.9
69,181733,170817,NA,0.5,1.9
70,43729,175031,NA,0.5,1.9
71,173714,178316,48449,0.5,1.9
72,NA,NA,NA,0.5,1.9
73,NA,162828,NA,0.5,1.9
74,NA,189139,NA,0.5,1.9
75,NA,189813,NA,0.5,1.9
76,NA,178258,NA,0.5,1.9
77,190109,106202,NA,0.5,1.9
78,NA,58967,195500,0.5,1.9
79,NA,81718,NA,0.5,1.9
80,NA,NA,NA,0.5,1.9
81,182226,NA,NA,0.5,1.9
82,42877,151720,133763,0.5,1.9
83,NA,189245,NA,0.5,1.9
