"sim","N_stable","N_inc","N_dec","lambda","base_col"
1,4763,94231,82379,0.1,1.2
2,747,1536,46417,0.1,1.2
3,6532,604,111899,0.1,1.2
4,507,116433,86295,0.1,1.2
5,3593,160062,16676,0.1,1.2
6,1068,170487,16789,0.1,1.2
7,2073,112105,140789,0.1,1.2
8,85092,24614,101858,0.1,1.2
9,73901,1179,7234,0.1,1.2
10,91168,8081,152539,0.1,1.2
11,150768,126625,120819,0.1,1.2
12,48050,24281,110033,0.1,1.2
13,17568,140708,4452,0.1,1.2
14,139330,136599,42572,0.1,1.2
15,125528,80474,4229,0.1,1.2
16,22983,168976,51966,0.1,1.2
17,3841,55738,19270,0.1,1.2
18,3134,166788,31497,0.1,1.2
19,2367,3203,704,0.1,1.2
20,34474,100384,5944,0.1,1.2
21,2570,131589,7256,0.1,1.2
22,52117,1404,20559,0.1,1.2
23,7939,127412,63851,0.1,1.2
24,6603,172185,69010,0.1,1.2
25,28817,578,2233,0.1,1.2
26,145395,13172,110901,0.1,1.2
27,25371,140186,23487,0.1,1.2
28,102429,167996,13656,0.1,1.2
29,55135,6228,70838,0.1,1.2
30,118863,110793,20079,0.1,1.2
31,131543,62364,56377,0.1,1.2
32,22041,42048,18872,0.1,1.2
33,23402,66786,51209,0.1,1.2
34,106602,65864,150102,0.1,1.2
35,9579,20100,74700,0.1,1.2
36,18487,2125,10902,0.1,1.2
37,95037,42185,11211,0.1,1.2
38,146707,124382,53346,0.1,1.2
39,61771,8353,44560,0.1,1.2
40,1274,42001,82806,0.1,1.2
41,6278,27779,3617,0.1,1.2
42,1332,91294,40268,0.1,1.2
43,101117,69752,4435,0.1,1.2
44,27388,97877,155999,0.1,1.2
45,116759,55242,3531,0.1,1.2
46,6842,4377,109781,0.1,1.2
47,140690,935,120784,0.1,1.2
48,27185,1216,172708,0.1,1.2
49,136839,70218,124264,0.1,1.2
50,6290,4310,150055,0.1,1.2
51,14042,3123,7901,0.1,1.2
52,11176,114022,3088,0.1,1.2
53,20506,16343,125881,0.1,1.2
54,135930,159327,50504,0.1,1.2
55,118703,50153,91393,0.1,1.2
56,15957,112966,54824,0.1,1.2
57,70396,101452,37597,0.1,1.2
58,8830,11705,38692,0.1,1.2
59,11639,50453,119171,0.1,1.2
60,110611,100826,85168,0.1,1.2
61,78498,49747,98768,0.1,1.2
62,102845,90094,4286,0.1,1.2
63,56309,151476,67188,0.1,1.2
64,15040,44096,51414,0.1,1.2
65,120175,138899,16804,0.1,1.2
66,52219,70726,37813,0.1,1.2
67,90460,2668,84581,0.1,1.2
68,20477,106492,74695,0.1,1.2
69,53231,131621,71960,0.1,1.2
70,121809,86121,35523,0.1,1.2
71,1295,157269,15756,0.1,1.2
72,1702,124770,10032,0.1,1.2
73,151755,51618,7205,0.1,1.2
74,46353,168211,29061,0.1,1.2
75,913,113678,65547,0.1,1.2
76,540,1188,130665,0.1,1.2
77,14098,38027,10582,0.1,1.2
78,122473,1020,87622,0.1,1.2
79,2140,125272,141260,0.1,1.2
80,151686,940,32843,0.1,1.2
81,825,178221,91258,0.1,1.2
82,10281,19132,106876,0.1,1.2
83,6611,36790,78183,0.1,1.2
84,103508,117230,131878,0.1,1.2
85,10212,84612,2639,0.1,1.2
86,6239,719,43248,0.1,1.2
87,14734,3347,121970,0.1,1.2
88,140088,629,87583,0.1,1.2
89,50214,1707,22810,0.1,1.2
90,60774,114537,113928,0.1,1.2
91,13970,9824,135268,0.1,1.2
92,132877,147580,7412,0.1,1.2
93,1073,66126,11138,0.1,1.2
94,61909,18269,142931,0.1,1.2
95,103835,2388,6181,0.1,1.2
96,90682,86814,20182,0.1,1.2
97,6460,145741,85431,0.1,1.2
98,2801,12241,6736,0.1,1.2
99,5760,21953,122806,0.1,1.2
100,111852,10317,32714,0.1,1.2
101,32380,18132,132603,0.1,1.2
102,70940,72019,45209,0.1,1.2
103,42125,32491,31341,0.1,1.2
104,62850,20101,18639,0.1,1.2
105,3205,80369,128266,0.1,1.2
106,144402,13142,833,0.1,1.2
107,3401,62087,4818,0.1,1.2
108,22739,50785,170093,0.1,1.2
109,6217,904,67115,0.1,1.2
110,722,26228,2753,0.1,1.2
111,144887,23194,36353,0.1,1.2
112,11036,6305,130717,0.1,1.2
113,NA,3564,126932,0.1,1.2
114,25398,124306,52380,0.1,1.2
115,15842,81437,16441,0.1,1.2
116,4299,4346,7046,0.1,1.2
117,132147,30180,123790,0.1,1.2
118,2816,89692,115099,0.1,1.2
119,105584,81945,3843,0.1,1.2
120,55643,146538,10697,0.1,1.2
121,66419,122580,3670,0.1,1.2
122,86278,77118,8186,0.1,1.2
123,61189,151242,23627,0.1,1.2
124,20561,160286,8820,0.1,1.2
125,2394,170195,66936,0.1,1.2
126,4312,69178,41738,0.1,1.2
127,6891,10756,14237,0.1,1.2
128,30503,47257,61065,0.1,1.2
129,111046,20377,11290,0.1,1.2
130,41129,119677,7590,0.1,1.2
131,5195,129603,132046,0.1,1.2
132,62418,144748,145491,0.1,1.2
133,130432,90110,7524,0.1,1.2
134,10672,104005,153820,0.1,1.2
135,1370,108882,20769,0.1,1.2
136,616,2182,4938,0.1,1.2
137,51149,83559,140255,0.1,1.2
138,75072,1203,20757,0.1,1.2
139,123901,2441,31613,0.1,1.2
140,6358,54845,940,0.1,1.2
141,101127,116793,81100,0.1,1.2
142,1430,101591,71266,0.1,1.2
143,552,1573,140272,0.1,1.2
144,166862,9758,15195,0.1,1.2
145,11050,18180,6169,0.1,1.2
146,11716,122779,24403,0.1,1.2
147,31616,62831,105944,0.1,1.2
148,151120,9703,170992,0.1,1.2
149,21418,31808,19796,0.1,1.2
150,57546,53834,5276,0.1,1.2
151,7410,130633,38818,0.1,1.2
152,25315,56839,143444,0.1,1.2
153,2580,35261,41651,0.1,1.2
154,11208,2958,168116,0.1,1.2
155,2686,82888,2644,0.1,1.2
156,74937,42318,92039,0.1,1.2
157,77701,9938,89900,0.1,1.2
158,22987,123290,37714,0.1,1.2
159,10938,26976,174256,0.1,1.2
160,60201,1955,67144,0.1,1.2
161,4351,83609,3440,0.1,1.2
162,58735,1844,NA,0.1,1.2
163,150771,168158,42481,0.1,1.2
164,1266,83834,142500,0.1,1.2
165,154885,12016,7213,0.1,1.2
166,5995,6602,9843,0.1,1.2
167,110518,148331,155808,0.1,1.2
168,46400,1836,6849,0.1,1.2
169,51372,12443,510,0.1,1.2
170,96480,48569,8275,0.1,1.2
171,16406,152801,6936,0.1,1.2
172,48285,19444,119131,0.1,1.2
173,95191,NA,1029,0.1,1.2
174,16639,70791,141264,0.1,1.2
175,31204,163798,74665,0.1,1.2
176,160278,1577,72557,0.1,1.2
177,103169,110625,70571,0.1,1.2
178,8875,113375,3845,0.1,1.2
179,100692,24414,120094,0.1,1.2
180,824,67396,16419,0.1,1.2
181,38232,168346,16399,0.1,1.2
182,1735,115934,6762,0.1,1.2
183,980,112159,122702,0.1,1.2
184,9374,24417,144437,0.1,1.2
185,9330,61413,69509,0.1,1.2
186,60236,44738,4074,0.1,1.2
187,6209,3380,57768,0.1,1.2
188,25468,110379,52567,0.1,1.2
189,8712,12022,6072,0.1,1.2
190,130795,838,6826,0.1,1.2
191,1269,1104,110542,0.1,1.2
192,666,130155,5634,0.1,1.2
193,110584,6717,86425,0.1,1.2
194,90222,1115,7368,0.1,1.2
195,168612,26383,3923,0.1,1.2
196,13594,152002,141896,0.1,1.2
197,64873,149392,20152,0.1,1.2
198,10472,97301,61288,0.1,1.2
199,71586,20709,11054,0.1,1.2
200,554,139053,9694,0.1,1.2
201,63593,1741,20189,0.1,1.2
202,152956,8386,27411,0.1,1.2
203,1086,57324,121791,0.1,1.2
204,28205,1465,115567,0.1,1.2
205,60736,51865,30549,0.1,1.2
206,44117,6669,3587,0.1,1.2
207,9798,136623,6816,0.1,1.2
208,5221,60713,56902,0.1,1.2
209,118701,669,75675,0.1,1.2
210,11304,76207,21920,0.1,1.2
211,130629,72600,30040,0.1,1.2
212,124300,4371,2605,0.1,1.2
213,1564,360,40737,0.1,1.2
214,3172,102467,1750,0.1,1.2
215,132511,131842,15697,0.1,1.2
216,12288,5912,107262,0.1,1.2
217,21867,613,130807,0.1,1.2
218,84626,6604,3563,0.1,1.2
219,95149,761,47853,0.1,1.2
220,138395,160595,75188,0.1,1.2
221,41333,616,136349,0.1,1.2
222,17124,10125,5315,0.1,1.2
223,29141,1351,140034,0.1,1.2
224,19970,73276,60599,0.1,1.2
225,10572,11913,5760,0.1,1.2
226,80963,73461,3447,0.1,1.2
227,17137,60275,101788,0.1,1.2
228,25250,60331,141935,0.1,1.2
229,1965,84051,24254,0.1,1.2
230,87044,2231,95787,0.1,1.2
231,10479,47417,131372,0.1,1.2
232,142915,130270,74080,0.1,1.2
233,1422,55576,158918,0.1,1.2
234,80264,141739,48206,0.1,1.2
235,6267,93467,114228,0.1,1.2
236,21347,26246,144234,0.1,1.2
237,17069,31823,61236,0.1,1.2
238,3404,77888,1985,0.1,1.2
239,56389,35543,42317,0.1,1.2
240,38856,103067,5215,0.1,1.2
241,124345,40693,56007,0.1,1.2
242,17253,53328,15481,0.1,1.2
243,1679,85562,4566,0.1,1.2
244,23951,57549,8015,0.1,1.2
245,128765,140027,5242,0.1,1.2
246,154570,29185,16393,0.1,1.2
247,24988,81805,6306,0.1,1.2
248,110208,14435,68013,0.1,1.2
249,13332,28248,33127,0.1,1.2
250,5267,10888,90278,0.1,1.2
251,2276,13808,14959,0.1,1.2
252,31097,117692,101208,0.1,1.2
253,9440,8256,84832,0.1,1.2
254,3000,158395,53909,0.1,1.2
255,150322,67959,77897,0.1,1.2
256,1179,153672,6744,0.1,1.2
257,159361,21912,102015,0.1,1.2
258,10222,107871,74061,0.1,1.2
259,922,344,164653,0.1,1.2
260,37043,167457,87329,0.1,1.2
261,62502,3352,110473,0.1,1.2
262,3174,87834,154363,0.1,1.2
263,52395,3596,3421,0.1,1.2
264,18885,92672,20280,0.1,1.2
265,1373,90267,5317,0.1,1.2
266,126307,26540,6153,0.1,1.2
267,423,125280,150478,0.1,1.2
268,130359,37789,10081,0.1,1.2
269,10975,165363,152892,0.1,1.2
270,1490,12425,1929,0.1,1.2
271,30527,56957,7882,0.1,1.2
272,19978,1458,1192,0.1,1.2
273,159868,1748,152423,0.1,1.2
274,25163,1003,48355,0.1,1.2
275,604,28855,100523,0.1,1.2
276,25698,3681,6492,0.1,1.2
277,111839,23382,2202,0.1,1.2
278,4874,59355,14213,0.1,1.2
279,2080,94948,2880,0.1,1.2
280,121310,4047,5468,0.1,1.2
281,3759,10036,150702,0.1,1.2
282,4847,271,154691,0.1,1.2
283,25704,10769,3227,0.1,1.2
284,110058,129337,100475,0.1,1.2
285,143389,795,42104,0.1,1.2
286,38635,504,150932,0.1,1.2
287,3971,93871,1169,0.1,1.2
288,3499,140064,135239,0.1,1.2
289,121031,53991,163854,0.1,1.2
290,2263,59183,31816,0.1,1.2
291,159738,76747,101306,0.1,1.2
292,150853,10626,72803,0.1,1.2
293,30179,1817,100394,0.1,1.2
294,130078,120932,3373,0.1,1.2
295,129784,14756,79093,0.1,1.2
296,81022,47867,156196,0.1,1.2
297,50152,25400,19629,0.1,1.2
298,12232,1291,126964,0.1,1.2
299,8123,31072,78573,0.1,1.2
300,35851,22703,85035,0.1,1.2
301,150554,90577,33574,0.1,1.2
302,106031,30978,144399,0.1,1.2
303,854,958,150373,0.1,1.2
304,3545,137123,31746,0.1,1.2
305,134286,120642,5159,0.1,1.2
306,722,22027,42759,0.1,1.2
307,15437,108085,20826,0.1,1.2
308,10952,133014,42602,0.1,1.2
309,143895,49235,59116,0.1,1.2
310,4545,13141,27721,0.1,1.2
311,1721,67693,1689,0.1,1.2
312,3825,2469,175407,0.1,1.2
313,140568,156687,46322,0.1,1.2
314,24174,26862,60208,0.1,1.2
315,4203,33509,57047,0.1,1.2
316,27070,5436,161216,0.1,1.2
317,106254,466,81238,0.1,1.2
318,38166,6335,51644,0.1,1.2
319,163204,71251,3806,0.1,1.2
320,22066,113092,99153,0.1,1.2
321,26872,12071,84566,0.1,1.2
322,47544,150322,4446,0.1,1.2
323,5496,31707,121082,0.1,1.2
324,3090,130993,81279,0.1,1.2
325,1586,31755,95428,0.1,1.2
326,4360,70189,3927,0.1,1.2
327,132493,41577,14236,0.1,1.2
328,31196,28444,122548,0.1,1.2
329,3461,16562,70428,0.1,1.2
330,2216,3664,60860,0.1,1.2
331,74193,143826,111315,0.1,1.2
332,11369,428,12302,0.1,1.2
333,4104,20254,76581,0.1,1.2
334,144058,21376,5440,0.1,1.2
335,4302,64588,1571,0.1,1.2
336,30304,2914,147080,0.1,1.2
337,82104,149944,25039,0.1,1.2
338,26450,3010,1949,0.1,1.2
339,67437,20043,29771,0.1,1.2
340,96061,20814,10668,0.1,1.2
341,2305,17402,10949,0.1,1.2
342,7465,21649,35668,0.1,1.2
343,130710,180725,110344,0.1,1.2
344,80899,62925,150188,0.1,1.2
345,2916,165961,14751,0.1,1.2
346,1560,7784,3721,0.1,1.2
347,77267,3413,123810,0.1,1.2
348,31187,84909,2425,0.1,1.2
349,45814,131871,56681,0.1,1.2
350,162577,121858,4818,0.1,1.2
351,144620,7707,42245,0.1,1.2
352,690,20182,158314,0.1,1.2
353,80169,31848,13806,0.1,1.2
354,31943,4199,60259,0.1,1.2
355,10025,1924,6195,0.1,1.2
356,116897,26619,91262,0.1,1.2
357,1055,124319,151879,0.1,1.2
358,115117,6088,162240,0.1,1.2
