"sim","N_stable","N_inc","N_dec","lambda","base_col"
1,NA,NA,NA,0.5,2
2,NA,199198,NA,0.5,2
3,NA,178474,NA,0.5,2
4,172290,177874,180990,0.5,2
5,196433,NA,NA,0.5,2
6,NA,173358,NA,0.5,2
7,NA,NA,NA,0.5,2
8,194009,150333,NA,0.5,2
9,NA,NA,NA,0.5,2
10,157859,145567,NA,0.5,2
11,195038,170056,NA,0.5,2
12,NA,NA,NA,0.5,2
13,NA,186832,177526,0.5,2
14,NA,172592,NA,0.5,2
15,NA,178621,NA,0.5,2
16,NA,NA,NA,0.5,2
17,NA,NA,NA,0.5,2
18,NA,188908,NA,0.5,2
19,189368,186100,NA,0.5,2
20,NA,192571,NA,0.5,2
21,181473,NA,NA,0.5,2
22,176930,167891,NA,0.5,2
23,NA,NA,NA,0.5,2
24,NA,165642,NA,0.5,2
25,NA,NA,NA,0.5,2
26,NA,185271,189877,0.5,2
27,NA,176004,NA,0.5,2
28,NA,193010,NA,0.5,2
29,NA,175999,NA,0.5,2
30,197358,197931,NA,0.5,2
31,174251,NA,NA,0.5,2
32,198009,NA,NA,0.5,2
33,180343,189586,193804,0.5,2
34,126076,187364,NA,0.5,2
35,NA,NA,199997,0.5,2
36,NA,167678,NA,0.5,2
37,181620,176074,NA,0.5,2
38,188037,194419,NA,0.5,2
39,195097,NA,NA,0.5,2
40,NA,NA,NA,0.5,2
41,176190,NA,NA,0.5,2
42,186347,158652,NA,0.5,2
43,137184,NA,NA,0.5,2
44,168474,181228,198178,0.5,2
45,164637,NA,NA,0.5,2
46,NA,NA,NA,0.5,2
47,155856,197948,NA,0.5,2
48,136987,161660,NA,0.5,2
49,NA,144555,NA,0.5,2
50,NA,NA,NA,0.5,2
51,NA,NA,NA,0.5,2
52,191406,176851,183394,0.5,2
53,158914,NA,NA,0.5,2
54,NA,180040,NA,0.5,2
55,146875,182448,NA,0.5,2
56,173411,155220,NA,0.5,2
57,NA,187591,NA,0.5,2
58,NA,156474,NA,0.5,2
59,198048,163268,NA,0.5,2
60,194265,162677,NA,0.5,2
61,NA,NA,NA,0.5,2
62,NA,NA,NA,0.5,2
