"sim","N_stable","N_inc","N_dec","lambda","base_col"
1,NA,163348,166544,0.1,2
2,138365,166233,137542,0.1,2
3,NA,NA,NA,0.1,2
4,153929,159179,183775,0.1,2
5,102933,NA,NA,0.1,2
6,NA,122032,146603,0.1,2
7,NA,89247,NA,0.1,2
8,153381,166111,151270,0.1,2
9,174900,170409,163754,0.1,2
10,170485,133319,129416,0.1,2
11,163436,173696,NA,0.1,2
12,NA,168306,131044,0.1,2
13,155031,160699,NA,0.1,2
14,183853,164988,169020,0.1,2
15,171383,144970,NA,0.1,2
16,NA,174546,171194,0.1,2
17,179824,102854,199823,0.1,2
18,NA,118224,182915,0.1,2
19,126001,151021,166366,0.1,2
20,93082,162550,181201,0.1,2
21,NA,193413,182968,0.1,2
22,68608,146408,166818,0.1,2
23,133895,193534,NA,0.1,2
24,170077,191954,191579,0.1,2
25,19666,86620,NA,0.1,2
26,161252,171718,168112,0.1,2
27,178063,142990,101361,0.1,2
28,187018,NA,131000,0.1,2
29,179541,101823,152250,0.1,2
30,161982,151644,NA,0.1,2
31,118434,156840,41349,0.1,2
32,183864,193415,195125,0.1,2
33,185879,162301,NA,0.1,2
34,192000,106459,NA,0.1,2
35,156314,169625,115988,0.1,2
36,162476,155927,NA,0.1,2
37,182608,169078,158746,0.1,2
38,172822,160868,167009,0.1,2
39,49697,124785,NA,0.1,2
40,122381,179073,198452,0.1,2
41,60570,176921,179007,0.1,2
42,186118,161062,NA,0.1,2
43,183761,107012,173831,0.1,2
44,133609,151259,19903,0.1,2
45,169371,124099,159770,0.1,2
46,128594,145297,188737,0.1,2
47,148209,96707,82334,0.1,2
48,171503,84011,158476,0.1,2
49,116595,166408,NA,0.1,2
50,NA,172318,183168,0.1,2
51,155836,169607,NA,0.1,2
52,43040,147432,NA,0.1,2
53,98949,193477,149983,0.1,2
54,161593,170682,NA,0.1,2
55,NA,158656,112202,0.1,2
56,185776,126993,190567,0.1,2
57,186724,135928,NA,0.1,2
58,NA,170419,139068,0.1,2
59,150339,113479,NA,0.1,2
60,189560,148412,178798,0.1,2
61,184818,86115,171861,0.1,2
62,147603,NA,107800,0.1,2
63,143879,174221,NA,0.1,2
64,180232,154299,107066,0.1,2
65,151515,149493,96562,0.1,2
66,141175,160873,102680,0.1,2
67,176338,117113,NA,0.1,2
68,76879,160658,164744,0.1,2
69,136584,163845,NA,0.1,2
70,189438,112716,181728,0.1,2
71,97453,157270,194734,0.1,2
72,144164,NA,NA,0.1,2
73,154411,163988,195528,0.1,2
