"sim","N_stable","N_inc","N_dec","lambda","base_col"
1,NA,113019,NA,0.1,2
2,175163,173381,NA,0.1,2
3,194585,158189,167336,0.1,2
4,154047,152716,NA,0.1,2
5,135866,179938,137458,0.1,2
6,99176,NA,32751,0.1,2
7,NA,187407,177150,0.1,2
8,169782,141297,187904,0.1,2
9,NA,155467,NA,0.1,2
10,155663,159506,37832,0.1,2
11,184055,116245,NA,0.1,2
12,144737,NA,155749,0.1,2
13,NA,153439,NA,0.1,2
14,160460,174400,NA,0.1,2
15,164000,90987,83631,0.1,2
16,156289,168579,187609,0.1,2
17,134670,163792,177731,0.1,2
18,197906,87790,NA,0.1,2
19,172793,140308,167293,0.1,2
20,NA,62288,147804,0.1,2
21,77167,153977,126612,0.1,2
22,148132,193789,NA,0.1,2
23,175091,163201,NA,0.1,2
24,135391,164633,NA,0.1,2
25,138166,113918,NA,0.1,2
26,138117,135539,194745,0.1,2
27,185137,169004,179457,0.1,2
28,182263,172579,NA,0.1,2
29,150496,NA,161749,0.1,2
30,175854,145479,NA,0.1,2
31,146538,180162,NA,0.1,2
32,92142,148953,87227,0.1,2
33,142508,150536,NA,0.1,2
34,193821,157658,85536,0.1,2
35,64912,184911,163737,0.1,2
36,63917,143830,NA,0.1,2
37,154810,161960,NA,0.1,2
38,178603,166790,NA,0.1,2
39,154901,160176,161774,0.1,2
40,174182,163306,145892,0.1,2
41,121444,108468,183103,0.1,2
42,174782,137167,159300,0.1,2
43,155673,101295,160215,0.1,2
44,55675,146156,36149,0.1,2
45,163597,74406,NA,0.1,2
46,175635,153597,122079,0.1,2
47,117740,157274,NA,0.1,2
48,136805,157588,165642,0.1,2
49,175645,129694,NA,0.1,2
50,186490,144074,176108,0.1,2
51,173710,156145,NA,0.1,2
52,118056,130436,194005,0.1,2
53,99367,157667,NA,0.1,2
54,131867,193134,196009,0.1,2
55,145166,148582,197740,0.1,2
56,168973,157483,NA,0.1,2
57,154186,62243,59328,0.1,2
58,177171,159319,148682,0.1,2
59,NA,109711,168014,0.1,2
60,172237,156256,165418,0.1,2
61,140582,121040,NA,0.1,2
62,82650,153286,166450,0.1,2
63,NA,96601,NA,0.1,2
64,144385,168873,NA,0.1,2
65,137098,134247,158185,0.1,2
66,NA,149590,191360,0.1,2
67,133745,132866,NA,0.1,2
68,157343,168833,182975,0.1,2
69,138336,172343,93307,0.1,2
70,152590,165610,183595,0.1,2
71,126050,177040,150561,0.1,2
72,171921,164249,103301,0.1,2
73,181360,176694,133028,0.1,2
74,110687,148121,156449,0.1,2
75,115986,154494,147087,0.1,2
76,169101,138545,123683,0.1,2
77,162089,176259,199526,0.1,2
78,163288,150032,186370,0.1,2
79,100080,168793,176823,0.1,2
80,62721,184469,172516,0.1,2
81,NA,74314,147376,0.1,2
82,NA,159228,NA,0.1,2
83,135334,145240,94211,0.1,2
84,NA,158318,190991,0.1,2
85,157993,97849,183159,0.1,2
86,117709,169449,157888,0.1,2
87,NA,88438,NA,0.1,2
88,176808,129487,67478,0.1,2
89,77490,175299,126768,0.1,2
90,172582,144877,161011,0.1,2
91,133614,163500,NA,0.1,2
92,157885,190186,153884,0.1,2
93,NA,145323,NA,0.1,2
94,39834,NA,NA,0.1,2
95,104082,138500,NA,0.1,2
96,163186,182635,NA,0.1,2
97,159887,153771,NA,0.1,2
98,193991,NA,167514,0.1,2
99,186098,155764,149355,0.1,2
100,155332,166814,131294,0.1,2
101,156386,167234,66473,0.1,2
102,182192,61430,180113,0.1,2
103,169406,188773,87538,0.1,2
104,71373,155054,182538,0.1,2
105,159946,133068,NA,0.1,2
106,30400,126041,166725,0.1,2
107,188027,167577,149211,0.1,2
108,162279,154631,166930,0.1,2
109,161949,182342,74190,0.1,2
110,116882,169162,176716,0.1,2
111,176174,170745,167453,0.1,2
112,NA,82888,159635,0.1,2
113,159161,72386,178722,0.1,2
114,167407,131468,NA,0.1,2
115,72065,139055,NA,0.1,2
116,194436,129429,195119,0.1,2
117,192565,63226,NA,0.1,2
118,187003,135500,NA,0.1,2
119,170294,164085,171921,0.1,2
120,151898,169908,157171,0.1,2
121,170734,165642,173888,0.1,2
122,159189,93896,151464,0.1,2
123,72395,188498,NA,0.1,2
124,185586,193221,NA,0.1,2
125,107814,171159,NA,0.1,2
126,144224,160063,NA,0.1,2
127,NA,173813,NA,0.1,2
128,173534,163690,NA,0.1,2
129,NA,156165,184451,0.1,2
130,185563,179058,NA,0.1,2
131,104520,NA,178308,0.1,2
132,180312,164318,176577,0.1,2
133,NA,148687,NA,0.1,2
134,157445,133543,NA,0.1,2
135,93837,168973,NA,0.1,2
136,177430,170216,155033,0.1,2
137,167488,136849,119313,0.1,2
138,111150,143798,157393,0.1,2
139,143517,163771,NA,0.1,2
140,147668,67868,162536,0.1,2
141,175367,178171,140003,0.1,2
142,116071,147611,164946,0.1,2
143,134796,165315,132386,0.1,2
144,135323,151058,63670,0.1,2
145,167458,40704,167442,0.1,2
146,172855,168288,186474,0.1,2
147,137291,150540,148730,0.1,2
148,172873,151886,146449,0.1,2
149,166087,129301,152381,0.1,2
150,150433,148446,NA,0.1,2
151,135753,76654,78730,0.1,2
152,48438,151509,159690,0.1,2
153,165051,143316,192796,0.1,2
154,97787,135513,134017,0.1,2
155,181578,168959,68515,0.1,2
156,175691,149647,154519,0.1,2
157,NA,NA,NA,0.1,2
