"sim","N_stable","N_inc","N_dec","lambda","base_col"
1,89,NA,19,0.1,0
2,NA,NA,NA,0.1,0
3,NA,NA,24,0.1,0
4,NA,35,13,0.1,0
5,NA,NA,13,0.1,0
6,NA,48,NA,0.1,0
7,NA,NA,175,0.1,0
8,NA,NA,16,0.1,0
9,90,NA,NA,0.1,0
10,29,119,27,0.1,0
11,NA,NA,NA,0.1,0
12,NA,NA,NA,0.1,0
13,NA,NA,NA,0.1,0
14,NA,34,26,0.1,0
15,50,NA,16,0.1,0
16,NA,NA,23,0.1,0
17,NA,NA,NA,0.1,0
18,NA,NA,NA,0.1,0
19,NA,NA,24,0.1,0
20,NA,NA,23,0.1,0
21,25,25,20,0.1,0
22,NA,NA,32,0.1,0
23,NA,44,NA,0.1,0
24,68,NA,102,0.1,0
25,NA,15,28,0.1,0
26,119,NA,50,0.1,0
27,NA,NA,NA,0.1,0
28,NA,34,17,0.1,0
29,NA,NA,NA,0.1,0
30,NA,NA,9,0.1,0
31,NA,NA,NA,0.1,0
32,NA,19,18,0.1,0
33,NA,24,17,0.1,0
34,NA,NA,12,0.1,0
35,NA,NA,NA,0.1,0
36,209,NA,NA,0.1,0
37,NA,62,41,0.1,0
38,NA,NA,192,0.1,0
39,135,NA,250,0.1,0
40,NA,NA,NA,0.1,0
41,NA,45,23,0.1,0
42,NA,30,36,0.1,0
43,NA,NA,25,0.1,0
44,NA,NA,NA,0.1,0
45,NA,NA,10,0.1,0
46,52,NA,12,0.1,0
47,NA,NA,21,0.1,0
48,NA,NA,NA,0.1,0
49,NA,NA,25,0.1,0
50,NA,116,13,0.1,0
51,NA,101,NA,0.1,0
52,NA,NA,160,0.1,0
53,NA,NA,193,0.1,0
54,NA,NA,49,0.1,0
55,NA,NA,16,0.1,0
56,NA,NA,102,0.1,0
57,NA,NA,159,0.1,0
58,NA,NA,76,0.1,0
59,NA,NA,22,0.1,0
60,NA,NA,NA,0.1,0
61,NA,42,29,0.1,0
62,NA,119,31,0.1,0
63,NA,75,36,0.1,0
64,NA,NA,NA,0.1,0
65,NA,NA,23,0.1,0
66,26,NA,17,0.1,0
67,23,28,NA,0.1,0
68,NA,NA,NA,0.1,0
69,60,16,NA,0.1,0
70,NA,NA,NA,0.1,0
71,NA,NA,28,0.1,0
72,NA,60,14,0.1,0
73,104,NA,38,0.1,0
74,NA,NA,NA,0.1,0
75,NA,NA,NA,0.1,0
76,150,133,122,0.1,0
77,NA,NA,NA,0.1,0
78,110,NA,14,0.1,0
79,NA,118,101,0.1,0
80,NA,NA,NA,0.1,0
81,40,NA,NA,0.1,0
82,NA,NA,18,0.1,0
83,115,NA,NA,0.1,0
84,NA,NA,108,0.1,0
85,NA,NA,NA,0.1,0
86,NA,120,12,0.1,0
87,NA,NA,113,0.1,0
88,NA,65,NA,0.1,0
89,NA,NA,52,0.1,0
90,NA,NA,NA,0.1,0
91,NA,NA,23,0.1,0
92,NA,NA,38,0.1,0
93,NA,NA,NA,0.1,0
94,NA,NA,20,0.1,0
95,NA,NA,27,0.1,0
96,NA,NA,NA,0.1,0
97,NA,NA,NA,0.1,0
98,112,NA,NA,0.1,0
99,NA,NA,113,0.1,0
100,NA,NA,NA,0.1,0
101,73,NA,15,0.1,0
