"sim","N_stable","N_inc","N_dec","lambda","base_col"
1,36,NA,33,0.1,0
2,NA,25,NA,0.1,0
3,NA,NA,NA,0.1,0
4,50,NA,NA,0.1,0
5,75,NA,135,0.1,0
6,NA,NA,NA,0.1,0
7,NA,NA,25,0.1,0
8,NA,NA,16,0.1,0
9,NA,100,NA,0.1,0
10,NA,NA,47,0.1,0
11,NA,NA,23,0.1,0
12,NA,NA,NA,0.1,0
13,NA,NA,NA,0.1,0
14,NA,37,19,0.1,0
15,NA,20,NA,0.1,0
16,NA,NA,NA,0.1,0
17,NA,NA,35,0.1,0
18,NA,NA,23,0.1,0
19,96,NA,31,0.1,0
20,94,NA,NA,0.1,0
21,127,NA,14,0.1,0
22,NA,NA,NA,0.1,0
23,NA,NA,53,0.1,0
24,181,124,NA,0.1,0
25,NA,NA,13,0.1,0
26,NA,NA,90,0.1,0
27,53,44,NA,0.1,0
28,NA,NA,72,0.1,0
29,NA,NA,NA,0.1,0
30,NA,NA,NA,0.1,0
31,NA,NA,12,0.1,0
32,NA,NA,NA,0.1,0
33,NA,118,18,0.1,0
34,45,NA,71,0.1,0
35,NA,NA,137,0.1,0
36,NA,44,19,0.1,0
37,NA,NA,NA,0.1,0
38,NA,NA,NA,0.1,0
39,NA,NA,14,0.1,0
40,NA,NA,98,0.1,0
41,NA,117,NA,0.1,0
42,NA,142,11,0.1,0
43,NA,NA,10,0.1,0
44,NA,NA,49,0.1,0
45,32,101,NA,0.1,0
46,NA,NA,NA,0.1,0
47,NA,102,NA,0.1,0
48,NA,NA,NA,0.1,0
49,NA,NA,108,0.1,0
50,NA,NA,11,0.1,0
51,84,NA,19,0.1,0
52,NA,NA,27,0.1,0
53,92,NA,NA,0.1,0
54,NA,NA,120,0.1,0
55,149,NA,NA,0.1,0
56,NA,NA,NA,0.1,0
57,NA,NA,NA,0.1,0
58,NA,NA,11,0.1,0
59,NA,NA,NA,0.1,0
60,93,NA,NA,0.1,0
61,NA,NA,NA,0.1,0
62,NA,NA,NA,0.1,0
63,NA,NA,15,0.1,0
64,NA,NA,NA,0.1,0
65,NA,NA,NA,0.1,0
66,NA,91,NA,0.1,0
67,126,NA,NA,0.1,0
68,NA,NA,59,0.1,0
69,NA,82,41,0.1,0
70,NA,NA,151,0.1,0
71,NA,NA,NA,0.1,0
72,NA,NA,14,0.1,0
73,NA,NA,NA,0.1,0
74,NA,NA,NA,0.1,0
75,NA,NA,26,0.1,0
76,NA,NA,12,0.1,0
77,88,NA,93,0.1,0
78,NA,NA,NA,0.1,0
79,NA,NA,61,0.1,0
80,NA,132,NA,0.1,0
81,76,NA,NA,0.1,0
82,NA,NA,NA,0.1,0
83,NA,NA,25,0.1,0
84,179,30,NA,0.1,0
85,NA,51,NA,0.1,0
86,NA,NA,33,0.1,0
87,NA,113,52,0.1,0
88,NA,NA,NA,0.1,0
89,NA,NA,16,0.1,0
90,NA,NA,19,0.1,0
91,128,NA,NA,0.1,0
92,NA,NA,13,0.1,0
93,NA,NA,21,0.1,0
94,NA,NA,108,0.1,0
95,NA,NA,18,0.1,0
96,29,NA,17,0.1,0
97,NA,NA,NA,0.1,0
98,NA,NA,45,0.1,0
99,NA,NA,NA,0.1,0
100,NA,NA,NA,0.1,0
101,NA,NA,133,0.1,0
102,NA,NA,19,0.1,0
103,NA,NA,NA,0.1,0
104,NA,126,NA,0.1,0
105,NA,NA,NA,0.1,0
106,143,39,NA,0.1,0
107,NA,NA,NA,0.1,0
108,NA,NA,27,0.1,0
109,NA,NA,NA,0.1,0
110,NA,NA,NA,0.1,0
111,NA,NA,NA,0.1,0
112,NA,NA,172,0.1,0
113,NA,104,19,0.1,0
114,124,NA,NA,0.1,0
115,NA,NA,NA,0.1,0
116,NA,26,120,0.1,0
117,NA,NA,176,0.1,0
118,NA,NA,12,0.1,0
119,NA,NA,103,0.1,0
120,NA,38,12,0.1,0
121,22,NA,34,0.1,0
122,NA,NA,17,0.1,0
123,136,127,14,0.1,0
124,NA,NA,30,0.1,0
125,86,21,53,0.1,0
126,NA,NA,NA,0.1,0
127,52,74,NA,0.1,0
128,NA,110,18,0.1,0
129,NA,NA,13,0.1,0
130,NA,NA,52,0.1,0
131,NA,NA,163,0.1,0
132,NA,74,59,0.1,0
133,NA,NA,78,0.1,0
134,NA,NA,NA,0.1,0
135,NA,60,115,0.1,0
136,NA,NA,82,0.1,0
137,NA,59,9,0.1,0
138,NA,NA,141,0.1,0
139,68,NA,NA,0.1,0
140,NA,NA,20,0.1,0
141,82,NA,NA,0.1,0
142,33,24,21,0.1,0
143,86,NA,128,0.1,0
144,NA,NA,NA,0.1,0
145,NA,NA,NA,0.1,0
146,78,61,69,0.1,0
147,88,NA,14,0.1,0
148,NA,NA,14,0.1,0
149,NA,NA,20,0.1,0
150,NA,NA,9,0.1,0
151,NA,NA,19,0.1,0
152,152,NA,13,0.1,0
153,NA,NA,120,0.1,0
154,NA,NA,21,0.1,0
155,NA,NA,39,0.1,0
156,62,NA,NA,0.1,0
157,NA,NA,14,0.1,0
158,NA,NA,NA,0.1,0
159,134,NA,186,0.1,0
160,NA,102,12,0.1,0
161,NA,NA,10,0.1,0
162,NA,NA,NA,0.1,0
163,NA,NA,15,0.1,0
164,NA,NA,NA,0.1,0
165,40,NA,14,0.1,0
166,NA,NA,11,0.1,0
167,NA,NA,41,0.1,0
168,NA,NA,132,0.1,0
169,65,NA,NA,0.1,0
170,NA,NA,135,0.1,0
171,NA,NA,17,0.1,0
172,NA,NA,46,0.1,0
173,NA,NA,50,0.1,0
174,NA,NA,43,0.1,0
175,NA,NA,NA,0.1,0
176,NA,NA,11,0.1,0
177,NA,NA,NA,0.1,0
178,NA,NA,26,0.1,0
179,NA,NA,NA,0.1,0
180,113,NA,NA,0.1,0
181,NA,NA,16,0.1,0
182,78,NA,37,0.1,0
183,NA,NA,18,0.1,0
184,NA,NA,14,0.1,0
185,NA,NA,66,0.1,0
186,NA,NA,31,0.1,0
187,36,136,102,0.1,0
188,NA,NA,26,0.1,0
189,NA,NA,26,0.1,0
190,NA,NA,NA,0.1,0
191,NA,NA,91,0.1,0
192,83,NA,NA,0.1,0
193,NA,NA,116,0.1,0
194,NA,NA,39,0.1,0
195,NA,NA,NA,0.1,0
196,NA,NA,11,0.1,0
197,NA,NA,NA,0.1,0
198,92,NA,NA,0.1,0
199,NA,NA,24,0.1,0
200,123,NA,NA,0.1,0
201,NA,NA,11,0.1,0
202,112,NA,24,0.1,0
203,151,122,NA,0.1,0
204,NA,NA,NA,0.1,0
205,NA,NA,NA,0.1,0
206,NA,NA,15,0.1,0
