"time_step","loc_Emax","num_occupied","num_extinct","centroid","leading_edge","trailing_edge"
519,1118,127030,142970,1109.12550135852,1667.5,579
520,1119,127312,142688,1112.26369509044,1673.1,579.2
521,1120,127207,142793,1111.56740854438,1666.1,576.4
522,1121,127208,142792,1113.9126401237,1662.8,567
523,1122,127114,142886,1116.64365456179,1663.5,569.7
524,1123,127112,142888,1116.72312916286,1668.1,571.8
525,1124,127339,142661,1119.52376019681,1673.9,571.8
526,1125,126924,143076,1119.94392644393,1675.6,588.9
527,1126,127273,142727,1118.79852388968,1671,579
528,1127,127318,142682,1119.17518719339,1668.8,579.3
529,1128,127514,142486,1117.94266202809,1671,578.8
530,1129,127284,142716,1120.76051021736,1669.3,578
531,1130,127203,142797,1123.5156798959,1671.2,585.3
532,1131,127223,142777,1127.28253557568,1673.4,583.3
533,1132,127402,142598,1127.53655705996,1673.4,584.1
534,1133,126927,143073,1128.69434059559,1675.3,581.1
535,1134,127093,142907,1128.52266288952,1672.7,583.9
536,1135,127240,142760,1131.67655295316,1679.4,594.9
537,1136,127056,142944,1129.57721908671,1679,598.2
538,1137,127151,142849,1130.72073815976,1674.8,588.4
539,1138,127044,142956,1130.94572644063,1682,589.6
540,1139,127147,142853,1131.64571948998,1679.3,589.6
541,1140,127643,142357,1133.81683361519,1681.2,596.1
542,1141,126948,143052,1136.0587699909,1678.9,598.4
543,1142,127206,142794,1134.7666187802,1674.6,591.5
544,1143,127266,142734,1135.88016204914,1681.8,594.4
545,1144,127495,142505,1136.08689996097,1668.2,601.6
546,1145,127199,142801,1134.21737988973,1674.4,601.8
547,1146,127146,142854,1139.21011773839,1690.6,600.6
548,1147,126791,143209,1144.26947422814,1692.1,598.7
549,1148,127281,142719,1143.48583204534,1679.4,607.7
550,1149,126843,143157,1147.03743803809,1685.1,611.6
551,1150,127168,142832,1144.45493120741,1688.3,610.6
552,1151,127137,142863,1148.80749506903,1692.4,610.6
553,1152,127512,142488,1147.72590163934,1692.5,611.8
554,1153,127054,142946,1147.25838394508,1699.7,601.7
555,1154,127229,142771,1150.17800289436,1703.6,608.9
556,1155,126980,143020,1151.65868495988,1695.8,607.2
557,1156,126968,143032,1153.01494689917,1699.4,609.2
558,1157,127095,142905,1153.43053395542,1703.9,607.6
559,1158,127187,142813,1149.57240666581,1702.4,604.9
560,1159,127223,142777,1153.34621451104,1700.2,617.1
561,1160,126872,143128,1157.25532481363,1696.7,619
562,1161,127144,142856,1155.00274761219,1705.6,618.5
563,1162,127351,142649,1155.51096433289,1698.8,615.3
564,1163,127180,142820,1159.25252392815,1706.5,615.2
565,1164,127213,142787,1158.55760063559,1700.1,609.8
566,1165,127160,142840,1158.64847533045,1706.9,616.8
567,1166,127250,142750,1162.25440806045,1699.6,625.2
568,1167,127032,142968,1158.55915678524,1703.8,619.3
569,1168,127128,142872,1159.10329497908,1707,620.4
570,1169,127156,142844,1162.96528774631,1705.1,619.5
571,1170,127285,142715,1161.31994298302,1715.8,625.7
572,1171,127394,142606,1162.19003521586,1716.4,628.7
573,1172,127234,142766,1166.45426073339,1714.1,631
574,1173,127499,142501,1167.09980456026,1722,625.4
575,1174,127209,142791,1167.51419640531,1722.2,627.2
576,1175,127306,142694,1168.19611928637,1709.4,631.3
577,1176,127405,142595,1169.14246323529,1716.9,625.7
578,1177,126969,143031,1168.6705232035,1724,630.8
579,1178,127556,142444,1170.38088481878,1717.1,631.6
580,1179,127259,142741,1173.67848394998,1719.5,633.3
581,1180,127520,142480,1170.24387701928,1721.5,631.8
582,1181,127279,142721,1172.75093560459,1727,633.8
583,1182,127206,142794,1171.4025124313,1727.9,637.8
584,1183,127382,142618,1174.32275825905,1729,632.3
585,1184,127176,142824,1174.0944502345,1728.1,638.4
586,1185,127242,142758,1172.39868766404,1723.1,643.8
587,1186,127068,142932,1176.22151071615,1730.6,638.3
588,1187,127209,142791,1176.2506446622,1723.9,633.2
589,1188,127318,142682,1179.33902877698,1734.8,639.4
590,1189,127323,142677,1184.83374114617,1735.5,640.1
591,1190,127270,142730,1186.69061901723,1735,640.8
592,1191,126859,143141,1189.2012464295,1738.2,652.2
593,1192,127047,142953,1188.99422268908,1732.1,650.4
594,1193,127465,142535,1188.16710114703,1729.2,650.9
595,1194,127357,142643,1187.99803587796,1732.4,650.1
596,1195,127210,142790,1192.14110350174,1741,654.1
597,1196,127325,142675,1190.60259540023,1740,653.6
598,1197,127094,142906,1193.33963740707,1742.1,651.6
599,1198,127113,142887,1196.37705781641,1744.8,647.1
600,1199,127119,142881,1193.82176532216,1743.8,654.9
601,1200,127266,142734,1194.87826202146,1746.4,662.3
602,1201,127301,142699,1195.57597495761,1744.8,655.7
603,1202,127345,142655,1194.54018618067,1749.3,660.3
604,1203,127446,142554,1198.4109535067,1752.6,657.3
605,1204,126756,143244,1199.22849010221,1746.7,666.5
606,1205,126946,143054,1199.06604760659,1754,659.3
607,1206,127470,142530,1198.23934298005,1752.2,667
608,1207,127323,142677,1201.27097195042,1756.6,670.8
609,1208,127534,142466,1200.64311500774,1754.5,665.1
610,1209,127124,142876,1200.9195849546,1757,669.5
611,1210,127125,142875,1200.41455899345,1748.2,661.9
612,1211,126965,143035,1203.79040533607,1753.5,667.9
613,1212,127018,142982,1206.44431464174,1758.9,662.7
614,1213,127222,142778,1209.67387665765,1770.3,675.7
615,1214,127535,142465,1212.14715415532,1755.6,672.5
616,1215,127220,142780,1208.8493921945,1764.4,669
617,1216,126846,143154,1211.30574217265,1764.8,664.7
618,1217,127058,142942,1212.65031301904,1764.7,675.3
619,1218,127442,142558,1212.41487329683,1775.9,671.8
620,1219,126902,143098,1213.85613086038,1765.4,677.8
621,1220,127291,142709,1214.95297249335,1758.9,673.1
622,1221,127088,142912,1217.53104869879,1767.9,670.7
623,1222,127020,142980,1218.93312717433,1768.3,671.2
624,1223,127268,142732,1221.03890160183,1769.7,677.8
625,1224,127508,142492,1221.60015388561,1769,676.7
626,1225,126735,143265,1221.92136422136,1772.4,681.7
627,1226,127323,142677,1222.34247099324,1778.9,682.3
628,1227,127052,142948,1224.81642137878,1776.8,684.1
629,1228,127279,142721,1225.07442159383,1767.2,683.6
630,1229,127186,142814,1224.79314359638,1776.7,686.5
631,1230,126672,143328,1223.00090802958,1778.6,695.4
632,1231,127316,142684,1225.08013892462,1775.2,684.1
633,1232,127359,142641,1224.58994948841,1782.4,685.2
634,1233,126838,143162,1225.91489361702,1773.6,693.8
635,1234,127406,142594,1229.65145334013,1782.2,699.1
636,1235,127367,142633,1228.53219047619,1783.7,695.7
637,1236,127450,142550,1228.84819831331,1787.4,689.2
638,1237,127354,142646,1228.20749206349,1775.9,693.3
639,1238,127113,142887,1231.028283611,1780.1,694.5
640,1239,126939,143061,1231.16065699987,1779.4,689.5
641,1240,127084,142916,1232.58282051282,1782.5,687
642,1241,127203,142797,1233.03663904713,1783.4,691.7
643,1242,127355,142645,1231.94256582344,1784.8,695.6
644,1243,127068,142932,1235.12791735748,1790.4,691.4
645,1244,127023,142977,1234.54528278121,1795.7,698
646,1245,127377,142623,1234.54151808456,1788.3,704
647,1246,126958,143042,1238.89591465001,1791.1,702.5
648,1247,127455,142545,1242.89749578305,1791.4,699.2
649,1248,127003,142997,1240.24866345025,1791.1,708.1
650,1249,127422,142578,1241.56064724919,1794.6,697.4
651,1250,127037,142963,1245.4203986539,1797.4,700
652,1251,127429,142571,1242.91661237785,1791.5,700.9
653,1252,127059,142941,1247.00947190865,1799.2,705.9
654,1253,127281,142719,1251.12274509804,1803.3,715.2
655,1254,127282,142718,1256.3709364072,1795.3,712.7
656,1255,127345,142655,1252.69970203394,1797.5,709.1
657,1256,127149,142851,1254.45479134467,1802.3,703.2
658,1257,126861,143139,1257.97838321821,1803.7,706.1
659,1258,127236,142764,1256.18296731359,1795.5,714.4
660,1259,127165,142835,1256.65376233816,1804,712.1
661,1260,126871,143129,1260.62001023541,1804.9,710.3
662,1261,127291,142709,1257.95538891713,1804.8,710.7
663,1262,126916,143084,1260.60695674831,1808.1,718.5
664,1263,126965,143035,1262.28358599059,1805.3,716.5
665,1264,127177,142823,1259.082383759,1809,714.6
666,1265,127239,142761,1262.32636091984,1808.8,717
667,1266,127125,142875,1262.4370176586,1812.6,723.8
668,1267,127117,142883,1261.97741893134,1813.2,722.5
669,1268,127115,142885,1259.88959605144,1811.9,728.1
670,1269,127575,142425,1262.93109724389,1811.9,734.9
671,1270,127340,142660,1263.96205711264,1809,734.5
672,1271,126981,143019,1270.48163105784,1811.2,724.4
673,1272,127295,142705,1268.03692995137,1823.1,724.2
674,1273,127120,142880,1265.75730955815,1820.6,730.1
675,1274,127583,142417,1266.58888888889,1816.6,733.5
676,1275,127204,142796,1266.42328802927,1822.2,721.9
677,1276,127330,142670,1269.71636506688,1826.9,731.3
678,1277,127180,142820,1272.1946115616,1823.6,728.7
679,1278,126992,143008,1271.37344832092,1819.7,739.3
680,1279,127085,142915,1272.40612827837,1828.6,731.8
681,1280,127009,142991,1277.48194014448,1824.9,737.4
682,1281,127265,142735,1274.1892769051,1819,739.2
683,1282,127465,142535,1275.6729155742,1819.3,727.4
684,1283,127246,142754,1278.47743282025,1826.6,740.7
685,1284,127272,142728,1281.00325563224,1828.2,739.7
686,1285,127041,142959,1280.64084321476,1826.2,734
687,1286,127412,142588,1282.88661806821,1831,739.7
688,1287,126929,143071,1282.29439011837,1829.5,742.9
689,1288,126843,143157,1282.46323434055,1831.9,736.4
690,1289,127177,142823,1286.50243965074,1830.2,741.3
691,1290,127145,142855,1285.89431103121,1832.2,748.8
692,1291,127067,142933,1286.9775468309,1825,752
693,1292,127064,142936,1287.57904884319,1838.1,752
694,1293,127038,142962,1291.0807469414,1834.3,755.2
695,1294,127215,142785,1287.05261111831,1839.3,749.7
696,1295,127207,142793,1288.49141985509,1838,749.4
697,1296,126778,143222,1291.36241956242,1837.9,751.9
698,1297,127265,142735,1294.30142875205,1837,749.9
699,1298,127173,142827,1292.54717466855,1834.6,756.9
700,1299,127047,142953,1291.12819183409,1835.4,760.5
701,1300,126948,143052,1294.43558681777,1827.1,758.3
702,1301,126873,143127,1293.35548646198,1841.7,762.6
703,1302,127147,142853,1300.06145753143,1852.5,756.2
704,1303,127264,142736,1297.82022900763,1848.1,754
705,1304,126918,143082,1301.50348207377,1843,759.2
706,1305,127330,142670,1303.0154889913,1845,760.6
707,1306,127143,142857,1303.23668714798,1858.6,755.7
708,1307,127415,142585,1304.09463601533,1862.3,754.9
709,1308,127381,142619,1306.9486882716,1853.1,766.3
710,1309,127146,142854,1305.10922330097,1856.5,761.4
711,1310,127112,142888,1306.96235868448,1862.5,775
712,1311,126885,143115,1306.27760736196,1857,767.1
713,1312,126928,143072,1308.11636363636,1864.4,764.3
714,1313,127346,142654,1312.22533762058,1848.5,768
715,1314,127173,142827,1308.8646373057,1851.1,770.9
716,1315,127007,142993,1308.4951178232,1852.3,766
717,1316,127338,142662,1312.27241022991,1851.3,774.5
718,1317,127167,142833,1310.93109287482,1859.2,776.3
719,1318,127232,142768,1311.44985522506,1856.1,774.9
720,1319,127040,142960,1313.76983709932,1856.7,775
721,1320,127158,142842,1316.11741048262,1854.4,772
722,1321,127413,142587,1317.5651219827,1866.1,772.9
723,1322,126994,143006,1316.00077982844,1863.3,773
724,1323,127161,142839,1317.22445279109,1868.2,768
725,1324,127360,142640,1318.17433662351,1871.1,775.2
726,1325,127178,142822,1322.91956521739,1877,778
727,1326,127111,142889,1324.3318782899,1866.4,781.2
728,1327,127410,142590,1325.05324758842,1868.5,782.1
729,1328,127612,142388,1325.72177835052,1863.7,780.4
730,1329,127438,142562,1329.65320910973,1863.7,780.4
731,1330,127336,142664,1325.91927150607,1875.2,784.5
732,1331,127127,142873,1327.15066203882,1872.6,783.8
733,1332,127441,142559,1329.34170153417,1876,794.4
734,1333,127202,142798,1330.65483911993,1875.4,789.5
735,1334,127142,142858,1333.35138324374,1880.4,789.7
736,1335,127054,142946,1334.98144543921,1884.7,783.5
737,1336,127171,142829,1338.98421937654,1881.4,789.5
738,1337,127196,142804,1336.12221783221,1880.1,790.5
739,1338,127180,142820,1332.5476159373,1889.9,784.2
740,1339,127098,142902,1333.37655118924,1876.6,786.9
741,1340,127396,142604,1333.85797514241,1885.3,793.7
742,1341,127353,142647,1335.45317725753,1882.1,797.3
743,1342,126659,143341,1333.88738621586,1886.1,798.1
744,1343,127122,142878,1337.70995445673,1888.7,799.7
745,1344,127326,142674,1340.42127714581,1891.9,793.3
746,1345,127129,142871,1338.75579896907,1884.7,796
747,1346,127275,142725,1339.41650696308,1891.4,796.6
748,1347,127477,142523,1339.82660725652,1888.6,795.3
749,1348,127335,142665,1342.80418671174,1892.3,804.8
750,1349,127101,142899,1341.26457688338,1885.2,809.7
751,1350,127085,142915,1340.6173541963,1900.7,808.7
752,1351,127160,142840,1342.21142194147,1895.1,809.4
753,1352,127142,142858,1343.81146694215,1892.1,808.3
754,1353,127102,142898,1349.94755737915,1906.7,801.2
755,1354,127357,142643,1349.18463886063,1898.9,807.8
756,1355,127047,142953,1348.25301513985,1899.9,806.7
757,1356,127446,142554,1353.54307116105,1905.8,810.4
758,1357,126887,143113,1354.66645202833,1906.7,813.1
759,1358,127346,142654,1356.80597207859,1900.2,816.8
760,1359,126774,143226,1355.85469092786,1902.2,814.3
761,1360,127746,142254,1350.61641905738,1900.9,813.7
762,1361,127361,142639,1356.53233894818,1904.8,812.2
763,1362,127161,142839,1357.82011331445,1905.5,822.8
764,1363,127111,142889,1358.10302640052,1910.1,823.8
765,1364,127192,142808,1357.48229166667,1911.6,824.8
766,1365,127190,142810,1357.26077419355,1908.3,818.3
767,1366,127283,142717,1360.32761068801,1909,824.2
768,1367,127291,142709,1361.94101087652,1900,820.7
769,1368,127016,142984,1362.77903975219,1912.3,820.3
770,1369,126978,143022,1363.34942820839,1917.9,817.9
771,1370,127051,142949,1363.91731829253,1917.4,823.3
772,1371,127186,142814,1368.03853515376,1914.9,826.3
773,1372,127004,142996,1364.26923569325,1920.1,832.4
774,1373,127330,142670,1368.72410691339,1913.9,830.2
775,1374,127200,142800,1373.04992240041,1914.1,823.1
776,1375,127548,142452,1375.74814720164,1926.1,826.3
777,1376,126823,143177,1374.23360020661,1907.7,830.6
778,1377,127431,142569,1374.54524331999,1931.2,835.7
779,1378,127378,142622,1375.06712962963,1927.2,836.6
780,1379,127081,142919,1374.00193473494,1933.3,837.5
781,1380,127359,142641,1376.73777892429,1926.7,840.9
782,1381,127330,142670,1378.6872502256,1923.5,833.9
783,1382,127300,142700,1378.34449576597,1925,837
784,1383,127136,142864,1376.71393799641,1920.7,839.6
785,1384,127098,142902,1380.00537290521,1920.9,848.4
786,1385,127008,142992,1379.95531666883,1924.7,842.8
787,1386,127161,142839,1378.20217669654,1923.3,841.7
788,1387,127323,142677,1379.98322364176,1936.3,844.5
789,1388,126993,143007,1383.97929606625,1939.4,845.3
790,1389,127141,142859,1384.84010315925,1932.6,839.3
791,1390,126936,143064,1387.07191736604,1932.8,837.1
792,1391,127304,142696,1385.00819567166,1924.9,842.8
793,1392,127233,142767,1385.64787096774,1933.5,851.4
794,1393,127160,142840,1390.41635350525,1932.4,851.2
795,1394,127340,142660,1388.67038671165,1935.7,854.9
796,1395,127069,142931,1388.7981208404,1940.3,848.1
797,1396,127021,142979,1392.29630113711,1935.7,864.4
798,1397,127582,142418,1393.23625228043,1941.5,862.3
799,1398,127042,142958,1394.03494693244,1948.5,857.4
800,1399,127459,142541,1393.4803946694,1944.9,860.1
801,1400,126993,143007,1397.79876001033,1945.1,856.1
802,1401,127253,142747,1398.51691510045,1945,861.6
803,1402,127256,142744,1399.68563300142,1949.2,854.7
804,1403,127052,142948,1400.83315899582,1939.4,856.4
805,1404,127255,142745,1402.20774970546,1941.6,858.9
806,1405,127167,142833,1399.20160663384,1951,863.3
807,1406,126912,143088,1403.4954057202,1948.9,861.8
808,1407,127235,142765,1403.22668225513,1947.1,864.3
809,1408,127047,142953,1401.33372228705,1951.4,866.4
810,1409,127167,142833,1404.69140625,1939.1,863.5
811,1410,127094,142906,1406.80606139438,1948.7,862.9
812,1411,126932,143068,1406.01884288747,1957.3,864.4
813,1412,126974,143026,1408.36257845188,1953.5,863.1
814,1413,127205,142795,1409.35551206784,1956.6,868.3
815,1414,126841,143159,1409.2441738675,1962.4,866.5
816,1415,127450,142550,1407.60225213565,1964,869.2
817,1416,127246,142754,1413.15055284135,1962.3,866.7
818,1417,127390,142610,1416.52699228792,1959.9,872.4
819,1418,127279,142721,1416.77446642374,1971.3,861.6
820,1419,127347,142653,1414.19420252177,1961.8,878.6
821,1420,127311,142689,1417.63108159877,1962.5,878.3
822,1421,127280,142720,1419.57746297489,1961.3,872.7
823,1422,127505,142495,1420.22380454664,1970.1,874.8
824,1423,126852,143148,1418.67172700143,1969.5,879
825,1424,127187,142813,1420.11695675105,1965.5,877.6
826,1425,127122,142878,1424.7605063952,1973.6,884.3
827,1426,127119,142881,1424.14263525757,1966.9,887.3
828,1427,126980,143020,1425.75879070974,1972.3,889.1
829,1428,127282,142718,1426.80525135242,1970.2,884.9
830,1429,126803,143197,1425.91504471331,1975.3,883.7
831,1430,127542,142458,1429.35508762752,1979.1,880.9
832,1431,127232,142768,1428.94600938967,1983.7,887.8
833,1432,127144,142856,1431.75816234353,1983.9,887.7
834,1433,126786,143214,1430.41213604741,1979.7,881.5
835,1434,126864,143136,1429.81548621002,1978.9,899.1
836,1435,127079,142921,1431.93278498908,1970.7,887.7
837,1436,127168,142832,1431.87623318386,1967.3,891.6
838,1437,126992,143008,1437.73884043099,1970.2,893.2
839,1438,127074,142926,1432.99872627691,1977.6,897.3
840,1439,126868,143132,1439.26139701188,1987.2,889.9
841,1440,127103,142897,1436.67174193548,1977.9,896.8
842,1441,127150,142850,1439.02108825827,1993.6,901.5
843,1442,126971,143029,1436.46630796823,1985.3,895.2
844,1443,126898,143102,1437.1236330889,1981.4,892.1
845,1444,127494,142506,1437.78679100664,1987.9,893.3
846,1445,127567,142433,1438.3322555613,1990.9,890.9
847,1446,127346,142654,1441.573676132,1981.1,895.3
848,1447,127451,142549,1443.3279672927,1994.7,903.1
849,1448,127237,142763,1447.33132992327,1998.7,901.2
850,1449,127060,142940,1450.83496503497,1995.8,903.7
851,1450,127171,142829,1451.87874903871,2000.6,905.1
852,1451,127260,142740,1453.74791746764,1993.5,907.3
853,1452,127147,142853,1451.68819140725,1994.1,910.6
854,1453,127096,142904,1451.68716440808,1990.1,907.7
855,1454,127359,142641,1452.34868588926,1993.2,906.1
856,1455,127056,142944,1451.72354904982,1996.5,910.4
857,1456,126923,143077,1451.44670505438,1992.2,903.6
858,1457,127256,142744,1451.33865524403,1999.1,908.6
859,1458,127303,142697,1451.8443927047,2000.7,916.8
860,1459,127188,142812,1456.74676074407,2004.3,906.7
861,1460,127262,142738,1458.8976649228,2005.6,916.2
862,1461,127161,142839,1458.72018875143,2004.3,915.1
863,1462,127237,142763,1458.42551007314,2012.5,918.4
864,1463,127341,142659,1455.88890309384,1999.9,917
865,1464,127198,142802,1458.43573909687,2005.7,920
866,1465,127014,142986,1461.31049004594,2020.4,917
867,1466,127169,142831,1461.89623484365,2005.8,927.8
868,1467,127311,142689,1464.68923193724,2013.9,922.9
869,1468,127383,142617,1463.50268542199,2014.3,925.2
870,1469,127307,142693,1463.29234937427,2016.8,926.6
871,1470,126932,143068,1465.45743443999,2006.6,933.1
872,1471,127092,142908,1465.65,2015.5,924.2
873,1472,127340,142660,1469.14400310519,2016.7,926.8
874,1473,127091,142909,1467.19987253027,2009.6,930.2
875,1474,127283,142717,1466.66321766562,2024,922.5
876,1475,127422,142578,1469.3996956632,2017.5,920.9
877,1476,127384,142616,1469.97547508988,2021,925
878,1477,127216,142784,1474.50148944437,2011.2,937.2
879,1478,127412,142588,1477.90917300993,2020.3,938.1
880,1479,127299,142701,1477.28342041545,2020.9,934.9
881,1480,127235,142765,1473.52913813154,2023.6,929.4
882,1481,127000,143000,1478.42496132027,2028,930.1
883,1482,127218,142782,1477.57374901755,2032,930.5
884,1483,127328,142672,1478.88280337443,2024.4,937.5
885,1484,127043,142957,1481.74021583669,2018.6,945.1
886,1485,127195,142805,1484.24213917526,2021.2,943.6
887,1486,127231,142769,1482.01271076524,2035.1,938.4
888,1487,127266,142734,1487.46872951357,2030.5,941.1
889,1488,127411,142589,1488.76466710613,2035.2,947.5
890,1489,127207,142793,1488.9718680163,2027.7,949.2
891,1490,127043,142957,1486.45497076023,2031,943.1
892,1491,127045,142955,1487.51030793319,2030.8,949.3
893,1492,127317,142683,1489.13896885632,2037.2,942.1
894,1493,126998,143002,1486.22857518402,2038.9,946.5
895,1494,126975,143025,1487.89176626826,2042.2,944.3
896,1495,127121,142879,1489.88018979834,2047.4,949.6
897,1496,127391,142609,1489.45433070866,2044.6,947
898,1497,127142,142858,1489.19971283122,2043.7,948.8
899,1498,127192,142808,1490.36382617774,2046.4,948.7
900,1499,127102,142898,1493.1323300467,2047.4,958.2
901,1500,127048,142952,1495.78261432828,2048.1,953.7
902,1501,127148,142852,1498.54721362229,2045,956.3
903,1502,127262,142738,1495.65099201237,2044,960.3
904,1503,127018,142982,1500.30120638215,2045.7,957.9
905,1504,127126,142874,1502.15902652588,2044.7,959.3
906,1505,127101,142899,1501.10422387865,2046.4,959.6
907,1506,127482,142518,1502.66320840358,2055.9,965.6
908,1507,126630,143370,1506.53501945525,2041.6,966.1
909,1508,127291,142709,1504.91004130098,2046.4,960.7
910,1509,127089,142911,1511.48982706002,2046.4,970.4
911,1510,127354,142646,1511.30021764179,2054,963
912,1511,126862,143138,1510.35202492212,2052.6,962.2
913,1512,127101,142899,1510.23814380418,2054,964.9
914,1513,127081,142919,1507.62821820036,2057.3,967.5
915,1514,126828,143172,1507.10785568066,2064.4,967.7
916,1515,127054,142946,1504.12309257375,2060.7,974.9
917,1516,127291,142709,1510.5010840454,2061.9,976.5
918,1517,127136,142864,1510.44781491003,2055.5,979.8
919,1518,127291,142709,1514.83210285132,2056.8,969.7
920,1519,127237,142763,1514.9743977803,2060.5,984
921,1520,127384,142616,1515.85284790055,2065.6,977.6
922,1521,127292,142708,1514.81535905955,2071.6,978
923,1522,127227,142773,1513.58466453674,2070.4,981.4
924,1523,127245,142755,1516.84552114124,2076.2,982.2
925,1524,127078,142922,1519.3825724042,2069.6,983.3
926,1525,127313,142687,1522.98267515924,2076.6,983
927,1526,127131,142869,1520.92674876222,2062.9,986
928,1527,126899,143101,1518.5903307888,2076.9,991.6
929,1528,127095,142905,1520.79290166645,2076.7,993.7
930,1529,127318,142682,1524.37232415902,2077.6,987.2
931,1530,127211,142789,1530.03758629507,2064.5,988.4
932,1531,127062,142938,1525.46616443694,2076.2,980.1
933,1532,127172,142828,1529.41885504202,2076.8,988.5
934,1533,127038,142962,1528.06854153041,2082.1,985.6
935,1534,127069,142931,1530.40145700533,2067.7,985.9
936,1535,126890,143110,1533.01093892434,2082.5,987.7
937,1536,127096,142904,1532.29922380336,2084.3,986.5
938,1537,126869,143131,1533.56601340897,2076.2,990.4
939,1538,127309,142691,1536.01580423146,2085.3,990.7
940,1539,127341,142659,1538.7554402834,2081.7,988.9
941,1540,127534,142466,1536.06426011265,2088.8,996.2
942,1541,127081,142919,1536.15941101152,2089.7,996.9
943,1542,127219,142781,1538.49090909091,2089.4,989.9
944,1543,127250,142750,1540.32259713701,2079.5,1002.4
945,1544,127227,142773,1540.39106796116,2088.1,1003.8
946,1545,127094,142906,1538.62754970307,2094.9,999.2
947,1546,127400,142600,1541.27192307692,2095.5,1007.3
948,1547,127130,142870,1541.79751536885,2092.8,995.6
949,1548,127307,142693,1541.71279474295,2096.1,1016
950,1549,127301,142699,1543.34031480071,2094.7,1006.1
951,1550,127287,142713,1543.16928020566,2098.5,1003.4
952,1551,127478,142522,1545.09232163667,2098,1010.1
953,1552,127165,142835,1548.16726296959,2101.9,1003.4
954,1553,127137,142863,1553.68430493274,2092.6,1012.4
955,1554,127303,142697,1553.18334409296,2098,1005.7
956,1555,127375,142625,1555.14357976654,2097.9,1017.3
957,1556,127441,142559,1557.08333333333,2102.9,1012.9
958,1557,127337,142663,1556.25228119779,2101.8,1017.2
959,1558,127249,142751,1557.26386010363,2105.6,1011.4
960,1559,127241,142759,1556.69382716049,2113.8,1010.9
961,1560,127215,142785,1553.15686014079,2105.4,1017.4
962,1561,127111,142889,1555.10528375734,2118.6,1012.4
963,1562,127283,142717,1558.31389032592,2110,1016.3
964,1563,127145,142855,1559.63943440691,2110.2,1022.9
965,1564,126999,143001,1562.95996880686,2102.5,1024.3
966,1565,127143,142857,1562.08344063868,2099.1,1023.3
967,1566,126980,143020,1563.75996376812,2114.3,1022.8
968,1567,126945,143055,1561.38228858283,2109.1,1021.8
969,1568,127130,142870,1564.44571280322,2105.7,1031.6
970,1569,126933,143067,1566.18277906677,2112.3,1027.2
971,1570,126988,143012,1567.21115280114,2108.3,1024.4
972,1571,127018,142982,1568.8784650924,2124.4,1021.5
973,1572,126914,143086,1566.73620108836,2115.1,1033.8
974,1573,127412,142588,1564.87058976696,2125.4,1026.2
975,1574,126891,143109,1567.06584203067,2121.4,1026.2
976,1575,127161,142839,1568.74016158457,2116.7,1033.9
977,1576,127516,142484,1571.78570500325,2117.2,1035
978,1577,127288,142712,1574.77925809822,2118.5,1031.5
979,1578,127108,142892,1575.30469659723,2116.9,1034.1
980,1579,127029,142971,1574.35370780659,2110.6,1026.2
981,1580,127209,142791,1573.09584459025,2118.8,1028.6
982,1581,126988,143012,1573.51319038337,2125.6,1028.8
983,1582,127259,142741,1578.09328603337,2126.7,1028.4
984,1583,127350,142650,1578.52612185814,2121.3,1041.8
985,1584,127175,142825,1584.06268971889,2125,1042.5
986,1585,127234,142766,1581.19013899816,2136.4,1042.7
987,1586,127440,142560,1583.73761991185,2126.9,1042
988,1587,126853,143147,1586.03924892424,2136.4,1044.2
989,1588,127631,142369,1586.72445019405,2127.9,1043.8
990,1589,127256,142744,1584.59367269887,2123.5,1040
991,1590,126883,143117,1586.91092217135,2124.1,1047
992,1591,126875,143125,1586.04952137843,2130.1,1047.3
993,1592,127072,142928,1587.17608528127,2142.2,1047.9
994,1593,127168,142832,1585.70796231772,2143,1052.2
995,1594,127235,142765,1586.97082018927,2140.7,1043.3
996,1595,127101,142899,1590.02815979044,2137.6,1051
997,1596,126954,143046,1589.13682830931,2135.1,1052.2
998,1597,127395,142605,1591.38726581947,2137.9,1055.7
999,1598,127155,142845,1592.52657378741,2131.6,1050.2
1000,1599,127132,142868,1595.98922357829,2141.2,1055
1001,1600,127321,142679,1594.77317708333,2142.4,1060.8
1002,1601,127450,142550,1593.30973565442,2147.7,1043.2
1003,1602,127127,142873,1595.42571947109,2136.1,1045.2
1004,1603,127277,142723,1593.7711744231,2136.6,1059.7
1005,1604,127144,142856,1602.01005353179,2144.8,1061.7
1006,1605,126985,143015,1600.89455343314,2143.1,1054.6
1007,1606,127079,142921,1602.62793699974,2148.8,1058
1008,1607,127086,142914,1604.71576494952,2149.5,1067.9
1009,1608,127269,142731,1606.40444387362,2154.5,1052.9
1010,1609,126883,143117,1608.17404857774,2145.3,1061.7
1011,1610,127255,142745,1610.54966632444,2158.9,1062.2
1012,1611,127212,142788,1607.04725119094,2156.5,1073.7
1013,1612,127173,142827,1608.52911198879,2162.9,1069.8
1014,1613,127261,142739,1607.5417468257,2164.5,1057.8
1015,1614,127479,142521,1609.07298711242,2156.5,1075
1016,1615,127057,142943,1607.71960234514,2159.2,1073.8
1017,1616,126892,143108,1607.24562982005,2150.6,1070.9
1018,1617,127155,142845,1612.09196740396,2163.1,1073.3
1019,1618,127016,142984,1613.27134652202,2164.9,1071.5
1020,1619,127434,142566,1615.09196141479,2164.8,1072.4
