"time_step","loc_Emax","num_occupied","num_extinct","centroid","leading_edge","trailing_edge"
452,1051,127148,142852,1047.25488154127,1592.1,502
453,1052,127134,142866,1045.95831148401,1598.8,499.9
454,1053,126941,143059,1049.13729055722,1602,501.1
455,1054,127261,142739,1048.56152445369,1586.8,505.2
456,1055,127306,142694,1054.8267664828,1595,505
457,1056,127407,142593,1054.62440882817,1592.2,505.3
458,1057,127172,142828,1056.63481452353,1590.8,508.8
459,1058,127392,142608,1056.58580942623,1596.5,509.1
460,1059,127283,142717,1058.39328037505,1600.2,513.7
461,1060,127275,142725,1057.93119443371,1601.5,533.5
462,1061,127318,142682,1058.33152944208,1605,521.4
463,1062,127066,142934,1059.51499231164,1610.9,508.5
464,1063,127170,142830,1059.52504565614,1602.9,513.6
465,1064,127168,142832,1060.50372750643,1601.2,516.9
466,1065,127391,142609,1062.33097854526,1608.7,520
467,1066,126754,143246,1061.36460637606,1611.8,522
468,1067,127587,142413,1060.52056756053,1615.8,519.8
469,1068,127159,142841,1063.91451550136,1610.8,521.1
470,1069,126876,143124,1067.8113330722,1614.1,523.3
471,1070,127212,142788,1065.02626421011,1617,526.4
472,1071,127049,142951,1065.62946828956,1613.3,526.2
473,1072,127053,142947,1066.93245321712,1611.2,524.8
474,1073,127230,142770,1069.95955976453,1614.7,532.6
475,1074,126992,143008,1072.45710988588,1626,529.7
476,1075,127526,142474,1070.71492233257,1616.4,527.9
477,1076,127048,142952,1071.59384887989,1620.9,521.7
478,1077,127327,142673,1075.96997572505,1625.1,521.9
479,1078,127106,142894,1077.23079882036,1623.4,525.9
480,1079,127391,142609,1079.71747259832,1629.6,532.7
481,1080,127052,142948,1076.09547419273,1625.9,535.6
482,1081,127325,142675,1078.35375544732,1632.9,538.8
483,1082,127175,142825,1077.91212698413,1627,535
484,1083,127132,142868,1081.45035460993,1620,535.5
485,1084,127122,142878,1081.06148949714,1622.7,541.1
486,1085,127213,142787,1080.49228414743,1628.9,539.5
487,1086,127212,142788,1082.63118062563,1628.2,543.5
488,1087,126860,143140,1085.08271636456,1633.4,541.8
489,1088,127294,142706,1086.78150510204,1625.7,541.8
490,1089,127189,142811,1088.49827431931,1633.1,546.6
491,1090,126959,143041,1088.26313085912,1634.3,548
492,1091,127719,142281,1087.99896880639,1641.8,548.5
493,1092,126997,143003,1086.27204744714,1638,554.8
494,1093,127274,142726,1087.9701164295,1635.9,542.8
495,1094,127136,142864,1092.31261192121,1635.8,558.8
496,1095,126953,143047,1091.09991079393,1647.4,554.8
497,1096,127086,142914,1090.18458183684,1644.3,544.4
498,1097,127156,142844,1089.43227888961,1638.6,547.7
499,1098,127165,142835,1092.31643782882,1642.5,548.4
500,1099,127212,142788,1098.1571262437,1643.7,551.4
501,1100,127322,142678,1098.29099099099,1650,555.7
502,1101,127500,142500,1096.97895007059,1647.9,557
503,1102,127087,142913,1098.32215967247,1639.8,563.4
504,1103,127229,142771,1101.69828028747,1647.4,556.3
505,1104,127271,142729,1101.78935812992,1637,561
506,1105,127177,142823,1100.52946428571,1641.6,556.1
507,1106,126993,143007,1104.0797240322,1641.2,560.3
508,1107,127102,142898,1106.38270326256,1657.3,564.3
509,1108,127184,142816,1107.2317439582,1649.4,570.3
510,1109,127585,142415,1108.49009316363,1658.6,557.9
511,1110,126888,143112,1108.68571428571,1657.2,563.3
512,1111,126964,143036,1110.43666579429,1658.6,561.7
513,1112,127458,142542,1111.36120789779,1658.3,567.2
514,1113,126927,143073,1111.58565998165,1663.1,570.6
515,1114,126878,143122,1114.94839211618,1660.1,572
516,1115,127128,142872,1117.38497713912,1654.8,569.3
517,1116,126842,143158,1118.42273373852,1660.6,561.4
518,1117,127061,142939,1118.40668559628,1654.7,572.6
519,1118,127068,142932,1119.2695327584,1667,574.9
520,1119,126970,143030,1121.93363402062,1663.7,571.6
521,1120,127326,142674,1120.0950466805,1662.2,568.7
522,1121,127080,142920,1119.04592035283,1657.7,566.1
523,1122,127049,142951,1120.31090790333,1662.6,567
524,1123,127533,142467,1122.21352871909,1663.2,573.3
525,1124,127142,142858,1122.17610308473,1666.6,575.3
526,1125,127271,142729,1123.74990250877,1670.9,579.6
527,1126,127384,142616,1127.58702141467,1667.6,588.6
