"exponent_type","time_window_width","mean_spec_exp","sd_spec_exp","year"
"s_PSD_high","5 years",2.02655542245086,0.323448298717514,1871
"s_PSD_high","5 years",2.01974176717416,0.311064536205154,1876
"s_PSD_high","5 years",1.9829518039241,0.303403799476914,1881
"s_PSD_high","5 years",2.02959741912546,0.312397321560296,1886
"s_PSD_high","5 years",2.01785197681795,0.307510326425734,1891
"s_PSD_high","5 years",2.01046386938817,0.308500251140743,1896
"s_PSD_high","5 years",2.03705884477583,0.314560479897139,1901
"s_PSD_high","5 years",1.99309896631921,0.297974845893819,1906
"s_PSD_high","5 years",2.02432599180978,0.314728017649389,1911
"s_PSD_high","5 years",2.00076611173993,0.297309989758968,1916
"s_PSD_high","5 years",2.02183259069047,0.299652864233346,1921
"s_PSD_high","5 years",2.00646694060993,0.311483067466614,1926
"s_PSD_high","5 years",1.9983335638526,0.313436212034152,1931
"s_PSD_high","5 years",2.01241670745991,0.286651331823118,1936
"s_PSD_high","5 years",2.02510472469757,0.308693773520221,1941
"s_PSD_high","5 years",2.04044070292414,0.307092628311755,1946
"s_PSD_high","5 years",2.00726535841108,0.30099021307154,1951
"s_PSD_high","5 years",2.00466103875965,0.289399464113101,1956
"s_PSD_high","5 years",2.0260631224885,0.291758286286891,1961
"s_PSD_high","5 years",2.02098767072639,0.320594097125978,1966
"s_PSD_high","5 years",2.01893173681812,0.300224004115604,1971
"s_PSD_high","5 years",2.04581534009854,0.300992437163279,1976
"s_PSD_high","5 years",1.99972627463423,0.323363559442033,1981
"s_PSD_high","5 years",2.00311952273595,0.306756037083734,1986
"s_PSD_high","5 years",1.99947847055653,0.289764823752332,1991
"s_PSD_high","5 years",2.01163109251437,0.306933128063638,1996
"s_PSD_high","5 years",2.02069411554698,0.297955342723717,2001
"s_PSD_high","5 years",2.00388665781016,0.297587135384009,2006
"s_PSD_high","5 years",2.02187018628206,0.296601046686444,2011
"s_PSD_high","5 years",2.0243348988091,0.289570139884862,2016
"s_PSD_high","5 years",2.02385098125222,0.307225414646248,2021
"s_PSD_high","5 years",2.04236077291248,0.304545832602126,2026
"s_PSD_high","5 years",2.04366372597871,0.295493452595511,2031
"s_PSD_high","5 years",2.03746643542332,0.292671339858979,2036
"s_PSD_high","5 years",2.04317301378322,0.302812562779987,2041
"s_PSD_high","5 years",2.01734771403182,0.299527716856703,2046
"s_PSD_high","5 years",2.03914673249451,0.296271739614238,2051
"s_PSD_high","5 years",2.03073230541707,0.292688880887613,2056
"s_PSD_high","5 years",2.05000967794695,0.285872031830571,2061
"s_PSD_high","5 years",2.02812062205715,0.28482610788768,2066
"s_PSD_high","5 years",2.03845387526438,0.286974923420829,2071
"s_PSD_high","5 years",2.03973227210051,0.287114342856693,2076
"s_PSD_high","5 years",2.0450004821361,0.276388966632241,2081
"s_PSD_high","5 years",2.06505695784359,0.292728823681004,2086
"s_PSD_high","5 years",2.04755690961299,0.278578862859741,2091
"s_PSD_low","5 years",0.36911270307635,0.196353232560146,1871
"s_PSD_low","5 years",0.360636432003348,0.193981980944231,1876
"s_PSD_low","5 years",0.363817771964156,0.223120934052959,1881
"s_PSD_low","5 years",0.394086737559378,0.177643334917323,1886
"s_PSD_low","5 years",0.415885886203404,0.179233587211466,1891
"s_PSD_low","5 years",0.399242818318433,0.19086505326295,1896
"s_PSD_low","5 years",0.36533885238257,0.201317958682917,1901
"s_PSD_low","5 years",0.365147456247918,0.181612858959454,1906
"s_PSD_low","5 years",0.335692733395551,0.192771355103225,1911
"s_PSD_low","5 years",0.362472107132872,0.16498520061422,1916
"s_PSD_low","5 years",0.399638149474152,0.182367841102129,1921
"s_PSD_low","5 years",0.371043698859181,0.219596068950738,1926
"s_PSD_low","5 years",0.348550935045183,0.207652777358986,1931
"s_PSD_low","5 years",0.319869457662025,0.188021310363742,1936
"s_PSD_low","5 years",0.373856527629593,0.187523026587125,1941
"s_PSD_low","5 years",0.377940145365051,0.194592571756282,1946
"s_PSD_low","5 years",0.34402575567734,0.187275479739066,1951
"s_PSD_low","5 years",0.371438960929211,0.161848832661565,1956
"s_PSD_low","5 years",0.358626028765145,0.204316330167736,1961
"s_PSD_low","5 years",0.334088229311034,0.186177068449298,1966
"s_PSD_low","5 years",0.325121411121036,0.202538321342503,1971
"s_PSD_low","5 years",0.378283488324973,0.180702313005658,1976
"s_PSD_low","5 years",0.367867573370124,0.173519093180814,1981
"s_PSD_low","5 years",0.391259008840857,0.179681000962383,1986
"s_PSD_low","5 years",0.406009752423472,0.166540365290004,1991
"s_PSD_low","5 years",0.302120020453792,0.213763240479841,1996
"s_PSD_low","5 years",0.331450334771448,0.184815001043038,2001
"s_PSD_low","5 years",0.351416963984174,0.207659483150867,2006
"s_PSD_low","5 years",0.287279495981735,0.188347404981938,2011
"s_PSD_low","5 years",0.38639904503042,0.193396535534706,2016
"s_PSD_low","5 years",0.30603501380942,0.18308486483227,2021
"s_PSD_low","5 years",0.320374492952399,0.195791010548883,2026
"s_PSD_low","5 years",0.256773113704436,0.223062816294019,2031
"s_PSD_low","5 years",0.356168187949358,0.190916766297668,2036
"s_PSD_low","5 years",0.429159064039735,0.189641046927952,2041
"s_PSD_low","5 years",0.419274387238366,0.214415070667158,2046
"s_PSD_low","5 years",0.348433171270497,0.192523636912427,2051
"s_PSD_low","5 years",0.39653436918417,0.223130094499995,2056
"s_PSD_low","5 years",0.436048463743739,0.216564471521915,2061
"s_PSD_low","5 years",0.493549535761903,0.187831607398935,2066
"s_PSD_low","5 years",0.396372701472753,0.201911891482746,2071
