"exponent_type","time_window_width","mean_spec_exp","sd_spec_exp","year"
"s_PSD_high","5 years",2.23104949184126,0.332894513648868,1871
"s_PSD_high","5 years",2.21009347705399,0.333891810246869,1876
"s_PSD_high","5 years",2.19391421666592,0.320406917038327,1881
"s_PSD_high","5 years",2.23608407351097,0.339997841086279,1886
"s_PSD_high","5 years",2.244801943105,0.345063419536916,1891
"s_PSD_high","5 years",2.22403000286805,0.333876080589491,1896
"s_PSD_high","5 years",2.23487455539969,0.337455850990037,1901
"s_PSD_high","5 years",2.24592925906397,0.339003353111581,1906
"s_PSD_high","5 years",2.22165365540202,0.348853783701387,1911
"s_PSD_high","5 years",2.23604251293303,0.347674046581444,1916
"s_PSD_high","5 years",2.21546594447113,0.34099857961145,1921
"s_PSD_high","5 years",2.21460737706799,0.334894452365542,1926
"s_PSD_high","5 years",2.2215413181052,0.318435189210783,1931
"s_PSD_high","5 years",2.24174958606087,0.355868272881375,1936
"s_PSD_high","5 years",2.19636276128763,0.339652002669767,1941
"s_PSD_high","5 years",2.21586967656903,0.331113480051785,1946
"s_PSD_high","5 years",2.23320004469634,0.34806202102707,1951
"s_PSD_high","5 years",2.23555229690249,0.338875809169345,1956
"s_PSD_high","5 years",2.20221339451795,0.336478115203903,1961
"s_PSD_high","5 years",2.21581636569199,0.340572089638522,1966
"s_PSD_high","5 years",2.2160485096294,0.340322483642277,1971
"s_PSD_high","5 years",2.21178312832394,0.323010388083506,1976
"s_PSD_high","5 years",2.22851374791901,0.35707182355453,1981
"s_PSD_high","5 years",2.21004816260245,0.321496809597932,1986
"s_PSD_high","5 years",2.22763844644572,0.338826215691597,1991
"s_PSD_high","5 years",2.21686516410785,0.331723048695215,1996
"s_PSD_high","5 years",2.21646687466022,0.326260670228344,2001
"s_PSD_high","5 years",2.21520948827986,0.319543084916534,2006
"s_PSD_high","5 years",2.22771943850494,0.331568445674086,2011
"s_PSD_high","5 years",2.2246643931042,0.330849988885741,2016
"s_PSD_high","5 years",2.24838950079119,0.339571444685329,2021
"s_PSD_high","5 years",2.23299805699871,0.330334169887317,2026
"s_PSD_high","5 years",2.23534304211237,0.333071776416431,2031
"s_PSD_high","5 years",2.2252355940035,0.328212214831494,2036
"s_PSD_high","5 years",2.21344374879684,0.327349917788618,2041
"s_PSD_high","5 years",2.26633819915374,0.329596068026547,2046
"s_PSD_high","5 years",2.26084066916087,0.337787415843299,2051
"s_PSD_high","5 years",2.27429908928182,0.335427803401867,2056
"s_PSD_high","5 years",2.24237278295883,0.337749845537972,2061
"s_PSD_high","5 years",2.23696594569552,0.33759447570933,2066
"s_PSD_high","5 years",2.23896231108504,0.334766945190978,2071
"s_PSD_high","5 years",2.22795914475431,0.328992427641289,2076
"s_PSD_high","5 years",2.20795216952125,0.343353125734336,2081
"s_PSD_high","5 years",2.26221953663469,0.348339881677401,2086
"s_PSD_high","5 years",2.24085627960799,0.329793370010065,2091
"s_PSD_low","5 years",0.413862693924037,0.221390791609439,1871
"s_PSD_low","5 years",0.47531055415051,0.217286934761379,1876
"s_PSD_low","5 years",0.488474691235521,0.265717035258333,1881
"s_PSD_low","5 years",0.475513227849173,0.251574601523272,1886
"s_PSD_low","5 years",0.466976174130874,0.237254356748093,1891
"s_PSD_low","5 years",0.468397971030196,0.225414776863752,1896
"s_PSD_low","5 years",0.424860370146322,0.216226381677895,1901
"s_PSD_low","5 years",0.47666408520338,0.26804911945291,1906
"s_PSD_low","5 years",0.417832956066468,0.236127492215089,1911
"s_PSD_low","5 years",0.411997169751561,0.260600142358105,1916
"s_PSD_low","5 years",0.409988912034871,0.249808545152273,1921
"s_PSD_low","5 years",0.43331215637992,0.229940387201863,1926
"s_PSD_low","5 years",0.402544211496179,0.25246963009303,1931
"s_PSD_low","5 years",0.511558386757352,0.272274807031925,1936
"s_PSD_low","5 years",0.448971193868848,0.230492305797383,1941
"s_PSD_low","5 years",0.50695285491722,0.229733113789141,1946
"s_PSD_low","5 years",0.448117913993208,0.220955085724739,1951
"s_PSD_low","5 years",0.460335218293741,0.252247873378954,1956
"s_PSD_low","5 years",0.504805072870229,0.229897363150523,1961
"s_PSD_low","5 years",0.458112400334683,0.227279029169325,1966
"s_PSD_low","5 years",0.468685571364233,0.243094919680287,1971
"s_PSD_low","5 years",0.526325067982964,0.263408395133883,1976
"s_PSD_low","5 years",0.475311308286964,0.239619001799985,1981
"s_PSD_low","5 years",0.515363388502124,0.240769865100692,1986
"s_PSD_low","5 years",0.456617392825417,0.230483396810038,1991
"s_PSD_low","5 years",0.461667180699985,0.242581663167383,1996
"s_PSD_low","5 years",0.464172254550533,0.228129530702565,2001
"s_PSD_low","5 years",0.479948993130399,0.232321492174587,2006
"s_PSD_low","5 years",0.450418973508931,0.255396453860381,2011
"s_PSD_low","5 years",0.426565117318706,0.216311595948161,2016
"s_PSD_low","5 years",0.46773159659314,0.223994160465523,2021
"s_PSD_low","5 years",0.503687304350071,0.234891027582729,2026
"s_PSD_low","5 years",0.505489334527245,0.252527201364173,2031
"s_PSD_low","5 years",0.466793440088232,0.206772669110671,2036
"s_PSD_low","5 years",0.497102785501842,0.272603221919859,2041
"s_PSD_low","5 years",0.516411889985513,0.24523784108898,2046
"s_PSD_low","5 years",0.512531352185864,0.25694022053925,2051
"s_PSD_low","5 years",0.480578375680049,0.237856831056251,2056
"s_PSD_low","5 years",0.576413925821868,0.239933818041737,2061
"s_PSD_low","5 years",0.548699111685676,0.246466748328817,2066
"s_PSD_low","5 years",0.495354529134528,0.252777700743855,2071
"s_PSD_low","5 years",0.572517864550684,0.248148698917878,2076
"s_PSD_low","5 years",0.543448189862761,0.272614837362657,2081
"s_PSD_low","5 years",0.549128561894223,0.271459754539137,2086
"s_PSD_low","5 years",0.553375461709831,0.258539826918334,2091
