"exponent_type","time_window_width","mean_spec_exp","sd_spec_exp","year"
"s_PSD_high","5 years",2.20865734993195,0.353244785725379,1871
"s_PSD_high","5 years",2.22623306100653,0.369249562131902,1876
"s_PSD_high","5 years",2.20566138452402,0.34583664615698,1881
"s_PSD_high","5 years",2.21825252516958,0.35227399023487,1886
"s_PSD_high","5 years",2.21534671358647,0.366320901384056,1891
"s_PSD_high","5 years",2.17769858960602,0.368464802543459,1896
"s_PSD_high","5 years",2.19323778840719,0.348802894258037,1901
"s_PSD_high","5 years",2.18924129235424,0.337170558950267,1906
"s_PSD_high","5 years",2.20923187041963,0.339226731731364,1911
"s_PSD_high","5 years",2.210643244522,0.352492551136356,1916
"s_PSD_high","5 years",2.20231444101202,0.359452717633514,1921
"s_PSD_high","5 years",2.20456016932003,0.354396519106007,1926
"s_PSD_high","5 years",2.21854384997336,0.345320453456305,1931
"s_PSD_high","5 years",2.19888587104584,0.351632082961229,1936
"s_PSD_high","5 years",2.2253280425404,0.349001617533356,1941
"s_PSD_high","5 years",2.21579304831244,0.372776704522971,1946
"s_PSD_high","5 years",2.21792665458141,0.345626824235465,1951
"s_PSD_high","5 years",2.20073120130533,0.343825935592163,1956
"s_PSD_high","5 years",2.21755128224245,0.35604789481301,1961
"s_PSD_high","5 years",2.20932146785745,0.378540748977681,1966
"s_PSD_high","5 years",2.21765237468382,0.366823962288467,1971
"s_PSD_high","5 years",2.21967492463396,0.369817766709261,1976
"s_PSD_high","5 years",2.22191937404225,0.355856841192722,1981
"s_PSD_high","5 years",2.2318601292671,0.351987879272751,1986
"s_PSD_high","5 years",2.21527649682686,0.355941045085605,1991
"s_PSD_high","5 years",2.2009182446425,0.346782774795055,1996
"s_PSD_high","5 years",2.23854211577466,0.355905733266871,2001
"s_PSD_high","5 years",2.20570310132393,0.32867939063542,2006
"s_PSD_high","5 years",2.25262682667136,0.328490256728751,2011
"s_PSD_high","5 years",2.24223014607721,0.359441929661816,2016
"s_PSD_high","5 years",2.2351579783319,0.333455005494839,2021
"s_PSD_high","5 years",2.21879752985855,0.344752134648794,2026
"s_PSD_high","5 years",2.25593949840358,0.33896787217611,2031
"s_PSD_high","5 years",2.2616701801009,0.353551184488743,2036
"s_PSD_high","5 years",2.24781045347485,0.334213461070548,2041
"s_PSD_high","5 years",2.23119982343461,0.337476693703768,2046
"s_PSD_high","5 years",2.24982713778056,0.331131596096476,2051
"s_PSD_high","5 years",2.24809527745009,0.341672118525119,2056
"s_PSD_high","5 years",2.23644903701411,0.32761257105308,2061
"s_PSD_high","5 years",2.26995866232367,0.320708878555763,2066
"s_PSD_high","5 years",2.25800465152031,0.34330347387823,2071
"s_PSD_high","5 years",2.2820231531151,0.334447378806305,2076
"s_PSD_high","5 years",2.28025903034222,0.335987606209837,2081
"s_PSD_high","5 years",2.27198201285554,0.304535408402388,2086
"s_PSD_high","5 years",2.29580760363896,0.323713712401479,2091
"s_PSD_low","5 years",0.4558524449973,0.192976018338479,1871
"s_PSD_low","5 years",0.484765559878591,0.207950966243017,1876
"s_PSD_low","5 years",0.467071857060422,0.183932173666509,1881
"s_PSD_low","5 years",0.487863953792207,0.209969501037393,1886
"s_PSD_low","5 years",0.462396969476971,0.198833406580841,1891
"s_PSD_low","5 years",0.459065527017686,0.20791325425413,1896
"s_PSD_low","5 years",0.441205520753564,0.182137018444445,1901
"s_PSD_low","5 years",0.503173374679468,0.198371326732118,1906
"s_PSD_low","5 years",0.42271855546094,0.191235784840525,1911
"s_PSD_low","5 years",0.484537924220116,0.19019732453695,1916
"s_PSD_low","5 years",0.440167093864094,0.187861324698329,1921
"s_PSD_low","5 years",0.455170074683043,0.199725957934979,1926
"s_PSD_low","5 years",0.521929716288633,0.184012764500263,1931
"s_PSD_low","5 years",0.509194487991394,0.188160762128285,1936
"s_PSD_low","5 years",0.497282031938749,0.188476402984595,1941
"s_PSD_low","5 years",0.474497023058959,0.189739530366722,1946
"s_PSD_low","5 years",0.414280282121543,0.184824702665942,1951
"s_PSD_low","5 years",0.470996278997582,0.1773114196931,1956
"s_PSD_low","5 years",0.427247065986211,0.191745179814157,1961
"s_PSD_low","5 years",0.470987344065531,0.201092432308473,1966
"s_PSD_low","5 years",0.514371282951133,0.218545829789106,1971
"s_PSD_low","5 years",0.453606649017259,0.194803632740962,1976
"s_PSD_low","5 years",0.468170774078466,0.189648835084166,1981
"s_PSD_low","5 years",0.426574310905498,0.180800934214639,1986
"s_PSD_low","5 years",0.459248836665502,0.205344946768236,1991
"s_PSD_low","5 years",0.495398559016249,0.18518265315112,1996
"s_PSD_low","5 years",0.497766365588517,0.18768378385138,2001
"s_PSD_low","5 years",0.459267482696861,0.186906706607608,2006
"s_PSD_low","5 years",0.504958269443047,0.194645537824906,2011
"s_PSD_low","5 years",0.485285045774409,0.196153463982617,2016
"s_PSD_low","5 years",0.458017440884138,0.168291994157617,2021
"s_PSD_low","5 years",0.480838979186425,0.197940590825845,2026
"s_PSD_low","5 years",0.498604221700978,0.206634928072644,2031
"s_PSD_low","5 years",0.488062920493535,0.19722642028314,2036
"s_PSD_low","5 years",0.572012335300801,0.229747554910872,2041
"s_PSD_low","5 years",0.439077783709464,0.190412888831534,2046
"s_PSD_low","5 years",0.492195607658883,0.210592571102011,2051
"s_PSD_low","5 years",0.47519433275732,0.194100238865194,2056
"s_PSD_low","5 years",0.459580920946338,0.205127455881097,2061
"s_PSD_low","5 years",0.552902152046161,0.208617871253431,2066
"s_PSD_low","5 years",0.565961548723843,0.217381102406439,2071
"s_PSD_low","5 years",0.587026453644894,0.212819137388624,2076
"s_PSD_low","5 years",0.543074738375535,0.213495829624845,2081
"s_PSD_low","5 years",0.534281582256349,0.188868130771976,2086
"s_PSD_low","5 years",0.564186217203219,0.223044760406108,2091
