"exponent_type","time_window_width","mean_spec_exp","sd_spec_exp","year"
"s_PSD_high","5 years",2.13591712198216,0.312868842176011,1871
"s_PSD_high","5 years",2.14334252504211,0.305798672857177,1876
"s_PSD_high","5 years",2.12830845010929,0.316143422653616,1881
"s_PSD_high","5 years",2.1488983574235,0.308923111317202,1886
"s_PSD_high","5 years",2.12850549868701,0.314476065673479,1891
"s_PSD_high","5 years",2.13726001433847,0.31160824697915,1896
"s_PSD_high","5 years",2.15381725703051,0.314873822907029,1901
"s_PSD_high","5 years",2.13713946681449,0.304453726584366,1906
"s_PSD_high","5 years",2.15459852763263,0.31723452942307,1911
"s_PSD_high","5 years",2.11223518632053,0.308132845761902,1916
"s_PSD_high","5 years",2.14749275306496,0.317594579963094,1921
"s_PSD_high","5 years",2.12620138419864,0.307550369892735,1926
"s_PSD_high","5 years",2.13806953201628,0.320525896926765,1931
"s_PSD_high","5 years",2.13509300299114,0.310974329646911,1936
"s_PSD_high","5 years",2.12130866873318,0.318564352304746,1941
"s_PSD_high","5 years",2.15994676256071,0.304668497449969,1946
"s_PSD_high","5 years",2.1309085495084,0.312563518876469,1951
"s_PSD_high","5 years",2.14340629476956,0.319442114069558,1956
"s_PSD_high","5 years",2.15042053720997,0.311427948131876,1961
"s_PSD_high","5 years",2.14512945123547,0.302790279418691,1966
"s_PSD_high","5 years",2.10800293646992,0.304876863162067,1971
"s_PSD_high","5 years",2.15312447134227,0.307242198427549,1976
"s_PSD_high","5 years",2.1648657683947,0.315791398238376,1981
"s_PSD_high","5 years",2.15772778084497,0.316892109710124,1986
"s_PSD_high","5 years",2.16362168162199,0.310504069684481,1991
"s_PSD_high","5 years",2.13110895510497,0.307983457787762,1996
"s_PSD_high","5 years",2.13899903588937,0.307013721611328,2001
"s_PSD_high","5 years",2.13278126558384,0.317326234566739,2006
"s_PSD_high","5 years",2.1429633780342,0.303272057594863,2011
"s_PSD_high","5 years",2.12444631613998,0.311081395833126,2016
"s_PSD_high","5 years",2.14651169237668,0.310678293539293,2021
"s_PSD_high","5 years",2.16653769228401,0.299778748427564,2026
"s_PSD_high","5 years",2.1390828276802,0.308315246291022,2031
"s_PSD_high","5 years",2.13601284570156,0.317150611203969,2036
"s_PSD_high","5 years",2.16527663156217,0.313756609227173,2041
"s_PSD_high","5 years",2.14909660207793,0.311397084865352,2046
"s_PSD_high","5 years",2.13685191313131,0.311680980908398,2051
"s_PSD_high","5 years",2.14989569903235,0.322274556589819,2056
"s_PSD_high","5 years",2.14302076974131,0.317007326574375,2061
"s_PSD_high","5 years",2.14540277548499,0.319500657697518,2066
"s_PSD_high","5 years",2.14447270002512,0.314055747444347,2071
"s_PSD_high","5 years",2.14453083811096,0.316506476725601,2076
"s_PSD_high","5 years",2.12984987334662,0.313446929094719,2081
"s_PSD_high","5 years",2.12219554029152,0.313849548885492,2086
"s_PSD_high","5 years",2.13661309313357,0.323431164308168,2091
"s_PSD_low","5 years",0.365323084544781,0.23356543790973,1871
"s_PSD_low","5 years",0.416903195714063,0.25231934141436,1876
"s_PSD_low","5 years",0.422250584155682,0.252280777047154,1881
"s_PSD_low","5 years",0.408306854204686,0.242926238620788,1886
"s_PSD_low","5 years",0.438371572247224,0.237785453021458,1891
"s_PSD_low","5 years",0.453420625855764,0.219432848324543,1896
"s_PSD_low","5 years",0.386620898484251,0.24756335645421,1901
"s_PSD_low","5 years",0.40553427043832,0.23916470344299,1906
"s_PSD_low","5 years",0.45937244009281,0.231707451683929,1911
"s_PSD_low","5 years",0.393383685503063,0.259316146632542,1916
"s_PSD_low","5 years",0.402703006694729,0.22887141902212,1921
"s_PSD_low","5 years",0.443707528946437,0.223212385815291,1926
"s_PSD_low","5 years",0.440511355155416,0.218464846451708,1931
"s_PSD_low","5 years",0.421134616396423,0.225054179176753,1936
"s_PSD_low","5 years",0.42830554811276,0.207362491395248,1941
"s_PSD_low","5 years",0.433091036464072,0.223146676694745,1946
"s_PSD_low","5 years",0.42909484021948,0.242388821233068,1951
"s_PSD_low","5 years",0.413427399446468,0.199619246718606,1956
"s_PSD_low","5 years",0.454260921682563,0.233344047264856,1961
